"","glottocode","TLI0549","TLI0552","TLI0559","TLI0560","TLI0570","TLI0578","TLI0580","TLI0582","TLI0589","TLI0592","TLI0596","TLI0597","TLI0598","TLI0604","TLI0891","TLI0892","TLI0893","TLI1099","TLI1100","TLI1101","TLI1102","TLI1112","TLI1115","TLI1116"
"1580","khan1273","False","False","False","True","False","False","True","False","False","False","False","?","?","True","?","?","False","TRUE","FALSE","FALSE","FALSE","Neither","?","N"
"1588","khoi1252","?","True","False","?","True","?","?","?","?","?","False","?","?","?","?","?","?","TRUE","FALSE","?","FALSE","BarkAndSkin",NA,"N"
"1589","khoi1253","?","True","False","?","True","?","?","?","?","?","False","?","?","?","False","False","?","TRUE","FALSE","?","FALSE","BarkAndSkin",NA,"N"
"1590","khon1248","False","True","False","True","False","False","False","False","False","False","?","?","False","True","False","False","?","FALSE","FALSE","?","FALSE","Neither",NA,"N"
"1594","khum1248","?","True","?","?","False","False","True","?","False","?","False","?","?","?","False","False","?","?","?","?","FALSE","Neither",NA,"N"
"1601","kild1236","False","False","False","False","?","False","?","False","False","False","False","?","False","False","False","False","False","TRUE","FALSE","FALSE","FALSE","Neither","M","T"
"1606","kimm1245","?","?","?","?","?","False","?","?","False","?","?","?","?","?","?","False","?","?","FALSE","?","FALSE","?",NA,"M"
"1612","kirg1245","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","FALSE","FALSE","?","?","?","M","T"
"1616","kiry1234","False","False","?","?","?","False","?","False","False","False","False","False","?","?","False","True","?","?","?","FALSE","FALSE","Neither","?","?"
"1622","kitj1240","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","?","?","?","?",NA,"N"
"1627","klam1254","True","False","?","?","False","False","?","?","False","?","True","?","?","?","?","?","False","FALSE","FALSE","FALSE","FALSE","Neither","N",NA
"1628","klao1243","False","True","False","?","?","?","False","?","?","?","True","True","False","?","False",NA,"?","FALSE","FALSE","?","?","?","?","?"
"1631","kobo1248","False","False","False","False","?","False","?","?","?","?","?","?","?","False","False","False","?","?","?","?","FALSE","?",NA,"N"
"1643","kolp1236","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","True","?","?","?","?","?","?",NA,"N"
"1650","komi1268","False","False","False","False","False","False","True","True","False","False","False","?","False","False","True","True","?","TRUE","FALSE","FALSE","FALSE","Neither","M","?"
"1651","komi1269","False","False","False","False","False","False","False","False","False","False","False","?","False","False","False","True","?","FALSE","FALSE","FALSE","FALSE","Neither","M","?"
"1662","kony1246","True","False","False","False","False","False","True","False","False","False","?","?","False","False","False","False","?","TRUE","FALSE","?","FALSE","Neither",NA,"N"
"1663","koon1244","True","False","False","?","?","?","False","?","?","?","False","False","False","?","False","True","?","TRUE","FALSE","?","?","?","?","?"
"1666","kopa1248","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?","M","M"
"1667","kora1294","False","False","False","False","?","?","?","?","?","?","?","?","?","False","False","False","?","TRUE","FALSE","?","FALSE","?","?","?"
"1669","kora1296","False","False","False","False","?","False","?","?","?","?","?","?","?","False","False","True","?","?","?","?","FALSE","?",NA,"N"
"1670","kore1283","?","True","False","?","True","False","True","False","False","False","?","?","False","?","False","?","?","TRUE","FALSE","?","FALSE","Neither",NA,"?"
"1686","kowa1245","False","True","False","False","?","False","?","?","?","?","?","?","?","False","False","True","?","?","?","?","FALSE","?",NA,"N"
"1690","koyr1240","True","False","False","?","?","?","False","?","?","?","False","False","False","?","True","False","?","FALSE","FALSE","?","?","?","?","?"
"1705","kuan1249","?","False","False","?","True","False","False","?","False","?","False","?","?","?","False","False","?","FALSE","FALSE","FALSE","FALSE","Neither",NA,"N"
"1708","kubo1242","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?",NA,"N"
"1712","kuka1246","?","False","False","?","False","False","False","?","False","?","?","?","?","?","False","False",NA,"?","?","?","FALSE","?",NA,"N"
"1720","kumb1268","?","False","False","?","False","False","False","?","False","?","?","?","?","?","True","True",NA,"FALSE","?","?","?","?",NA,NA
"1721","kumi1248","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","TRUE","?","?","?","?","M"
"1722","kumy1244","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","False","TRUE","FALSE","?","?","?","M","T"
"1730","kuni1265","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?","N",NA
"1731","kuni1267","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","?","?","?","?","?","N","N"
"1738","kuot1243","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","?","?","?","?","?",NA,"N"
"1749","kusu1250","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","True","False","?","?","?","?","?",NA,"N"
"1751","kute1249","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","?","?","?","?"
"1753","kuuk1238","?","False","False","?","False","False","False","?","False","?","?","?","?","?","True","False",NA,"?","?","?","?","?",NA,NA
"1757","kuyu1236","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?",NA,NA
"1768","kwat1244","False","False","False","?","?","False","?","?","?","?","?","?","?","?","False","False","?","?","?","?","FALSE","?",NA,"N"
"1770","kwaz1243","?","False","?","?","False","False","?","False","False","False","False","?","False","?","?","?","False","?","FALSE","FALSE","FALSE","Neither",NA,NA
"1775","kxoe1243","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","TRUE","?","?","?","?","?"
"1778","kyen1243","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?",NA,NA
"1780","kyon1247","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?","N","N"
"1783","labi1245","True","False","?","?","?","?","?","False","False","False","False","True","?","?","True","False","?","?","?","?","FALSE","Neither","?","?"
"1798","lakk1252","False","False","False","False","False","False","False","False","False","False","False","?","False","False","True","False","False","FALSE","FALSE","FALSE","FALSE","Neither","N",NA
"1801","lako1247","False","False","?","?","False","False","?","False","False","False","False","?","False","?","?","?","False","?","FALSE","FALSE","FALSE","TreeInBark","M","N"
"1808","lame1257","False","False","?","?","?","False","?","False","False","False","False","False","?","?","True","False","?","?","?","FALSE","FALSE","Neither","?","?"
"1811","lamm1241","?","False","?","False","False","False","?","False","False","False","True","True","?","False","False","False","?","?","?","TRUE","FALSE","TreeInBark","?","?"
"1820","lanp1241","?","?","?","?","False","?","?","?","False","?","False","?","?","?","False","False","?","?","FALSE","FALSE","FALSE","?",NA,"N"
"1825","larg1235","?","?","?","False","True","False","False","?","False","?","False","True","?","False","True","False","?","?","FALSE","TRUE","FALSE","?",NA,"T"
"1827","lash1243","?","False","False","?","False","False","?","?","False","?","False","?","?","?","False","False","?","?","FALSE","?","FALSE","Neither","?","?"
"1828","lati1261","False","False","False","False","False","False","False","False","False","False","False","?","False","False","True","True","?","FALSE","FALSE","FALSE","FALSE","Neither",NA,"T"
"1830","latv1249","False","False","False","False","False","False","True","False","False","False","False","?","False","False","False","True","True","TRUE","FALSE","FALSE","FALSE","Neither",NA,"T"
"1837","lawu1238","True","False","False","False","True","False","True","True","False","True","False","?","?","?","False","False","?","FALSE","FALSE","TRUE","FALSE","TreeInBark",NA,"N"
"1841","lega1249","?","?","False","False","?","?","?","False","False","False","False","?","?","False","?","?","False","?","?","?","?","Neither","N",NA
"1854","lenc1242","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?",NA,"M"
"1855","lenc1243","?","?","?","?","?","?","?","?","?","?","?","?","?","?","True","True","?","?","?","?","?","?",NA,NA
"1866","lian1251","False","True","False","?","False","False","False","True","False","False","?","?","False","?","False","False","?","FALSE","FALSE","?","FALSE","Neither",NA,"N"
"1879","limi1243","True","?","False","False","True","False","?","False","False","False","False","?","False","False","False","False","?","FALSE","FALSE","FALSE","FALSE","Neither",NA,"?"
"1883","lish1235","?","False","False","?","True","?","?","?","False","?","False","?","?","?","?","?","?","TRUE","FALSE","?","FALSE","BarkAndSkin",NA,"N"
"1888","liuq1235","?","False","False","?","True","False","False","?","?","?","False","?","?","?","?","True","?","?","FALSE","?","FALSE","TreeInBark",NA,"M"
"1889","livv1243","True","True","False","False","False","False","True","False","False","False","False","?","False","False","False","True","?","TRUE","FALSE","FALSE","FALSE","Neither","M","T"
"1890","livv1244","False","False","False","False","False","False","True","False","False","False","False","?","False","False","False","False","False","TRUE","FALSE","FALSE","FALSE","Neither","M","T"
"1891","liwe1234","False","False","?","?","False","?","False","?","?","?","False","?","?","?","False","False","?","FALSE","FALSE","?","?","Neither","?","?"
"1892","lixi1238","True","True","False","False","False","False","True","False","False","False","False","False","?","False","False","False","?","FALSE","FALSE","FALSE","FALSE","Neither",NA,"N"
"1905","loth1237","False","True","False","False","False","False","False","False","False","False","?","?","False","False","True","False","False","FALSE","FALSE","?","FALSE","Neither",NA,"N"
"1910","lowe1385","False","False","False","False","False","False","True","False","False","False","False","?","False","False","True","True","False","TRUE","FALSE","FALSE","FALSE","Neither",NA,"T"
"1925","lule1254","False","False","False","False","False","False","True","True","False","False","False","?","False","False","False","False","?","TRUE","FALSE","FALSE","FALSE","Neither","M","T"
"1931","luop1235","?","?","?","False","True","False","False","?","False","?","False","True","?","False","False","False","?","?","FALSE","FALSE","FALSE","?",NA,"?"
"1932","luqu1238","?","?","?","False","True","?","?","False","False","False","False","?","?","False","False","False","?","?","FALSE","?","FALSE","?",NA,"N"
"1946","maas1239","?","?","False","?","?","?","True","?","?","?","False","?","?","?","False","False","False","?","FALSE","?","FALSE","Neither","?","?"
"1949","maba1277","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","FALSE","?","?","?","?","?"
"1950","maca1259","?","False","False","?","False","False","False","False","False","False","?","?","False","?","False","?","?","FALSE","FALSE","?","FALSE","Neither",NA,NA
"1956","macu1260","?","True","False","?","False","False","False","False","False","True","?","?","False","?","False",NA,"?","FALSE","FALSE","?","FALSE","TreeInBark",NA,NA
"1966","maer1238","?","?","?","?","False","?","False","False","False","?","False","False","?","False","False","False","?","?","FALSE","FALSE","FALSE","Neither",NA,"N"
"1967","mafa1239","False","False","?","?","?","False","?","False","False","False","False","False","?","?","True","True","?","?","?","TRUE","FALSE","Neither","?","?"
"1976","maia1254","True","False","False","False","?","False","?","?","?","?","?","?","?","False","False","?","?","?","?","?","FALSE","?",NA,"N"
"1977","maib1239","False","False","?","?","False","False","?","False","False","False","True","?","False","?","?","?","True","?","FALSE","TRUE","FALSE","TreeInBark",NA,"N"
"1979","mail1248","False","False","?","?","False","False","?","False","False","False","True","?","False","?","?","?","?","?","FALSE","TRUE","FALSE","Neither",NA,NA
"1982","maiw1251","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?","N",NA
"1994","mala1464","True","False","False","False","False","False","False","False","False","False","False","?","False","False","?","?","?","TRUE","FALSE","FALSE","FALSE","Neither",NA,"N"
"2001","mala1494","?","False","False","False","?","False","?","?","?","?","?","?","?","False","False","False","?","?","?","?","FALSE","?",NA,"N"
"2003","mala1522","?","False","False","?","False","False","False","False","False","False","?","?","False","?","False","?","?","TRUE","FALSE","?","FALSE","BarkAndSkin",NA,"M"
"2007","male1291","True","False","True","?","?","False","?","?","?","?","?","?","?","?","False","False","?","?","?","?","FALSE","?",NA,"N"
"2013","mali1284","True","True","?","?","False","False","?","False","False","False","True","?","False","?","?","?","?","?","FALSE","FALSE","FALSE","Neither",NA,NA
"2028","mana1288","False","True","?","?","False","False","?","False","False","False","False","?","False","?","?","?","False","?","FALSE","FALSE","FALSE","Neither",NA,NA
"2030","manc1252","True","False","False","False","False","False","True","False","False","False","False","?","False","False","False","False","False","TRUE","FALSE","FALSE","FALSE","BarkAndSkin",NA,"T"
"2031","mand1415","True","?","False","False","False","False","False","True","False","False","False","?","False","False","?","?","True","FALSE","FALSE","FALSE","FALSE","TreeInBark",NA,"N"
"2033","mand1436","False","False","?","?","?","?","?","?","?","?","False","?","False","?","?","?","?","?","FALSE","?","?","?","?","?"
"2037","mand1476","?","False","?","False","False","?","False","False","False","False","False","True","?","True","False","False","?","FALSE","FALSE","FALSE","FALSE","Neither",NA,"N"
"2039","mang1381","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"FALSE","FALSE","?","?","?","?","?"
"2043","mang1399","?","?","?","?","?","?","?","?","?","?","?","?","?","?","True","False","?","?","?","?","?","?","?","?"
"2048","mani1292","True","False","False","False","False","False","True","False","False","False","?","?","False","False","True","True","False","FALSE","FALSE","?","FALSE","Neither",NA,"N"
"2054","maon1238","False","False","?","False","?","False","True","?","False","?","?","?","?","False","False","False","False","TRUE","FALSE","?","?","?",NA,"N"
"2059","mapu1245","?","False","?","?","False","False","?","?","False","False","False","?","False","?","?","?","False","FALSE","FALSE","FALSE","FALSE","Neither",NA,"M"
"2061","mara1379","True","True","False","?","False","False","False","False","False","False","?","?","False","?","False","False","?","FALSE","FALSE","?","?","Neither",NA,"N"
"2062","mara1386","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"FALSE","TRUE","?","?","?",NA,"N"
"2066","marg1253","?","?","False","?","False","False","False","?","False","?","?","?","?","?","False","False",NA,"FALSE","?","?","?","?",NA,NA
"2067","marg1265","True","False","?","?","?","False","?","True","False","False","False","True","?","?","False","True","False","?","?","?","FALSE","Neither","?","?"
"2068","marg1266","False","False","?","?","?","False","?","?","False","False","False","False","?","?","False","False","?","?","?","?","FALSE","Neither","?","?"
"2070","mari1416","True","True","False","?","False","False","True","?","True","?","?","?","False","?","True","False","?","FALSE","FALSE","?","?","Neither",NA,"N"
"2076","mari1438","?","?","?","?","?","?","?","?","?","?","?","?","?","?","True","False","?","?","?","?","?","?","N",NA
"2083","mart1256","?","False","False","?","False","False","False","?","False","?","?","?","?","?","False","False","?","?","?","FALSE","FALSE","?",NA,"N"
"2086","masa1322","False","False","?","?","?","False","?","?","False","?","False","?","?","?","True","False","?","?","?","FALSE","FALSE","?","?","?"
"2090","mate1260","True","False","False","False","?","False","?","?","?","?","?","?","?","False","False","False","?","?","?","?","FALSE","?",NA,"N"
"2095","mats1244","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","TRUE","FALSE","?","?","?"
"2099","maun1240","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","?","?","?","?","?",NA,"N"
"2100","mauw1238","?","False","False","False","?","False","?","?","?","?","?","?","?","False","False","False","?","?","?","?","FALSE","?",NA,"N"
"2101","mawa1266","False","True","False","False","?","False","?","?","?","?","?","?","?","False","False","False","?","?","?","?","FALSE","?",NA,"N"
"2102","mawa1267","False","True","False","False","?","False","?","?","?","?","?","?","?","False","True","False","?","?","?","?","FALSE","?",NA,"N"
"2109","maya1285","?","?","?","?","?","?","?","?","?","?","?","?","?","?","True","False","?","FALSE","FALSE","?","?","?",NA,"M"
"2116","mayu1240","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?",NA,NA
"2118","maza1293","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","FALSE","FALSE","FALSE","?","?","?"
"2153","meny1245","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","FALSE","?","?","?"
"2159","meri1244","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","FALSE","?","?","?",NA,"M"
"2165","mesm1239","False","False","?","?","?","False","?","True","False","True","False","True","?","?","True","False","?","?","?","FALSE","FALSE","Neither","?","?"
"2172","mezq1235","True","False","False","False","False","False","False","False","False","False","False","?","False","False","False","True","False","TRUE","FALSE","FALSE","FALSE","TreeInBark","M","N"
"2175","mian1254","False","False","False","False","?","False","?","?","?","?","?","?","?","False","False","False","?","?","?","?","FALSE","?",NA,"N"
"2180","mido1240","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","FALSE","?","?","?","?","?"
"2184","miji1239","?","False","False","?","?","?","?","?","False","?","False","?","?","?","False","False","?","?","FALSE","?","FALSE","?","?","N"
"2203","mish1244","False","False","?","?","?","False","?","False","False","False","True","True","?","?","False","False","?","?","?","?","FALSE","Neither","?","?"
"2206","misk1235","?","False","?","?","False","False","?","False","False","False","False","?","?","?","?","?","?","FALSE","FALSE","FALSE","FALSE","TreeInBark",NA,"M"
"2211","mixe1288","False","False","?","?","False","False","?","False","False","False","?","?","False","?","?","?","?","?","FALSE","TRUE","FALSE","Neither",NA,NA
"2213","miya1259","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","True","False","?","?","?","?","?",NA,NA
"2214","miya1266","False","False","?","?","?","?","?","?","False","?","False","False","?","?","True","True","?","?","?","?","FALSE","Neither","?","?"
"2221","moco1246","True","False","?","?","True","False","?","False","False","False","False","?","False","?","?","?","False","FALSE","FALSE","FALSE","FALSE","Neither",NA,NA
"2222","mode1248","True","False","False","False","False","False","True","False","False","False","False","?","False","False","?","?","False","FALSE","FALSE","FALSE","FALSE","Neither","M","?"
"2223","moer1240","False","False","False","False","?","False","?","?","?","?","?","?","?","False","False","False","?","?","?","?","FALSE","?",NA,"N"
"2227","moha1256","True","False","?","?","False","True","?","True","False","False","True","?","False","?","?","?","?","TRUE","FALSE","TRUE","FALSE","?",NA,"M"
"2234","moks1248","False","False","False","False","False","False","True","False","False","False","False","?","False","False","False","False","True","TRUE","FALSE","FALSE","FALSE","Neither","M","T"
"2239","momb1254","?","False","False","?","?","?","True","?","?","?","False","?","?","?","True","False","?","?","?","?","FALSE","Neither","?","?"
"2241","mond1267","True","True","False","False","True","?","?","True","False","False","False","?","?","True","True","True","?","FALSE","FALSE","?","FALSE","?",NA,"N"
"2244","mong1332","False","False","?","False","True","False","True","False","False","False","?","?","False","False","False","False","?","FALSE","FALSE","?","FALSE","Neither","N","N"
"2256","more1258","False","False","False","False","?","False","?","?","?","?","?","?","?","False","False","True","?","?","?","?","FALSE","?",NA,"N"
"2267","mose1249","True","False","?","?","False","False","?","False","False","False","False","?","False","?","?","?","False","TRUE","FALSE","FALSE","FALSE","Neither",NA,"M"
"2268","mosi1248","False","False","False","False","?","False","?","?","?","?","?","?","?","False","False","False","?","?","?","?","FALSE","?",NA,"N"
"2273","movi1243","True","False","?","?","False","False","?","False","False","False","?","?","False","?","?","?","False","FALSE","FALSE","FALSE","FALSE","Neither",NA,NA
"2283","mudb1240","?","False","False","?","False","False","False","?","False","?","?","?","?","?","False","False",NA,"?","?","?","FALSE","?",NA,"?"
"2287","muin1242","?","True","?","?","?","False","?","False","False","False","?","?","False","?","?","?","?","FALSE","FALSE","?","FALSE","Neither",NA,NA
"2303","muni1257","False","False","False","False","?","False","?","?","?","?","?","?","?","False","True","False","?","?","?","?","FALSE","?",NA,"N"
"2309","muri1260","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?","M","M"
"2310","murl1244","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","?","TRUE","FALSE","?","?","?"
"2311","murr1258","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"FALSE","TRUE",NA,NA,"?",NA,"?"
"2313","muru1266","?","False","False","?","?","False","False","?","False","?","?","?","?","?","True","False",NA,"?","?","?","FALSE","?",NA,"N"
"2314","muru1273","True","?","False","False","?","False","?","?","?","?","?","?","?","False","False","False","?","?","?","?","FALSE","?",NA,"N"
"2315","muru1274","?","False","?","?","False","False","?","?","False","?","?","?","False","?","?","?","?","FALSE","FALSE","?","FALSE","Neither",NA,NA
"2316","musa1265","False","True","False","False","?","False","?","?","?","?","?","?","?","False","False","False","?","?","?","?","FALSE","?",NA,"N"
"2318","muse1242","False","False","?","?","?","False","?","True","False","False","False","True","?","?","True","False","?","?","?","?","FALSE","TreeInBark","?","?"
"2324","muya1239","False","False","?","False","True","?","True","False","False","False","False","False","?","False","?","?","?","FALSE","FALSE","FALSE","FALSE","?",NA,"N"
"2328","mwag1236","True","True","?","?","?","False","?","True","False","False","False","True","?","?","False","False","False","TRUE","FALSE","?","TRUE","Neither","?","?"
"2334","mzie1235","False","True","?","?","?","?","True","False","False","?","?","?","?","?","True","False","?","FALSE","FALSE","?","?","?",NA,"N"
"2335","naaa1244","True","False","?","False","True","?","False","False","False","False","False","?","?","False","False","False","?","FALSE","FALSE","TRUE","FALSE","?",NA,"N"
"2340","naga1398","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?",NA,NA
"2350","nake1240","False","False","False","False","?","False","?","?","?","?","?","?","?","False","False","False","?","?","?","?","FALSE","?",NA,"N"
"2354","nama1264","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","?","?","?","?","?",NA,"T"
"2359","nana1257","True","False","False","True","False","?","True","False","False","False","False","?","False","False","False","False","False","TRUE","FALSE","FALSE","FALSE","Neither","M","T"
"2365","nang1261","?","False","False","?","?","?","True","?","?","?","False","?","?","?","True","False","?","?","FALSE","?","FALSE","Neither","?","?"
"2378","naro1249","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","?","?","?","?"
"2381","narr1259","?","False","False","?","False","False","False","?","False","?","?","?","?","?","False","False",NA,"?","?","?","?","?",NA,"N"
"2386","natc1249","False","False","?","?","False","False","?","False","False","False","False","?","False","?","?","?","?","FALSE","TRUE","FALSE","FALSE","Neither",NA,"M"
"2393","nava1243","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","True","False","FALSE","TRUE","?","?","?",NA,"N"
"2411","nede1245","?","False","?","False","True","False","?","False","False","False","False","?","?","False","False","False","?","?","?","?","FALSE","TreeInBark","?","?"
"2419","nene1249","True","False","False","False","False","False","True","True","False","False","False","?","False","False","False","False","False","TRUE","FALSE","FALSE","FALSE","Neither","M",NA
"2423","nepa1254","?","True","?","?","False","False","?","?","False","?","False","False","?","False","?","?","?","FALSE","FALSE","FALSE","FALSE","?","M","T"
"2427","nezp1238","False","False","?","?","False","False","?","False","False","False","False","?","False","?","?","?","False","FALSE","TRUE","FALSE","FALSE","Neither",NA,NA
"2428","ngaa1240","?","False","False","?","False","False","False","?","False","?","?","?","?","?","False","False",NA,"FALSE","FALSE","?","FALSE","?","M","N"
"2429","ngab1239","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","True","?","FALSE","FALSE","FALSE","FALSE","?",NA,"M"
"2432","ngal1291","?","False","False","?","False","False","True","?","False","?","False","?","?","?","True","False","?","?","?","?","FALSE","Neither",NA,"N"
"2435","ngam1282","False","False","?","?","?","False","?","False","False","False","False","True","?","?","True","False","?","?","?","?","FALSE","Neither","?","?"
"2437","ngan1291","True","False","False","False","False","False","True","False","False","False","False","?","False","False","False","False","?","TRUE","FALSE","TRUE","FALSE","Neither","M","?"
"2438","ngan1295","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"FALSE","FALSE","?","?","?","?","?"
"2442","ngar1235","?","False","False","?","False","False","False","?","False","?","?","?","?","?","False","False",NA,"?","?","?","FALSE","?",NA,"?"
"2444","ngar1284","False","?","?","?","False","False","?","False","False","False","?","?","?","?","?","?",NA,"?","FALSE","FALSE","FALSE","?",NA,"N"
"2445","ngar1287","?","False","?","?","False","False","?","?","False","?","?","?","?","?","?","?",NA,"FALSE","FALSE","?","FALSE","?",NA,"N"
"2447","ngar1296","?","False","False","?","False","False","False","?","?","?","?","?","?","?","False","False",NA,"?","?","?","?","?",NA,"N"
"2450","ngas1240","False","False","?","?","?","?","?","False","False","False","False","True","?","?","True","False","False","?","?","FALSE","FALSE","Neither","?","?"
"2457","nggw1242","False","False","?","?","?","True","?","?","False","?","False","False","?","?","False","True","?","?","?","?","?","Neither","?","?"
"2461","ngiz1242","False","False","?","?","?","False","?","False","False","False","False","False","?","?","?","?","?","TRUE","TRUE","FALSE","?","TreeInBark","?","?"
"2474","nhan1238","?","False","False","?","False","False","False","?","?","?","?","?","?","?","False","False",NA,"?","?","?","?","?",NA,"N"
"2488","nimo1247","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?","?","?"
"2489","nina1238","True","False","?","?","False","?","?","False","False","False","?","?","False","?","?","?","False","?","FALSE","FALSE","FALSE","BarkAndSkin",NA,NA
"2492","nise1244","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","?","?","N","M"
"2496","niva1238","False","True","?","?","False","False","?","False","False","False","True","?","False","?","?","?","False","FALSE","FALSE","FALSE","FALSE","Neither",NA,NA
"2503","nobo1238","False","False","False","False","?","False","?","?","?","?","?","?","?","False","False","False","?","?","?","?","FALSE","?",NA,"N"
"2504","noct1238","False","?","False","?","False","?","True","?","False","?","?","?","?","?","True","False","?","?","FALSE","?","FALSE","Neither",NA,"N"
"2505","noga1249","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","TRUE","FALSE","?","?","?","M","T"
"2512","nort1550","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","?","?","?","?"
"2515","nort2641","False","False","False","False","False","False","False","False","False","False","False","?","False","False","True","False","False","FALSE","FALSE","TRUE","FALSE","Neither",NA,"T"
"2517","nort2646","False","False","False","False","False","False","True","False","False","False","False","?","False","False","True","True","False","TRUE","FALSE","FALSE","FALSE","Neither",NA,"T"
"2521","nort2690","False","False","False","False","False","False","True","False","False","False","False","?","False","False","False","False","False","FALSE","FALSE","FALSE","FALSE","Neither","M","T"
"2522","nort2697","False","False","False","True","False","False","False","False","False","False","False","?","False","False","False","False","False","FALSE","FALSE","FALSE","FALSE","Neither","M","T"
"2528","nort2725","False","False","?","?","False","?","True","?","False","?","?","?","?","?","False","False","?","FALSE","FALSE","?","?","?",NA,"N"
"2534","nort2747","?","?","?","False","True","False","False","?","False","?","False","True","?","True","True","True","?","?","FALSE","TRUE","FALSE","?",NA,"M"
"2535","nort2749","?","?","?","True","True","False","False","?","False","?","False","True","?","False","True","True","?","?","FALSE","TRUE","FALSE","?",NA,NA
"2537","nort2770","True","False","?","?","?","False","?","False","False","False","False","True","?","?","False","False","?","?","?","FALSE","FALSE","Neither","?","?"
"2556","nort2938","False","False","?","?","False","False","?","False","False","False","False","?","False","?","?","?","?","?","FALSE","FALSE","FALSE","Neither",NA,"T"
"2559","nort2943","True","False","?","?","False","False","?","False","False","?","False","?","False","?","?","?","False","FALSE","TRUE","FALSE","FALSE","?",NA,NA
"2560","nort2952","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","?","?","?","M"
"2564","nort2968","False","False","?","?","False","False","?","False","False","False","False","?","False","?","?","?","?","FALSE","TRUE","FALSE","FALSE","Neither",NA,"M"
"2565","nort2972","?","False","False","?","False","False","False","False","False","False","?","?","False","?","?","?","?","FALSE","FALSE","?","FALSE","TreeInBark","M",NA
"2574","nort3298","True","False","?","False","True","?","False","True","False","False","False","?","?","False","False","False","?","FALSE","FALSE","FALSE","FALSE","?",NA,"N"
"2575","norw1258","False","False","False","False","False","False","False","False","False","False","False","?","False","False","?","?","?","FALSE","FALSE","FALSE","FALSE","Neither",NA,"T"
"2583","nucl1235","False","False","False","False","False","False","True","False","False","False","False","?","False","False","False","True","False","FALSE","FALSE","FALSE","FALSE","Neither",NA,"T"
"2587","nucl1302","False","False","?","?","False","False","?","False","False","False","False","?","False","?","?","?","False","TRUE","FALSE","FALSE","FALSE","Neither","M",NA
"2588","nucl1305","True","False","False","False","False","False","False","False","False","False","False","?","False","False","?","?","?","FALSE","FALSE","FALSE","FALSE","Neither","N","M"
