"","glottocode","TLI0005","TLI0044","TLI0081","TLI0096","TLI0107","TLI0120","TLI0140","TLI0155","TLI0179","TLI0180","TLI0364","TLI0370","TLI0373","TLI0376","TLI0378","TLI0388","TLI0392","TLI0400","TLI0401","TLI0430","TLI0431","TLI0440","TLI0453","TLI0512","TLI0514","TLI0515","TLI0517","TLI0518","TLI0519","TLI0654","TLI0668","TLI0670","TLI0672","TLI0673","TLI0674","TLI0766","TLI0771","TLI0790","TLI0792","TLI0801","TLI0804","TLI0839","TLI0840","TLI0841","TLI0842","TLI0843","TLI0844","TLI0845","TLI0846","TLI0847","TLI0848","TLI0849","TLI0850","TLI0852","TLI0853","TLI0855","TLI0856","TLI0857","TLI0858","TLI0859","TLI0860","TLI0865","TLI0866","TLI0867","TLI0868","TLI0871","TLI0872","TLI0873","TLI0874","TLI0875","TLI0877","TLI0878","TLI0879","TLI0880","TLI0881","TLI0884","TLI0885","TLI0887","TLI0888","TLI0889","TLI0890","TLI0898","TLI0899","TLI0900","TLI0901","TLI0902","TLI0903","TLI0904","TLI0905","TLI0906","TLI0907","TLI0908","TLI0910","TLI0911","TLI0912","TLI0915","TLI0918","TLI0919","TLI0920","TLI0921","TLI0923","TLI0924","TLI0925","TLI0928","TLI0929","TLI0930","TLI0931","TLI0932","TLI0933","TLI0934","TLI0935","TLI0936","TLI0937","TLI0938","TLI0939","TLI0940","TLI0943","TLI0945","TLI0947","TLI0951","TLI0952","TLI0953","TLI0954","TLI0956","TLI0957","TLI0958","TLI0959","TLI0960","TLI0961","TLI0962","TLI0963","TLI0964","TLI0965","TLI0966","TLI0967","TLI0968","TLI0970","TLI0971","TLI0972","TLI0975","TLI0978","TLI0979","TLI0980","TLI0981","TLI0982","TLI0983","TLI0987","TLI0988","TLI0989","TLI0991","TLI0992","TLI0993","TLI0994","TLI0995","TLI0996","TLI0998","TLI0999","TLI1000","TLI1002","TLI1004","TLI1005","TLI1006","TLI1007","TLI1008","TLI1009","TLI1010","TLI1011","TLI1012","TLI1013","TLI1015","TLI1016","TLI1017","TLI1019","TLI1020","TLI1021","TLI1022","TLI1024","TLI1027","TLI1028","TLI1029","TLI1030","TLI1031","TLI1032","TLI1033","TLI1035","TLI1036","TLI1037","TLI1038","TLI1039","TLI1042","TLI1043","TLI1044","TLI1045","TLI1046","TLI1047","TLI1050","TLI1056","TLI1057","TLI1058","TLI1059","TLI1062","TLI1064","TLI1067","TLI1068","TLI1069","TLI1076","TLI1077","TLI1078","TLI1079","TLI1080","TLI1081","TLI1084","TLI1085","TLI1087","TLI1088","TLI1089","TLI1091","TLI1092","TLI1093","TLI1094","TLI1096","TLI1097","TLI1098","TLI1105","TLI1107","TLI1109","TLI1110","TLI1111","TLI1117"
"10","abkh1244","false","false","?","restricted","false","restricted","false","false","false","false","true","false","true","false","true","false","true","true","true","?","False","True","false","?","?","?","?","?","?","Absent","'Have'","Different","Impossible","?","Gap","Identical","Differentiated","'And' different from 'with'","Grammatical marking","Inflectional optative present","Overlap for either possibility or necessity","FALSE","?","FALSE","?","no infixes in verb inflection and agreement","split markers in verb inflection and agreement","9+","?","FALSE","2","?","?","Highly differentiated","yes, without marking","verbal constructions possible","FALSE","FALSE",NA,"affixes on verbs not possible","vigesimal","XV","postnominal","final",NA,"?",NA,NA,"true","true","prae","?","true","false","false","false","false","false","False","separative","false","Both the A and P arguments","not syncretic",NA,NA,"Inflectional future exists",NA,NA,NA,"symmetrical","TRUE","false","false","true","true","Other perfect","false","false","true","S=Atr=P (neutral)","P=T≠G","P precedes A","interrogative verb morphology","?",NA,"clitics or affixes","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","?","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","identity","TRUE","special imperative","normal negative","FALSE","FALSE","TRUE",NA,"TRUE","TRUE","FALSE","dem-noun","demonstrative word","clitics",NA,NA,"TRUE","productive full and partial","?","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","?",NA,"?","?","nominal plurality obligatory","all-nouns","pronouns sensitive to number","unique associative plural","TRUE","TRUE","TRUE","TRUE",NA,NA,"?","TRUE","2p with number distinctions","TRUE",NA,"Possessive","TRUE","Second singular and second plural","indirect only",NA,"TRUE","FALSE","definite distinct from demonstrative","indefinite same as one","indefinite word",NA,"FALSE","definite word",NA,"Predicate negation also present","first/one-th, two-th, three-th","prefixes","FALSE","TRUE","no double negation","TRUE","FALSE","TRUE","TRUE","negative affix","TRUE",NA,"concatenative","suffixes","suffix","S=Atr=P","P=T=G","?","none","Indirect-object construction","Dedicated","genitive-noun","Degree word-Adjective","not initial","verbal affix or clitic","sov","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE",NA,"null","TRUE"
"15","abun1252","?","false","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","false","?","?","?","?","?","?","Absent","?","?","?","?","?","?","?","?","?","?","?","FALSE",NA,"FALSE",NA,"?","?","?","?","?","?","no distinction","formally similar","Highly differentiated","?","?","?","?","?",NA,"decimal",NA,NA,"?","?",NA,"?","?",NA,NA,NA,NA,"?","?",NA,NA,"?","?",NA,"?",NA,NA,NA,"?","?","?","?","?",NA,"?","?",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,"question particle","noun-num","Final","pronouns in subject position","?","?","?","?","FALSE","?","?","?","FALSE","TRUE","TRUE","TRUE","TRUE","?","TRUE","?","TRUE","?","?","?","?","?","?","identity","FALSE","?","?","?","?","?","FALSE","FALSE","FALSE",NA,"noun-dem","demonstrative word",NA,"obligatory",NA,"?","?","?","FALSE",NA,"?","?","?","?","?","FALSE","TRUE",NA,"TRUE","?",NA,NA,NA,"?",NA,"TRUE","TRUE","FALSE","FALSE",NA,NA,"?","?",NA,"?",NA,"?",NA,NA,"?",NA,"?","?","definite same as demonstrative","indefinite distinct from one","indefinite word","singular only","?","definite word",NA,"Predicate negation also present","?","?","TRUE","?","double negation","?","?","TRUE","FALSE",NA,"?","?",NA,NA,NA,"S=Atr=P","P=T≠G","?","?","Indirect-object construction","Generic-noun-based","genitive-noun","Adjective-Degree word","not initial",NA,"svo","?","?","?","?","?","FALSE","?","FALSE","?","FALSE","?",NA
"52","ainu1240","true","false","?","restricted","false","restricted","?","?","false","false","false","false","false","false","false","false","false","false","false","?","True","True","false","?","?","?","?","?","?","Present","'Have'","Different","Impossible","?","?","Different stem","?","'And' different from 'with'","No grammatical marking","Inflectional optative absent","Overlap for either possibility or necessity","FALSE","TRUE","FALSE","TRUE","no infixes in verb inflection and agreement","no split markers in verb inflection and agreement","3-8","?","FALSE","2","distinction","formally similar","Moderately differentiated","?","verbal constructions not possible","FALSE","TRUE","absent","affixes on verbs not possible","vigesimal","?","postnominal","final","false","true","plain-i/e",NA,"true","true","prae","prae","false",NA,"true","false","false","false","False","cumulative","true","Both the A and P arguments","not syncretic",NA,NA,NA,"1","2",NA,"symmetrical",NA,"false",NA,"false",NA,NA,NA,NA,NA,"S=Atr=P (neutral)","P=G≠T","A precedes P","question particle","num-noun","Final","clitics or affixes","?","?","TRUE","FALSE","FALSE","TRUE","FALSE","?","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","?","unrelated","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","?","differentiation","TRUE","normal imperative","special negative","FALSE","FALSE","TRUE","TRUE",NA,NA,"FALSE","dem-noun","demonstrative word","clitics",NA,"negative particle",NA,"only full reduplication",NA,NA,"TRUE","FALSE","TRUE","FALSE",NA,NA,"TRUE","FALSE",NA,NA,"immediately preverbal","?","nominal plurality optional","all-nouns","pronouns sensitive to number","same as additive","?","?",NA,"TRUE",NA,NA,"word",NA,"2p number-neutral",NA,"preverbal word","?","FALSE",NA,"direct and indirect","zero in all 3rd person forms","TRUE","FALSE","?","?","?",NA,NA,"?",NA,"Predicate negation also present",NA,"prefixes","TRUE","TRUE","no double negation","TRUE","FALSE","TRUE","TRUE","negative word","TRUE",NA,"concatenative","suffixes","suffix","S=Atr=P","P=T=G","?","none","Secondary-object construction","Interrogative-based","genitive-noun","?","not initial","verbal affix or clitic","sov","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE",NA,NA,"null",NA
"81","alam1246","?","false","?","restricted","false","restricted","false","false","false","true","?","?","?","?","?","?","?","?","?","?","?","?","false","false","false","false","false","false","false","Absent","Conjunctional","Different","Impossible","?","Gap","Identical","Identical","'And' different from 'with'","Grammatical marking","Inflectional optative absent","?","FALSE","?","FALSE","?","?","?","?","2","FALSE","2","no distinction","?","?","?","?","FALSE","FALSE","?","?","vigesimal","?","postnominal","?","?","?",NA,NA,"true","true","?","?","?","?","?","?","?","?","?","?","true","Both the A and P arguments","not syncretic","TRUE","semantic","Inflectional future exists","?","?","large (6-9 cases)","symmetrical","FALSE","false","?","?","?",NA,"?","?","?","S=Atr=P (neutral)","P=G≠T","A precedes P","intonation only","num-noun",NA,"clitics or affixes","?","?","TRUE","TRUE","?","TRUE","TRUE","TRUE","?","TRUE","FALSE","FALSE","?","TRUE","TRUE","related","TRUE","FALSE","TRUE","TRUE","?","FALSE","FALSE","differentiation","TRUE","special imperative","special negative","FALSE","TRUE","FALSE",NA,"TRUE","TRUE","FALSE","dem-noun","demonstrative word","clitics",NA,"negative particle","TRUE","productive full and partial","Related by gender markers",NA,"FALSE","?","?","TRUE","FALSE","TRUE","?","?",NA,NA,"immediately preverbal","suffixing","nominal plurality obligatory","all-nouns","pronouns sensitive to number","unique associative plural","TRUE","FALSE","FALSE","FALSE","clitic","post","?","TRUE","2p with number distinctions","TRUE","preverbal word",NA,NA,"Second singular and second plural",NA,NA,"TRUE","TRUE","definite distinct from demonstrative",NA,NA,"singular only","TRUE","definite word","nominal plural affixes","?","first, two-th, three-th",NA,"FALSE","?","no double negation","TRUE","TRUE","TRUE","TRUE","negative word","TRUE","two","concatenative","suffixes","?","S=Atr=P","P=T=G","?","cat-based","Secondary-object construction","?","genitive-noun","Adjective-Degree word","not initial",NA,"sov","FALSE","?","?","?","TRUE","TRUE","TRUE","TRUE","?",NA,"null","?"
"86","aleu1260","?","?","?","?","?","?","?","?","true","true","true","false","false","true","false","true","true","false","false","?","False","?","true","?","?","?","?","?","?","?","?","?","?","Locational","?","?","?","'And' different from 'with'","?","?","?","?","?","?","?","no infixes in verb inflection and agreement","no split markers in verb inflection and agreement","9+","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"true","true","true","post","post","true","false","false","false","false","true","False","cumulative","false","?","?",NA,NA,"?","?","?","small (2-3 cases)","asymmetrical","?","?","false","false","false","?","false","false","true","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","?","?","?","?","?","?","related","?","TRUE","TRUE","TRUE","TRUE","TRUE","?","?","?","?","?","FALSE","TRUE","?","?","?","?","?","?","?","?","?","?","?","?","Related for all demonstratives","?","?","?","?","?","?","?",NA,NA,"?","?","?","suffixing","?","?","pronouns sensitive to number","?","?","?","?","?","affix","post","affix","?","?","?","?","?","?","?","?","?","TRUE","FALSE","?","?","?","?","?","?",NA,"?","first, two-th, three-th","suffixes","?","?","?","?","FALSE","?","TRUE","?","?",NA,"concatenative","suffixes","suffix","?","?","?","?","Indirect-object construction","?","?","?","?","?","sov","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","?","TRUE","TRUE",NA,"null","TRUE"
"126","anem1249","true","false","?","restricted","false","restricted","false","?","false","false","?","?","?","?","?","?","?","?","?","?","?","?","false","?","?","?","?","?","?","Absent","?","?","?","?","?","?","?","?","?","?","?","FALSE","TRUE","FALSE","FALSE","?","?","?","?","?","?","?","?","?","?","?","?","?","absent","?","?",NA,NA,"?","false","false","plain-i/e",NA,"true","true","?","?","?","?","?","?","?","?","?","?","true","Both the A and P arguments","?","?","?","?","1","3 or more","?","?","?","?","?","?","?","?","?","?","?","S=Atr=P (neutral)","P=G≠T","A precedes P","?","noun-num","?","clitics or affixes","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","?","?","?","?","TRUE","?","?","?","?","?","?","?","?","?","?","?","?","noun-dem","demonstrative word","clitics",NA,"negative particle","?","?","?","?","FALSE","?","?","?","?","?","?","?",NA,NA,NA,"?","?","?","?","?","?","?","FALSE","TRUE","?","?","?","?","?","?","postverbal word","?","FALSE","?","?",NA,"?","?","?","?","?","singular only","?","?","?","?","?","suffixes","FALSE","?","no double negation","?","TRUE","TRUE","?","?","?","two","?","?","?","S=Atr=P","?","?","none","?","?","?","?","?","?","svo","TRUE","?","?","?","?","TRUE","?","?","?","?","null","?"
"201","atak1252","false","false","?","restricted","?","?","?","false","true","false","?","?","?","?","?","?","?","?","?","?","?","?","false","?","?","?","?","?","?","Absent","?","?","?","?","?","?","?","?","?","?","?","FALSE","TRUE","FALSE","FALSE","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","?","?","?","?",NA,"true",NA,"false","true","true","?","?","?","?","?","?","?","?","?","?","true","Both the A and P arguments","?",NA,NA,"?",NA,NA,"?","?","?","false","?","?","?","?","?","?","?","S=Atr=P (neutral)","?","P precedes A","?","noun-num","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","dem-noun","demonstrative word","?","?","?","?","?","?","?","TRUE","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"FALSE","?","?","?","?","?","?","?","?",NA,"?","?","zero in at least some 3sg forms","?","?","?","?","?",NA,"?","?","?","?","?","?","FALSE","?","?","?","FALSE","TRUE","TRUE","?","?",NA,"?","suffixes","?","S=Atr=P","?","?","?","?","?","genitive-noun","?","?","?","?","FALSE","?","?","?","?","TRUE","?","?","?","?","null","?"
"233","awtu1239","false","?","false","restricted","false","restricted","false","?","true","true","?","?","?","?","?","?","?","?","?","?","?","?","false","false","false","true","false","false","false","Absent","Topic","Different","Possible","?","?","?","?","'And' different from 'with'","?","?","?","?","TRUE","?","FALSE","?","?","?","some (3-8)","?","?","?","?","?","?","?","?","?",NA,"?","?","?","postnominal","final",NA,"true",NA,"true","false","false","?","?","?","?","?","?","?","?","?","?","true",NA,"?",NA,NA,"?",NA,NA,"?","?","?","false","?","?","?","?","?","?","?","S=Atr≠P (accusative)","P=T=G",NA,"question particle","noun-num","Final","pronouns in subject position","?","?","?","?","?","FALSE","TRUE","?","?","?","?","?","?","TRUE","TRUE","?","TRUE","TRUE","FALSE","FALSE","?","FALSE","?","?","?","?","?","?","?","?","?","?","?","?","dem-noun","demonstrative word",NA,"optional",NA,"?","?","?","?",NA,"?","?","?","?","?","?","?","negative prefix",NA,"?","suffixing","?","?","?","same as additive","TRUE","TRUE","FALSE",NA,"clitic","post","?","?","?","?",NA,"?",NA,"?","?",NA,"?","?","definite distinct from demonstrative","indefinite same as one","indefinite word","singular only","?","definite word","?","?",NA,NA,"FALSE","?","no double negation","?","FALSE","TRUE","TRUE","negative affix","?",NA,"concatenative","suffixes","suffix","?","?","lex-based","?","?","?","genitive-noun","Adjective-Degree word","not initial","?","sov","FALSE","?","?","?","?","TRUE","?","TRUE","?",NA,"null","?"
"270","bagi1246","false","true","?","restricted","false","restricted","false","true","false","false","false","false","false","false","true","true","false","false","false","False","False","?","true","?","?","?","?","?","?","Absent","?","Different","Possible","?","Gap","?","Identical","?","Grammatical marking","Inflectional optative absent","?","TRUE","?","FALSE","?","no infixes in verb inflection and agreement","no split markers in verb inflection and agreement","3-8","?","FALSE","?","no distinction","?","?","?","?","FALSE","FALSE",NA,"affixes on verbs not possible","decimal",NA,NA,"initial",NA,"?",NA,NA,"true","false","prae","post",NA,"false","false","false",NA,NA,"False","separative","false","Both the A and P arguments","syncretic",NA,NA,"No inflectional future",NA,NA,NA,NA,"FALSE","?","false",NA,"false",NA,"false","false","true","?","?","A precedes P","question particle","noun-num","Final","?","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","?","?","?","?","?","TRUE","unrelated","FALSE","FALSE","TRUE","?","?","TRUE","?","differentiation","FALSE","normal imperative","normal negative","FALSE","FALSE","?","?","?","?","FALSE","noun-dem","demonstrative word","?","?","negative particle","TRUE","only full reduplication",NA,NA,"FALSE","FALSE","TRUE",NA,"FALSE","FALSE","FALSE","TRUE",NA,NA,NA,"suffixing","nominal plurality obligatory","all-nouns","pronouns sensitive to number","?","TRUE","FALSE",NA,"TRUE",NA,NA,"?","FALSE",NA,"FALSE","postverbal word","?","FALSE",NA,"?",NA,"TRUE","TRUE","definite distinct from demonstrative",NA,NA,NA,NA,"definite word","nominal plural affixes","Predicate negation also present","?","suffixes","?","TRUE","no double negation","TRUE","FALSE","TRUE","TRUE","negative word",NA,NA,"concatenative",NA,"?","?","?","?","?","Indirect-object construction","Generic-noun-based","noun-genitive","?","not initial","?","svo","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","null","TRUE"
"337","bara1380","true","true","?","restricted","false","restricted","false","false","true","false","?","?","?","?","?","?","?","?","?","?","?","?","false","false","false","true","false","false","true","Absent","?","Identical","Impossible","?","Gap","Identical","?","?","No grammatical marking","Inflectional optative absent","No overlap","TRUE","?","FALSE","?","?","?","?","some (3-8)","FALSE","3","no distinction","?","?","?","verbal constructions not possible","FALSE","TRUE","absent","affixes on verbs not possible","restricted","XV","prenominal","final","true","?","min/aug","false","true","true","?","?","?","?","?","?","?","?","?","?","true","Only the A argument","not syncretic","TRUE","semantic","No inflectional future","1","2","small (2-3 cases)","symmetrical","FALSE","false","?","?","?",NA,"?","?","?","S=Atr≠P (accusative)","P=T=G",NA,"interrogative verb morphology","num-noun",NA,"clitics or affixes","?","?","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","?","TRUE","FALSE","FALSE","TRUE","TRUE","?","related","TRUE","TRUE","FALSE","FALSE","?","FALSE","TRUE","?","TRUE","normal imperative","normal negative","FALSE","TRUE","TRUE",NA,"TRUE","TRUE","FALSE","dem-noun","demonstrative word","clitics",NA,NA,NA,NA,"Related to remote demonstratives","?","TRUE","?","?","FALSE",NA,NA,"?","?","negative suffix",NA,"?","suffixing","nominal plurality obligatory","all-nouns","pronouns sensitive to number","unique associative plural","?","?","FALSE","FALSE","affix","post","?","TRUE","2p number-neutral","FALSE",NA,"Sentential",NA,NA,"direct and indirect","?","FALSE","TRUE","?","?","?","singular only","TRUE","?","nominal plural affixes",NA,NA,NA,"?","?","no double negation","FALSE","TRUE","TRUE","TRUE","negative affix","TRUE","two","concatenative","suffixes","suffix","S=Atr≠P","P=T=G","?","?","Secondary-object construction","?","genitive-noun","?","initial","part of the tense system","word order free","TRUE","?","?","?","TRUE","TRUE","FALSE","TRUE","?","TRUE","dependent","?"
"350","basq1248","false","false","false","restricted","false","restricted","false","false","true","true","?","?","?","?","?","?","?","?","?","?","?","?","false","false","true","true","true","false","false","Present","'Have'","Different","Impossible","Particle","Gap","Identical","Differentiated","'And' different from 'with'","Grammatical marking","Inflectional optative absent","Overlap for both possibility and necessity","FALSE","?","TRUE","?","?","?","?","many (9+)","TRUE","3","distinction","formally different","Highly differentiated","yes, without marking","verbal constructions not possible","FALSE","FALSE",NA,"affixes on verbs possible","vigesimal","XV","postnominal","final",NA,"?",NA,"true","true","true","?","?","?","?","?","?","?","?","?","?","false","Both the A and P arguments","not syncretic",NA,NA,"Inflectional future exists",NA,NA,"very large (10 or more)","syncretism","TRUE","?","?","?","?","Other perfect","?","?","?","?","?","P precedes A","question particle","num-noun","?","clitics or affixes","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","?","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","related","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","identity","TRUE","normal imperative","normal negative","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","noun-dem","demonstrative word","clitics",NA,"negative particle","FALSE","productive full and partial","Related for all demonstratives","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","?","?",NA,NA,"immediately preverbal","?","nominal plurality obligatory","all-nouns","pronouns sensitive to number","unique associative plural","TRUE","TRUE",NA,"FALSE","clitic","post","affix","TRUE","2p with number distinctions","TRUE","preverbal word","Sentential",NA,"Second singular and second plural","indirect only",NA,"TRUE","FALSE","definite distinct from demonstrative","indefinite same as one","indefinite word",NA,"FALSE","definite word",NA,"Predicate negation also present","first, two-th, three-th",NA,"FALSE","TRUE","no double negation","TRUE","FALSE","TRUE","TRUE","negative word","TRUE",NA,"concatenative",NA,"?","S=P≠Atr","P=T≠G","none","?","Indirect-object construction","Interrogative-based","genitive-noun","Degree word-Adjective","not initial","separate particle","sov","FALSE","?","?","?","TRUE","TRUE","FALSE","TRUE","?",NA,"null","?"
"369","bauz1241","false","?","false","restricted","false","?","?","?","true","true","?","?","?","?","?","?","?","?","?","?","?","?","false","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","?","XV","?","?",NA,"?",NA,"false","false","false","?","?","?","?","?","?","?","?","?","?","false","?","?",NA,NA,"?",NA,NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","negative particle","?","?","?","?","?","?","?","?","?","?","?","?",NA,NA,NA,"?","?","?","?","?","?","?","?","?","clitic","post","?","?","?","?","postverbal word","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","no double negation","?","FALSE","TRUE","TRUE","negative word","?",NA,"?","suffixes","?","?","?","none","?","Indirect-object construction","?","?","?","?","?","sov","FALSE","?","?","?","?","TRUE","?","?","?",NA,"null","?"
"437","bilu1245","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","intonation only","num-noun",NA,"clitics or affixes","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","?","?","?","?","?","?","TRUE","?","?","?","?","?","?","?","?","?","?","?","?","dem-noun","demonstrative word","?",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?",NA,NA,"immediately preverbal","suffixing","?","?","?","?","TRUE","TRUE","?","?",NA,NA,"?","?","?","?","preverbal word","?","?","?","?","?","?","?","definite same as demonstrative","indefinite distinct from one","indefinite word","?","?","definite word","?","?","?","prefixes","?","?","no double negation","?","?","TRUE","TRUE","negative word","?","?","isolating","suffixes",NA,"?","?","?","?","?","?","genitive-noun","Degree word-Adjective","?","?","word order free","?","?","?","?","?","?","?","TRUE","?","FALSE","?","?"
"483","boro1282","true","false","?","restricted","false","restricted","false","false","true","false","?","?","?","?","?","?","?","?","?","?","?","?","false","false","true","true","true","false","true","Present","Topic","Different","Possible","?","?","?","?","?","?","?","?","FALSE","FALSE","FALSE","TRUE","?","?","?","some (3-8)","?","?","?","?","?","?","?","?","?","absent","?","?","?","?","?","false","true","plain-i/e","false","false","true","?","?","?","?","?","?","?","?","?","?","true","Both the A and P arguments","?","?","?","?","2 or more","2","?","?","?","false","?","?","?","?","?","?","?","S=P≠Atr (ergative)","P=T≠G","A precedes P","?","?","?","clitics or affixes","?","?","TRUE","TRUE","?","TRUE","FALSE","?","?","?","?","?","?","?","?","?","FALSE","?","?","?","?","TRUE","?","?","FALSE","special imperative","special negative","FALSE","FALSE","?","?","?","?","?","?","?","clitics",NA,NA,"TRUE","?","?","?","TRUE","?","?","FALSE","FALSE","FALSE","?","?","negative suffix",NA,"?","suffixing","?","?","?","?","?","?",NA,"TRUE","affix","post","?","?",NA,"?",NA,"?","TRUE",NA,"?","zero in at least some 3sg forms","?","?","?","?","?",NA,"?","?","?","?","?","prefixes","?","?","no double negation","?","?","TRUE","TRUE","negative affix","TRUE","?","isolating","suffixes",NA,"S=Atr=P","P=T≠G","?","?","?","?","?","?","initial","?","sov","TRUE","?","?","?","?","TRUE","?","?","?",NA,"null","?"
"489","brah1256","false","true","false","restricted","?","?","?","true","true","true","?","?","?","?","?","?","?","?","?","?","?","?","true","false","false","false","false","false","false","Absent","?","?","?","?","Gap","?","Identical","?","Grammatical marking","Inflectional optative absent","No overlap","TRUE","TRUE","FALSE","FALSE","?","?","?","2","FALSE","?","no distinction","formally different","?","?","verbal constructions not possible","FALSE","FALSE",NA,"affixes on verbs possible","decimal","?","prenominal","?",NA,"true",NA,"true","true","false","?","?","?","?","?","?","?","?","?","?","true","Only the A argument","not syncretic",NA,NA,"No inflectional future",NA,NA,"very large (10 or more)","symmetrical","TRUE","true","?","?","?","Other perfect","?","?","?","S=Atr≠P (accusative)","P=T=G",NA,"?","?","?","clitics or affixes","?","?","TRUE","TRUE","FALSE","?","?","?","?","TRUE","TRUE","TRUE","TRUE","TRUE","?","related","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","?","identity","TRUE","?","?","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","dem-noun","demonstrative word","clitics",NA,NA,"TRUE","?","Related to non-remote demonstratives","FALSE","TRUE","?","?","FALSE","FALSE","FALSE","?","?","negative suffix",NA,"?","suffixing","nominal plurality obligatory","all-nouns","pronouns sensitive to number","unique associative plural","?","?",NA,"FALSE","affix","post","reduplication","TRUE","2p with number distinctions","TRUE",NA,"?",NA,"Second singular and second plural",NA,"zero in at least some 3sg forms","TRUE","FALSE","?","?","?",NA,"FALSE","?",NA,"Predicate negation also present","first/one-th, two-th, three-th","suffixes","FALSE","?","no double negation","TRUE","FALSE","TRUE","TRUE","negative affix","TRUE",NA,"concatenative","suffixes","suffix","S=Atr≠P","P=T=G","none","?","?","Dedicated","?","?","not initial",NA,"sov","FALSE","?","?","?","TRUE","TRUE","FALSE","TRUE","?",NA,"dependent","?"
