"","glottocode","TLI0035","TLI0044","TLI0081","TLI0096","TLI0102","TLI0107","TLI0120","TLI0140","TLI0155","TLI0164","TLI0175","TLI0178","TLI0179","TLI0180","TLI0181","TLI0187","TLI0189","TLI0360","TLI0364","TLI0370","TLI0371","TLI0373","TLI0376","TLI0377","TLI0378","TLI0381","TLI0383","TLI0387","TLI0388","TLI0392","TLI0395","TLI0398","TLI0400","TLI0401","TLI0403","TLI0430","TLI0431","TLI0433","TLI0434","TLI0440","TLI0453","TLI0454","TLI0654","TLI0668","TLI0670","TLI0672","TLI0673","TLI0674","TLI0766","TLI0771","TLI0790","TLI0792","TLI0801","TLI0804","TLI0839","TLI0840","TLI0841","TLI0842","TLI0843","TLI0844","TLI0845","TLI0847","TLI0848","TLI0849","TLI0850","TLI0852","TLI0853","TLI0854","TLI0855","TLI0856","TLI0857","TLI0862","TLI0863","TLI0864","TLI0869","TLI0870","TLI0871","TLI0872","TLI0874","TLI0875","TLI0876","TLI0877","TLI0878","TLI0879","TLI0880","TLI0883","TLI0885","TLI0886","TLI0887","TLI0898","TLI0899","TLI0902","TLI0905","TLI0906","TLI0907","TLI0910","TLI0912","TLI0915","TLI0916","TLI0918","TLI0919","TLI0920","TLI0921","TLI0922","TLI0923","TLI0924","TLI0925","TLI0926","TLI0927","TLI0928","TLI0929","TLI0930","TLI0931","TLI0932","TLI0933","TLI0934","TLI0935","TLI0938","TLI0939","TLI0940","TLI0941","TLI0942","TLI0943","TLI0944","TLI0945","TLI0946","TLI0947","TLI0950","TLI0951","TLI0952","TLI0953","TLI0954","TLI0956","TLI0957","TLI0960","TLI0961","TLI0962","TLI0963","TLI0964","TLI0965","TLI0966","TLI0967","TLI0968","TLI0969","TLI0978","TLI0979","TLI0980","TLI0981","TLI0982","TLI0983","TLI0987","TLI0988","TLI0989","TLI0991","TLI0992","TLI0993","TLI0994","TLI0995","TLI0996","TLI0997","TLI0998","TLI0999","TLI1000","TLI1001","TLI1002","TLI1003","TLI1004","TLI1005","TLI1008","TLI1009","TLI1010","TLI1011","TLI1012","TLI1013","TLI1015","TLI1016","TLI1017","TLI1018","TLI1019","TLI1020","TLI1021","TLI1024","TLI1027","TLI1028","TLI1029","TLI1030","TLI1031","TLI1032","TLI1033","TLI1034","TLI1035","TLI1036","TLI1037","TLI1038","TLI1042","TLI1043","TLI1045","TLI1046","TLI1047","TLI1048","TLI1050","TLI1056","TLI1059","TLI1064","TLI1068","TLI1069","TLI1076","TLI1077","TLI1078","TLI1079","TLI1080","TLI1081","TLI1084","TLI1085","TLI1086","TLI1087","TLI1088","TLI1091","TLI1092","TLI1093","TLI1094","TLI1095","TLI1096","TLI1097","TLI1098","TLI1105","TLI1107","TLI1108","TLI1114","TLI1115","TLI1116","TLI1118"
"1","aari1239","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","false","true","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","prenominal","?","false","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","S=Atr≠P (accusative)","?","?","?","interrogative verb morphology","?","post","noun-num",NA,"clitics or affixes","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","extensive affixation","?","TRUE","?","?","?","?","FALSE","?","?","?","?","?","?","?","?","?","noun-dem","demonstrative word","clitics",NA,NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","negative suffix",NA,NA,"?","?","suffixing","?",NA,"TRUE","FALSE","?","?","affix","post","?","?","?","?","?","?","?","?","?","?","?","?","definite distinct from demonstrative","definite affix",NA,NA,"?","?",NA,"?",NA,"?","?","negative affix","no double negation","?","TRUE","?",NA,"suffixes",NA,"?","?","?","?","?","?","genitive-noun","noun-adjective","?","?","?","?","?","?","?","?","?","TRUE","?","FALSE","TRUE","?","?","?","?"
"5","abau1245","false","true","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","true","true","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","TRUE","FALSE","FALSE","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","false","false","true","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","S=Atr≠P (accusative)","S=Atr≠P","P=T=G","?","?","?","post","noun-num","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","noun-dem","demonstrative word","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"postverbal word",NA,"immediately postverbal",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","negative word","no double negation","?","?","?","?","?","?","S=Atr≠P","?","?","?","?","?","genitive-noun","?","?","?","sov","?","?","?","?","?","?","TRUE","?","?","?","?","?","?","?"
"6","abaz1241","false","false","?","restricted","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","false","false","?","?","Different","Impossible","?","?","?","?","?","?","Inflectional optative present","?","FALSE","?","FALSE","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","S=Atr=P","?","?","?","?","?","?","?","?","?","sov","?","?","?","?","?","?","TRUE","TRUE","?","?","?","?","?","?"
"8","abip1241","?","?","?","restricted","?","false","unrestricted","false","false","false","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","false","false","Absent","?","?","?","Conjoined","?","?","?","?","No grammatical marking","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","VX","prenominal","initial","?","?","?",NA,"?","?","?","?","?","?","?","?","?","?","?","Both the A and P arguments","syncretic",NA,NA,NA,NA,"?",NA,NA,"?",NA,NA,NA,"?","?","?","A precedes P","?",NA,"pre","?","?","?","?","?","TRUE","TRUE","?","?","?","?","?","?","?","?","?","?","?","extensive affixation","?","?","?","FALSE","?","?","TRUE","?","?","?","?","?","?","?","FALSE","?","dem-noun","demonstrative word","?","?","negative particle","TRUE","?","?","?","TRUE","?","?","FALSE","FALSE","FALSE","?","?","?",NA,"preverbal word",NA,NA,"?","suffixing","pronouns sensitive to number","?","?","?",NA,"FALSE",NA,NA,"?","?",NA,"?",NA,"?",NA,"?",NA,"zero in at least some 3sg forms","TRUE","FALSE","?","?","?","?",NA,NA,NA,"?","?","?","?","negative word","no double negation","?","TRUE","TRUE","concatenative","suffixes","suffix","?","?","?","none","?","?","?","?","Degree word-Adjective","initial","svo","FALSE","?","?","?","?","FALSE","TRUE","?","TRUE","FALSE","?","?","?",NA
"10","abkh1244","false","false","?","restricted","?","false","restricted","false","false","?","false","false","false","false","false","false","true","0","true","false","false","true","false","false","true","false","false","false","false","true","false","false","true","true","false","?","False","False","separative","True","false","false","Absent","'Have'","Different","Impossible","?","Gap","Identical","Differentiated","'And' different from 'with'","Grammatical marking","Inflectional optative present","Overlap for either possibility or necessity","FALSE","?","FALSE","?","no infixes in verb inflection and agreement","split markers in verb inflection and agreement","9+","FALSE","2","?","?","Highly differentiated","yes, without marking","affixes on verbs not possible","verbal constructions possible","FALSE","FALSE","XV","postnominal","final","false","?","?",NA,"true","true","true","prae","?","true","false","true","false","false","false","Both the A and P arguments","not syncretic","Inflectional future exists",NA,"symmetrical","TRUE","false","true","Other perfect","false","false","false","true","S=Atr=P (neutral)","?","P=T≠G","P precedes A","interrogative verb morphology","verbal affix or clitic","post","?",NA,"clitics or affixes","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","extensive affixation","TRUE","TRUE","?","TRUE","FALSE","TRUE","TRUE","TRUE","identity","TRUE","special imperative","normal negative","FALSE","FALSE","TRUE","FALSE","dem-noun","demonstrative word","clitics",NA,NA,"TRUE","productive full and partial","?","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","Gap","FALSE","TRUE","?",NA,NA,"?","?","?","pronouns sensitive to number","unique associative plural","TRUE","TRUE","TRUE","TRUE",NA,NA,"?",NA,"TRUE","2p with number distinctions","TRUE","Possessive","TRUE","Second singular and second plural","indirect only",NA,"TRUE","FALSE","definite distinct from demonstrative","definite word","indefinite same as one","indefinite word",NA,"FALSE",NA,"Predicate negation also present","prefixes","FALSE","TRUE","negative affix","no double negation","TRUE","TRUE","TRUE","concatenative","suffixes","suffix","S=Atr=P","P=T=G","?","none","Indirect-object construction","Dedicated","genitive-noun","noun-adjective","Degree word-Adjective","not initial","sov","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE",NA,"M","TRUE"
"13","abui1241","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","prenominal","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"noun-num","?","pronouns in different position","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","extensive affixation","?","?","?","?","?","?","TRUE","?","?","?","?","?","?","?","?","?","dem-noun","demonstrative word",NA,NA,"negative auxiliary verb","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"postverbal word",NA,"immediately postverbal",NA,"?","?","?","?","?","?",NA,NA,NA,"?","?","?","?","?","?",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","prefixes","?","?","negative word","no double negation","?","TRUE","?","isolating","suffixes",NA,"?","?","?","?","?","?","genitive-noun","noun-adjective","?","not initial","sov","?","?","?","?","?","?","?","?","TRUE","FALSE","?","?","?","?"
"15","abun1252","false","false","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","false","false","Absent","?","?","?","?","?","?","?","?","?","?","?","FALSE",NA,"FALSE",NA,"?","?","?","?","?","no distinction","formally similar","Highly differentiated","?","?","?","?","?","VX","prenominal","?",NA,NA,NA,"?",NA,NA,NA,NA,NA,"?","?","?","?","?","?",NA,NA,"?",NA,"?","?",NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,"question particle","?","pre","noun-num","Final","pronouns in subject position","?","?","?","?","FALSE","?","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","little or no affixation","?","TRUE","?","TRUE","?","?","?","?","identity","FALSE","?","?","?","?","?","?","noun-dem","demonstrative word",NA,"obligatory",NA,"?","?","?","FALSE",NA,"?","?","?","?","?","?","FALSE","TRUE",NA,NA,"TRUE","?","?",NA,"?",NA,"TRUE","TRUE","FALSE","FALSE",NA,NA,"?","obligatory","?",NA,"?","?",NA,NA,"?",NA,"?","?","definite same as demonstrative","definite word","indefinite distinct from one","indefinite word","singular only","?",NA,"Predicate negation also present","?","TRUE","?",NA,"double negation","?","FALSE","?",NA,NA,NA,"S=Atr=P","P=T≠G","?","?","Indirect-object construction","Generic-noun-based","genitive-noun","noun-adjective","Adjective-Degree word","not initial","svo","?","?","?","?","?","?","FALSE","?","FALSE","FALSE",NA,NA,"N",NA
"17","acat1239","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","VX","prenominal","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","question particle",NA,"pre","num-noun","Initial","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","extensive affixation","?","?","?","?","TRUE","FALSE","TRUE","?","?","?","?","?","?","?","FALSE","?","noun-dem","demonstrative word","?","?",NA,"?","productive full and partial","?","?","?","?","?","?","?","?","?","?","?","negative prefix",NA,NA,"?","?","?","?",NA,"?","?","?","?","affix","post","?","?","?","?","?","?","?","?",NA,"?","?","?","?","?","?","?","?","?",NA,"?","suffixes","?","?","negative affix","no double negation","TRUE","TRUE","?",NA,"prefixes",NA,"?","?","?","?","?","?","noun-genitive","noun-adjective","Degree word-Adjective","initial","vso","?","?","?","?","?","?","?","?","FALSE","TRUE","?","?","?","?"
"19","acha1250","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","prenominal","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","post","?","?","clitics or affixes","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","extensive affixation","?","?","?","?","FALSE","TRUE","TRUE","?","?","?","?","?","?","?","?","?","?","?","clitics",NA,"?","?","?","?","?","?","FALSE","TRUE","?","?","?","?","?","?",NA,"preverbal word",NA,NA,"immediately preverbal","?","?","?","?","?","?","?",NA,NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","prefixes","?","TRUE","negative word","no double negation","?","TRUE","?","concatenative","suffixes","suffix","?","?","?","?","?","?","genitive-noun","noun-adjective","?","initial","svo","?","?","?","?","?","?","TRUE","?","TRUE","FALSE","?","N",NA,"?"
"23","achu1247","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","Absent","?","Different","Impossible","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","Both the A and P arguments","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","A and P are fused","?","verbal affix or clitic","pre","?","?","?","?","?","?","TRUE","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","?","?","?","?","?","?","?","?","?","?","TRUE","?","?","?","?","?","negative auxiliary verb","FALSE","?","?","?","FALSE","?","?","?","TRUE","FALSE","?","?","?",NA,"preverbal word",NA,NA,"?","?","?","?","?","?",NA,NA,"affix","post","?","?","?","?","?","?",NA,"?","indirect only",NA,"?","?","?","?","?","?",NA,"?","?","?","?","?","?","negative word","no double negation","?","TRUE","?","?","suffixes","?","?","?","?","?","?","?","?","?","?","?","svo","?","?","?","?","?","?","TRUE","?","?","TRUE","?",NA,"M","?"
"24","achu1248","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","interrogative verb morphology","?","?","?",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","extensive affixation","?","?","?","?","?","?","TRUE","?","?","TRUE","special imperative","special negative","FALSE","TRUE","?","?","?","?","?","?",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","negative suffix",NA,NA,"?","?","suffixing","?","?","?","?","?","?","affix","post","?","?","?","2p with number distinctions","?","?","?","Second singular and second plural","?","?","?","?","?","?","?","?","?","?","?","?","suffixes","?","?","negative affix","no double negation","?","TRUE","?","?","suffixes","?","?","?","?","?","?","?","genitive-noun","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","?","?","?","?"
"25","acol1236","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","Conjunctional","Different","Possible","?","?","?","?","'And' identical to 'with'","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","prenominal","initial","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","pre","noun-num","?","clitics or affixes","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","extensive affixation","?","TRUE","?","?","TRUE","FALSE","TRUE","?","?","TRUE","special imperative","special negative","?","?","?","?","?","?","clitics",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?",NA,"?","?","?","?","?","TRUE","?","?","?",NA,NA,"?","?","?","2p with number distinctions","?","?","?","Second singular and second plural","?","?","?","?","definite distinct from demonstrative","definite affix","?","?","?","?","?","?","suffixes","?","?","negative word","no double negation","?","TRUE","?","?","prefixes","?","?","?","?","?","?","?","noun-genitive","noun-adjective","?","not initial","svo","?","?","?","?","?","?","TRUE","?","TRUE","FALSE","?","?","?","?"
"26","adam1253","?","?","?","restricted","?","?","?","false","?","?","false","false","false","false","false","false","false","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","false","false","Present","?","?","?","?","?","?","?","?","?","?","Overlap for either possibility or necessity","?",NA,"?",NA,"?","?","?","?","?","?","?","?","?","affixes on verbs possible","verbal constructions not possible","?","?","VX","prenominal","initial",NA,NA,NA,"excl-as-person",NA,NA,NA,NA,NA,"?","?","?","?","?","?",NA,NA,"?",NA,NA,"?","?","?","?","?","?","?","?",NA,NA,NA,NA,"question particle","?","pre","noun-num","Final","clitics or affixes","?","?","?","?","?","?","?","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","?","?","extensive affixation","TRUE","TRUE","?","TRUE","?","?","TRUE","?","?","TRUE","normal imperative","special negative","FALSE","TRUE","?","?","noun-dem","demonstrative word",NA,NA,NA,"?","productive full and partial","?","?",NA,"?","?","?","?","?","?","?","?","negative suffix",NA,NA,"?","?","suffixing","?","same as additive","TRUE","?","FALSE","FALSE","clitic","pre","?",NA,"?","2p with number distinctions","?","?",NA,"Second singular and second plural","?",NA,"?","?","definite distinct from demonstrative","definite word","?","?","also non-singular","?","?","?","suffixes","FALSE","?","negative affix","no double negation","TRUE","TRUE","?","concatenative","suffixes","suffix","?","?","?","?","?","?","noun-genitive","noun-adjective","Adjective-Degree word","initial","svo","TRUE","?","?","?","?","?","FALSE","?","TRUE","TRUE","?","M","M","?"
"28","adan1251","false","true","?","restricted","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","false","false","?","?","?","?","?","?","?","?","?","?","?","?","TRUE",NA,"FALSE",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,NA,NA,"?",NA,NA,NA,NA,NA,"?","?","?","?","?","?",NA,NA,"?",NA,"?","?",NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,"?","?","post","noun-num","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","little or no affixation","?","TRUE","?","?","?","?","TRUE","?","?","?","?","?","?","?","?","?","noun-dem","demonstrative word",NA,"?","negative particle","?","?","?","?",NA,"?","?","?","?","?","?","?","?",NA,"?","FALSE","immediately postverbal",NA,NA,"?",NA,"TRUE","?","?","?",NA,NA,"?","?","?","?","?","?","?","?","?",NA,"?","?","definite same as demonstrative","definite word","?","?","?","?",NA,"?","prefixes","?","?","negative word","double negation","?","FALSE","?",NA,NA,NA,"?","?","?","?","?","?","genitive-noun","noun-adjective","?","not initial","sov","?","?","?","?","?","?","FALSE","?","FALSE","FALSE",NA,"?","?",NA
"34","aeky1238","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","noun-num","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","?","?","?","?","?","?","?","?","?","noun-dem","demonstrative word","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","prefixes","?","?","?","?","?","TRUE","?","?","suffixes","?","?","?","?","?","?","?","genitive-noun","noun-adjective","?","not initial","sov","?","?","?","?","?","?","?","?","?","?","?","?","?","?"
"44","agua1253","?","?","false","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","false","true","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","?","TRUE","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","false","false","true","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","S=Atr=P (neutral)","S=Atr≠P","?","?","?",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","?","?","?","?",NA,NA,"?"
"52","ainu1240","false","false","?","restricted","?","false","restricted","?","?","?","false","false","false","false","false","false","true","0","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","?","True","False","cumulative","True","false","true","Present","'Have'","Different","Impossible","?","?","Different stem","?","'And' different from 'with'","No grammatical marking","Inflectional optative absent","Overlap for either possibility or necessity","FALSE","TRUE","FALSE","TRUE","no infixes in verb inflection and agreement","no split markers in verb inflection and agreement","3-8","FALSE","2","distinction","formally similar","Moderately differentiated","?","affixes on verbs not possible","verbal constructions not possible","FALSE","TRUE","?","postnominal","final","false","false","true","plain-i/e","true","true","true","prae","prae","false",NA,"false","false","false","false","Both the A and P arguments","not syncretic",NA,NA,"symmetrical",NA,NA,NA,NA,NA,NA,NA,NA,"S=Atr=P (neutral)","S=Atr=P","P=G≠T","A precedes P","question particle","verbal affix or clitic","post","num-noun","Final","clitics or affixes","?","?","TRUE","FALSE","FALSE","?","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","extensive affixation","TRUE","?","unrelated","FALSE","FALSE","TRUE","TRUE","?","differentiation","TRUE","normal imperative","special negative","FALSE","FALSE","TRUE","FALSE","dem-noun","demonstrative word","clitics",NA,"negative particle",NA,"only full reduplication",NA,NA,"TRUE","FALSE","TRUE","FALSE",NA,NA,"?","TRUE","FALSE",NA,"preverbal word",NA,NA,"immediately preverbal","?","pronouns sensitive to number","same as additive","?","?",NA,"TRUE",NA,NA,"word","optional",NA,"2p number-neutral",NA,"?","FALSE",NA,"direct and indirect","zero in all 3rd person forms","TRUE","FALSE","?","?","?","?",NA,NA,NA,"Predicate negation also present","prefixes","TRUE","TRUE","negative word","no double negation","TRUE","TRUE","TRUE","concatenative","suffixes","suffix","S=Atr=P","P=T=G","?","none","Secondary-object construction","Interrogative-based","genitive-noun","adjective-noun","?","not initial","sov","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE",NA,NA,NA
"55","ajas1235","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","pre","?","?","clitics or affixes","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","clitics",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"postverbal word",NA,"end",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","negative word","no double negation","?","TRUE","?","?","prefixes","?","?","?","?","?","?","?","noun-genitive","adjective-noun","?","?","svo","?","?","?","?","?","?","TRUE","?","?","?","?","?","?","?"
"61","akan1250","false","true","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","false","false","?","Topic","Different","Impossible","?","?","?","?","'And' identical to 'with'","Grammatical marking","?","No overlap","TRUE",NA,"FALSE",NA,"?","?","?","?","?","?","?","?","?","affixes on verbs not possible","verbal constructions not possible","?","?","?","?","?",NA,NA,NA,"?",NA,NA,NA,NA,NA,"?","?","?","?","?","?",NA,NA,"Inflectional future exists",NA,"?","TRUE","?","?","Other perfect","?","?","?","?",NA,NA,NA,NA,"question particle","?","?","noun-num","?","?","?","?","?","?","?","?","?","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","extensive affixation","TRUE","TRUE","?","?","?","?","TRUE","?","?","TRUE","normal imperative","normal negative","?","?","?","?","noun-dem","demonstrative word",NA,"?",NA,"?","productive full and partial","?","?",NA,"?","?","?","?","?","?","?","?","negative prefix",NA,NA,"?","?","prefixing","?","same as additive","TRUE","?","?","?",NA,NA,"reduplication","?","FALSE","2p with number distinctions","?","?","?","Second singular","?",NA,"?","?","definite same as demonstrative","definite word","?","?","?",NA,"?","?","prefixes","?","?","negative affix","no double negation","TRUE","TRUE","?","?","prefixes","?","S=Atr≠P","P=T=G","?","?","Double-object construction","?","genitive-noun","noun-adjective","Adjective-Degree word","not initial","svo","?","?","?","?","?","TRUE","FALSE","?","TRUE","FALSE","?","?","?","?"
