"glottocode","name","isocodes","level","glottolog.macroarea","latitude","longitude","autotyp.continent","autotyp.area","comment","level1","level2","level3","level4","level5","level6","level7","level8","level9","level10","level11","level12","level13","level14","level15","level16","level17","level18","level19","level20","level21","level22","level23","level24","level25","level26","level27"
"mati1255","Matís","mpq","language","South America",-4.3553,-70.2079,"S America","NE South America",NA,"pano1259","pano1256","mayo1277","mayo1269","mati1254","mati1255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mato1252","Mato","met","language","Papunesia",-5.91639,146.859,"NG and Oceania","N Coast New Guinea",NA,"aust1307","mala1545","east2712","ocea1241","west2818","nort3206","nger1241","viti1243","belr1234","mato1252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mato1253","Mato Grosso Arára","axg","language","South America",-9.172609,-60.628867,"S America","NE South America",NA,"mato1253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mats1244","Matsés","mcf","language","South America",-5.73914,-72.6281,"S America","NE South America",NA,"pano1259","pano1256","mayo1277","mayo1269","mats1243","mats1244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"matt1238","Mattole-Bear River","mvb","language","North America",40.4321,-122.863,"W N America","California",NA,"atha1245","atha1246","atha1247","paci1277","cali1245","matt1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"matu1259","Matumbi","mgw","language","Africa",-8.53734,39.0409,"Africa","S Africa",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","narr1281","east2731","rufi1235","rufi1236","matu1263","matu1259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"matu1261","Matukar","mjk","language","Papunesia",-4.9078,145.779,"NG and Oceania","N Coast New Guinea",NA,"aust1307","mala1545","east2712","ocea1241","west2818","nort3206","nger1241","viti1243","belr1234","bell1262","nucl1510","matu1261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"maun1240","Mawng","mph","language","Australia",-11.66,133.376,"Australia","N Australia",NA,"iwai1246","maun1240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mauw1238","Mauwake","mhl","language","Papunesia",-4.52416,145.394,"NG and Oceania","N Coast New Guinea",NA,"nucl1709","mada1298","croi1234","grea1298","nort3379","kumi1250","kumi1249","mauw1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mawa1266","Mawak","mjj","language","Papunesia",-4.61817,145.283,"NG and Oceania","N Coast New Guinea",NA,"nucl1709","mada1298","croi1234","grea1298","nort3379","kumi1250","tibo1244","tibo1243","mawa1266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mawa1267","Mawan","mcz","language","Papunesia",-5.2219,145.589,"NG and Oceania","N Coast New Guinea",NA,"nucl1709","mada1298","croi1234","mabu1247","hans1243","silo1242","mawa1267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mawa1270","Mawa (Chad)","mcw","language","Africa",11.7461,18.2999,"Africa","African Savannah",NA,"afro1255","chad1250","east2632","east2633","east2710","mawa1270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mawc1242","Mawchi","mke","language","Eurasia",21.5724,73.9956,"S/SE Asia","Indic",NA,"indo1319","clas1257","indo1320","indo1321","midd1375","cont1248","midl1245","bhil1254","mawc1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"maxa1247","Maxakalí","mbl","language","South America",-16.9402,-40.7891,"S America","NE South America",NA,"nucl1710","maxa1249","maxa1246","west2636","maxa1247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"maxi1236","Maxi Gbe","mxl","language","Africa",7.57292,1.78181,"Africa","African Savannah",NA,"atla1278","volt1241","kwav1236","gbee1241","east2711","fong1244","maxi1236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"maya1280","Mayaguduna","xmy","language","Australia",-18.1147,140.337,"Australia","S Australia",NA,"pama1250","pama1251","maya1279","maya1280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"maya1282","Misool-Salawati Ma'ya","slz","language","Papunesia",-1.22329,130.909,"NG and Oceania","N Coast New Guinea",NA,"aust1307","mala1545","east2712","sout3229","raja1255","maya1288","raja1258","maya1282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"maya1285","Mayangna","yan","language","North America",14.1259,-84.3439,"C America","Mesoamerica",NA,"misu1242","suma1272","sumu1234","maya1285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mayi1234","Mayi-Thakurti","xyt","dialect","Australia",-20,140.63,"Australia","S Australia",NA,"pama1250","pama1251","maya1279","nucl1332","mayk1239","mayi1234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mayi1235","Mayi-Yapi","xyj","dialect","Australia",-19.25,140.61,"Australia","S Australia",NA,"pama1250","pama1251","maya1279","nucl1332","mayk1239","mayi1235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mayi1236","Mayi-Kulan","xyk","dialect","Australia",-18.56,141.46,"Australia","S Australia",NA,"pama1250","pama1251","maya1279","nucl1332","mayk1239","mayi1236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mayk1239","Maykulan","mnt","language","Australia",-20.4352,140.481,"Australia","S Australia",NA,"pama1250","pama1251","maya1279","nucl1332","mayk1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mayo1261","Mayogo","mdm","language","Africa",2.79827,27.8282,"Africa","S Africa",NA,"atla1278","volt1241","nort3149","came1255","uban1244","ngba1292","east2391","mayo1260","mayo1261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mayo1264","Mayo","mfy","language","North America",26.4522,-108.981,"C America","Mesoamerica",NA,"utoa1244","sout3136","cahi1243","mayo1264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mayu1240","Mayu",NA,"dialect","Africa",10.65,34.7,"Africa","Greater Abyssinia",NA,"bert1248","mayu1240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"maza1291","Mazanderani","mzn","language","Eurasia",36.241,52.3009,"W and SW Eurasia","Greater Mesopotamia",NA,"indo1319","clas1257","indo1320","iran1269","cent2317","cent2318","nort3177","casp1236","maza1305","maza1291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"maza1293",NA,NA,NA,"North America",19.42,-99.92,"C America","Mesoamerica","Coordinates from WALS for this node used","otom1299","west2783","otop1241","otop1242","otom1297","maza1293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mbab1239","Mbabaram","vmb","language","Australia",-20.1389,143.438,"Australia","S Australia",NA,"pama1250","pama1251","fina1240","mbab1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mbal1255","Central Wambo","lnb","language","Africa",-17.578884,16.027517,"Africa","S Africa",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","narr1281","cent2260","njil1234","sout3233","kune1234","cimb1239","ndon1253","mbal1255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mban1264","Mbangala","mxg","language","Africa",-9.15592,17.4086,"Africa","S Africa",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","narr1281","cent2260","njil1234","nort3257","mbal1259","holu1246","phee1234","mban1264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mbar1253","Rimanggudhinma","zmv","language","Australia",-14.529,143.789,"Australia","N Australia",NA,"pama1250","pama1251","lama1273","mbar1253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mbar1254","Mbara-Yanga","mvl","language","Australia",-19.29,142.475904,"Australia","S Australia",NA,"pama1250","pama1251","mbar1254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mbar1260","Mbara (Chad)","mpk","language","Africa",10.91,15.54,"Africa","African Savannah",NA,"afro1255","chad1250","bium1280","nort3156","bium1279","musg1256","mbar1260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mbay1241","Mbay","myb","language","Africa",8.23066,15.7328,"Africa","African Savannah",NA,"cent2225","sara1341","sbbo1237","nucl1719","sara1349","cent2044","sara1346","sido1234","mbay1241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mbee1249","Mbe","mfo","language","Africa",6.57067,8.82998,"Africa","African Savannah",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","ekoi1237","mbee1249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mbee1250","Mbe'","mtk","language","Africa",6.25838,11.0906,"Africa","African Savannah",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","wide1239","narr1282","mbam1249","nkam1238","mbee1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mber1257","Mbere-Mbamba","mdt","language","Africa",-0.477445,14.2877,"Africa","S Africa",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","narr1281","cent2260","west2968","nzad1235","lwer1234","ding1244","loan1238","kwil1238","kasa1251","moye1234","inte1264","west2969","nort3377","mber1262","tsit1235","leka1234","mber1257",NA,NA,NA,NA,NA
"mbiy1238","Mbiywom",NA,"language","Australia",-12.89620501,142.2710997,"Australia","N Australia",NA,"pama1250","pama1251","nort2758","mbiy1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mboc1235","Mbo (Cameroon)","mbo","language","Africa",5.13981,9.92766,"Africa","African Savannah",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","narr1281","bant1295","lund1274","leko1248","ngoe1239","mane1268","mboc1235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mbol1247","Mbole","mdq","language","Africa",-0.57181,24.0443,"Africa","S Africa",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","narr1281","cent2260","nort3376","inne1246","kele1261","kele1263","mbol1247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mbos1242","Mbosi","mdw","language","Africa",-1.23019,15.5322,"Africa","S Africa",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","narr1281","cent2260","nort3376","rive1266","koyo1244","koyo1245","mbos1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mbug1240","Mbugu","mhd","language","Africa",-4.72863,38.3519,"Africa","S Africa",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","narr1281","east2731","nort3203","nort3209","pare1274","pare1277","mbug1240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mbuk1240","Mbukushu","mhw","language","Africa",-17.6827,22.5026,"Africa","S Africa",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","narr1281","cent2260","grea1287","west2833","mash1271","mbuk1240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mbuk1243","Mbuko","mqb","language","Africa",10.7788,14.1677,"Africa","African Savannah",NA,"afro1255","chad1250","bium1280","hurz1242","mbuk1243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mbul1263","Mbula","mna","language","Papunesia",-5.66965,148.041,"NG and Oceania","N Coast New Guinea",NA,"aust1307","mala1545","east2712","ocea1241","west2818","nort3206","nger1241","viti1243","mbul1263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mbuu1238","Ajumbu","muc","language","Africa",6.53792,10.2556,"Africa","African Savannah",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","yemn1234","mbuu1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mbya1239","Mbyá Guaraní","gun","language","South America",-26.0188,-52.711,"S America","SE South America",NA,"tupi1275","east2909","mawe1252","awet1245","tupi1276","sout3271","tupi1277","tupi1282","mbya1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"medu1238","Medumba","byv","language","Africa",5.10901,10.6118,"Africa","African Savannah",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","wide1239","narr1282","mbam1249","sout3350","bami1239","east2862","medu1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"megl1237","Megleno Romanian","ruq","language","Eurasia",41.1174,22.3782,"W and SW Eurasia","Europe",NA,"indo1319","clas1257","ital1284","lati1262","lati1263","impe1234","roma1334","east2714","nort3361","east2865","megl1237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mehe1243","Mehek","nux","language","Papunesia",-3.70927,142.498,"NG and Oceania","N Coast New Guinea",NA,"sepi1257","sepi1256","mehe1244","mehe1243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mehi1240","Mehináku","mmh","language","South America",-12.5364,-53.521,"S America","NE South America",NA,"araw1281","cent2413","cent2226","xing1249","waur1246","waur1245","mehi1240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mehr1241","Mehri","gdq","language","Eurasia",16.793,52.473,"W and SW Eurasia","Greater Mesopotamia",NA,"afro1255","semi1276","west2786","mode1252","hoby1243","west2859","mehr1241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meke1243","Mekeo","mek","language","Papunesia",-8.23853,146.586,"NG and Oceania","S New Guinea",NA,"aust1307","mala1545","east2712","ocea1241","west2818","papu1253","peri1258","cent2070","west2850","nucl1506","meke1243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mele1250","Mele-Fila","mxe","language","Papunesia",-17.6841,168.275,"NG and Oceania","Oceania",NA,"aust1307","mala1545","east2712","ocea1241","cent2060","east2445","poly1242","nucl1485","vanu1245","mele1252","mele1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"melp1238","Melpa","med","language","Papunesia",-5.62644,144.34,"NG and Oceania","Interior New Guinea",NA,"nucl1709","cent2120","hage1248","melp1239","melp1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mend1266","Mende (Sierra Leone)","men","language","Africa",7.90935,-10.9926,"Africa","African Savannah",NA,"mand1469","west2780","mand1431","sout2842","mend1263","mend1264","mend1265","mend1266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mend1268","Mende (Papua New Guinea)","sim","language","Papunesia",-3.67233,142.683,"NG and Oceania","N Coast New Guinea",NA,"sepi1257","nuku1256","kwan1286","mend1268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meng1264","Mengaka","xmg","language","Africa",5.71399,10.3377,"Africa","African Savannah",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","wide1239","narr1282","mbam1249","sout3350","bami1239","west2958","meng1264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meng1267","Mengen","mee","language","Papunesia",-5.47036,151.373,"NG and Oceania","N Coast New Guinea",NA,"aust1307","mala1545","east2712","ocea1241","west2818","nort3206","nger1241","viti1243","meng1266","mamu1256","meng1267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meno1252","Menominee","mez","language","North America",44.9794,-88.6395,"E N America","E North America",NA,"algi1248","algo1256","algo1257","meno1252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ment1249","Mentawai","mwv","language","Papunesia",-1.41092,98.9401,"S/SE Asia","Southeast Asia",NA,"aust1307","mala1545","nort2829","nucl1463","ment1248","ment1249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meny1245","Menya","mcr","language","Papunesia",-7.17425,146.071,"NG and Oceania","Interior New Guinea",NA,"anga1289","nucl1763","kapa1251","meny1245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mera1242","Meramera","mxm","language","Papunesia",-4.97468,151.528,"NG and Oceania","N Coast New Guinea",NA,"aust1307","mala1545","east2712","ocea1241","west2818","meso1253","will1243","naka1266","mera1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mere1242","Merei","lmb","language","Papunesia",-15.2839,166.905,"NG and Oceania","Oceania",NA,"aust1307","mala1545","east2712","ocea1241","nort3195","nort3205","espi1234","west2956","tial1241","mere1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mere1246","Merey","meq","language","Africa",10.7458,14.09,"Africa","African Savannah",NA,"afro1255","chad1250","bium1280","nort3156","marg1267","mofu1249","meri1245","mere1246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"merg1238","Myeik",NA,"dialect","Eurasia",14.11,98.19,"S/SE Asia","Southeast Asia",NA,"sino1245","burm1265","lolo1265","burm1266","sout3159","mran1234","nucl1811","tavo1242","merg1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meri1243","Merina",NA,"dialect","Africa",-19.59,47.12,"S/SE Asia","Southeast Asia",NA,"aust1307","mala1545","basa1291","grea1283","sout2919","mala1537","nort3196","cent2382","plat1254","meri1243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meri1244","Meriam","ulk","language","Papunesia",-9.59575,143.773,"Australia","N Australia",NA,"east2503","meri1244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"merl1237","Merlav","mrm","language","Papunesia",-14.450679,168.053527,"NG and Oceania","Oceania",NA,"aust1307","mala1545","east2712","ocea1241","nort3195","nort3205","torr1262","merl1237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meru1245","Meru","mer","language","Africa",0.26484,37.7396,"Africa","S Africa",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","narr1281","east2731","nort3203","cent2274","east2901","nort3413","nith1234","meru1245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mesc1238","Mescalero-Chiricahua Apache","apm","language","North America",33.1291,-105.566,"W N America","Basin and Plains",NA,"atha1245","atha1246","atha1247","apac1239","sout3151","west2810","mesc1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mese1244","Mese","mci","language","Papunesia",-6.56072,147.137,"NG and Oceania","N Coast New Guinea",NA,"nucl1709","fini1244","huon1246","west2795","rawl1234","naba1257","mese1244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mesk1242","Meskwaki","sac","language","North America",44,-89,"E N America","E North America",NA,"algi1248","algo1256","algo1257","east2765","foxx1245","mesk1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mesm1239","Mesme","zim","language","Africa",9.28888,15.7018,"Africa","African Savannah",NA,"afro1255","chad1250","masa1323","sout3146","mesm1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meso1252","Gilit Mesopotamian Arabic","acm","language","Eurasia",33.8178,43.1095,"W and SW Eurasia","Greater Mesopotamia",NA,"afro1255","semi1276","west2786","cent2236","arab1394","arab1395","east2729","meso1252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mesq1240","Mesqan","mvz","language","Africa",8.10617,38.3386,"Africa","Greater Abyssinia",NA,"afro1255","semi1276","west2786","ethi1244","sout3078","oute1258","ttgr1237","mesq1240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meta1238","Meta'","mgo","language","Africa",5.88942,9.87416,"Africa","African Savannah",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","wide1239","narr1282","momo1242","widi1234","meta1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mewa1250","Mewati","wtm","language","Eurasia",27.736,76.947,"S/SE Asia","Indic",NA,"indo1319","clas1257","indo1320","indo1321","midd1375","cont1248","midl1245","apab1234","guja1255","raja1256","mewa1254","mewa1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"meya1236","Meyah","mej","language","Papunesia",-1.18016,133.618,"NG and Oceania","N Coast New Guinea",NA,"east1459","meax1236","meya1236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mezo1235","Mezontla Popoloca","pbe","language","North America",18.1442,-97.5879,"C America","Mesoamerica",NA,"otom1299","east2557","popo1292","popo1293","ixca1247","choc1278","popo1294","sout3385","tepe1282","mezo1235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mezq1235","Mezquital Otomi","ote","language","North America",20.2274,-99.5564,"C America","Mesoamerica",NA,"otom1299","west2783","otop1241","otop1242","otom1297","otom1300","nort3201","mezq1235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mfum1238","Southern Mfumte","nfu","language","Africa",6.6,10.936386,"Africa","African Savannah",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","wide1239","narr1282","mbam1249","nkam1238","mfum1239","cent2313","mfum1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"miam1252","Miami","mia","language","North America",40,-90,"E N America","E North America",NA,"algi1248","algo1256","algo1257","east2765","miam1252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mian1254","Miani","pla","language","Papunesia",-4.42116,145.276,"NG and Oceania","N Coast New Guinea",NA,"nucl1709","mada1298","croi1234","grea1298","nort3379","kauk1240","mian1254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mian1256","Mian","mpt","language","Papunesia",-4.70881,141.523,"NG and Oceania","Interior New Guinea",NA,"nucl1709","cent2116","awyu1265","okok1235","okkk1242","moun1253","mian1255","mian1256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mian1257","Mianmin",NA,"dialect","Papunesia",-4.70881,141.523,"NG and Oceania","Interior New Guinea",NA,"nucl1709","cent2116","awyu1265","okok1235","okkk1242","moun1253","mian1255","mian1256","mian1257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mich1243","Michif","crg","language","North America",49.1681,-99.9119,"E N America","E North America",NA,"algi1248","algo1256","algo1257","cree1271","cree1272","plai1264","mich1243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mich1245","Michoacán Nahuatl","ncl","language","North America",18.3412,-103.361,"C America","Mesoamerica",NA,"utoa1244","sout3136","cora1261","azte1234","west2809","west2814","west2825","mich1245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mido1240","Midob","mei","language","Africa",14.789,27.2236,"Africa","African Savannah",NA,"nubi1251","mido1240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"miga1241","Migabac","mpp","language","Papunesia",-6.33237,147.713,"NG and Oceania","N Coast New Guinea",NA,"nucl1709","fini1244","huon1246","east2705","tran1296","huon1247","moma1244","miga1241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"miga1249","Migaama","mmy","language","Africa",12.2367,18.9614,"Africa","African Savannah",NA,"afro1255","chad1250","east2632","east2633","east2709","dang1275","dang1276","miga1249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"miis1236","Miisiirii",NA,"language","Africa",14.16,22.69,"Africa","African Savannah",NA,"tama1329","tama1330","miis1236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"miji1239",NA,NA,NA,"Eurasia",27.77,92.96,"S/SE Asia","Indic","Coordinate means of two daughter nodes used","sino1245","miji1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
