"code_ID","short.name","value"
"TLI0959-?","TLI0959","?"
"TLI0959-TRUE","TLI0959","TRUE"
"TLI0959-FALSE","TLI0959","FALSE"
"TLI0960-FALSE","TLI0960","FALSE"
"TLI0960-?","TLI0960","?"
"TLI0960-TRUE","TLI0960","TRUE"
"TLI0961-?","TLI0961","?"
"TLI0961-TRUE","TLI0961","TRUE"
"TLI0961-FALSE","TLI0961","FALSE"
"TLI0962-?","TLI0962","?"
"TLI0962-identity","TLI0962","identity"
"TLI0962-differentiation","TLI0962","differentiation"
"TLI0963-?","TLI0963","?"
"TLI0963-TRUE","TLI0963","TRUE"
"TLI0963-FALSE","TLI0963","FALSE"
"TLI0964-?","TLI0964","?"
"TLI0964-special imperative","TLI0964","special imperative"
"TLI0964-normal imperative","TLI0964","normal imperative"
"TLI0965-?","TLI0965","?"
"TLI0965-normal negative","TLI0965","normal negative"
"TLI0965-special negative","TLI0965","special negative"
"TLI0966-?","TLI0966","?"
"TLI0966-FALSE","TLI0966","FALSE"
"TLI0966-TRUE","TLI0966","TRUE"
"TLI0967-?","TLI0967","?"
"TLI0967-FALSE","TLI0967","FALSE"
"TLI0967-TRUE","TLI0967","TRUE"
"TLI0968-?","TLI0968","?"
"TLI0968-FALSE","TLI0968","FALSE"
"TLI0968-TRUE","TLI0968","TRUE"
"TLI0970-?","TLI0970","?"
"TLI0970-NA","TLI0970","NA"
"TLI0970-FALSE","TLI0970","FALSE"
"TLI0970-TRUE","TLI0970","TRUE"
"TLI0971-?","TLI0971","?"
"TLI0971-TRUE","TLI0971","TRUE"
"TLI0971-FALSE","TLI0971","FALSE"
"TLI0971-NA","TLI0971","NA"
"TLI0972-?","TLI0972","?"
"TLI0972-TRUE","TLI0972","TRUE"
"TLI0972-FALSE","TLI0972","FALSE"
"TLI0972-NA","TLI0972","NA"
"TLI0973-?","TLI0973","?"
"TLI0973-NA","TLI0973","NA"
"TLI0973-FALSE","TLI0973","FALSE"
"TLI0973-TRUE","TLI0973","TRUE"
"TLI0974-?","TLI0974","?"
"TLI0974-NA","TLI0974","NA"
"TLI0974-TRUE","TLI0974","TRUE"
"TLI0974-FALSE","TLI0974","FALSE"
"TLI0975-?","TLI0975","?"
"TLI0975-FALSE","TLI0975","FALSE"
"TLI0975-NA","TLI0975","NA"
"TLI0975-TRUE","TLI0975","TRUE"
"TLI0976-?","TLI0976","?"
"TLI0976-FALSE","TLI0976","FALSE"
"TLI0976-TRUE","TLI0976","TRUE"
"TLI0977-?","TLI0977","?"
"TLI0977-FALSE","TLI0977","FALSE"
"TLI0977-TRUE","TLI0977","TRUE"
"TLI0978-noun-dem","TLI0978","noun-dem"
"TLI0978-?","TLI0978","?"
"TLI0978-dem-noun","TLI0978","dem-noun"
"TLI0978-circum","TLI0978","circum"
"TLI0979-demonstrative word","TLI0979","demonstrative word"
"TLI0979-?","TLI0979","?"
"TLI0979-demonstrative affix","TLI0979","demonstrative affix"
"TLI0980-clitics","TLI0980","clitics"
"TLI0980-?","TLI0980","?"
"TLI0980-NA","TLI0980","NA"
"TLI0980-affixes","TLI0980","affixes"
"TLI0981-NA","TLI0981","NA"
"TLI0981-?","TLI0981","?"
"TLI0981-obligatory","TLI0981","obligatory"
"TLI0981-optional","TLI0981","optional"
"TLI0982-NA","TLI0982","NA"
"TLI0982-?","TLI0982","?"
"TLI0982-negative particle","TLI0982","negative particle"
"TLI0982-negative auxiliary verb","TLI0982","negative auxiliary verb"
"TLI0983-?","TLI0983","?"
"TLI0983-TRUE","TLI0983","TRUE"
"TLI0983-FALSE","TLI0983","FALSE"
"TLI0983-NA","TLI0983","NA"
"TLI0984-NA","TLI0984","NA"
"TLI0984-?","TLI0984","?"
"TLI0984-complex","TLI0984","complex"
"TLI0984-simple","TLI0984","simple"
"TLI0985-?","TLI0985","?"
"TLI0985-NA","TLI0985","NA"
"TLI0985-FALSE","TLI0985","FALSE"
"TLI0985-TRUE","TLI0985","TRUE"
"TLI0986-?","TLI0986","?"
"TLI0986-NA","TLI0986","NA"
"TLI0986-TRUE","TLI0986","TRUE"
"TLI0986-FALSE","TLI0986","FALSE"
"TLI0987-?","TLI0987","?"
"TLI0987-productive full and partial","TLI0987","productive full and partial"
"TLI0987-NA","TLI0987","NA"
"TLI0987-only full reduplication","TLI0987","only full reduplication"
"TLI0988-?","TLI0988","?"
"TLI0988-NA","TLI0988","NA"
"TLI0988-Related by gender markers","TLI0988","Related by gender markers"
"TLI0988-Related for all demonstratives","TLI0988","Related for all demonstratives"
"TLI0988-Related to remote demonstratives","TLI0988","Related to remote demonstratives"
"TLI0988-Related to non-remote demonstratives","TLI0988","Related to non-remote demonstratives"
"TLI0988-Related for non-human reference","TLI0988","Related for non-human reference"
"TLI0989-?","TLI0989","?"
"TLI0989-FALSE","TLI0989","FALSE"
"TLI0989-NA","TLI0989","NA"
"TLI0989-TRUE","TLI0989","TRUE"
"TLI0990-NA","TLI0990","NA"
"TLI0990-?","TLI0990","?"
"TLI0990-TRUE","TLI0990","TRUE"
"TLI0990-FALSE","TLI0990","FALSE"
"TLI0991-?","TLI0991","?"
"TLI0991-TRUE","TLI0991","TRUE"
"TLI0991-FALSE","TLI0991","FALSE"
"TLI0991-NA","TLI0991","NA"
"TLI0992-?","TLI0992","?"
"TLI0992-FALSE","TLI0992","FALSE"
"TLI0992-TRUE","TLI0992","TRUE"
"TLI0992-NA","TLI0992","NA"
"TLI0993-?","TLI0993","?"
"TLI0993-TRUE","TLI0993","TRUE"
"TLI0993-FALSE","TLI0993","FALSE"
"TLI0993-NA","TLI0993","NA"
"TLI0994-?","TLI0994","?"
"TLI0994-FALSE","TLI0994","FALSE"
"TLI0994-TRUE","TLI0994","TRUE"
"TLI0994-NA","TLI0994","NA"
"TLI0995-?","TLI0995","?"
"TLI0995-FALSE","TLI0995","FALSE"
"TLI0995-TRUE","TLI0995","TRUE"
"TLI0995-NA","TLI0995","NA"
"TLI0996-?","TLI0996","?"
"TLI0996-FALSE","TLI0996","FALSE"
"TLI0996-NA","TLI0996","NA"
"TLI0996-TRUE","TLI0996","TRUE"
"TLI0998-?","TLI0998","?"
"TLI0998-FALSE","TLI0998","FALSE"
"TLI0998-NA","TLI0998","NA"
"TLI0998-TRUE","TLI0998","TRUE"
"TLI0999-?","TLI0999","?"
"TLI0999-TRUE","TLI0999","TRUE"
"TLI0999-NA","TLI0999","NA"
"TLI0999-FALSE","TLI0999","FALSE"
"TLI1000-negative suffix","TLI1000","negative suffix"
"TLI1000-?","TLI1000","?"
"TLI1000-NA","TLI1000","NA"
"TLI1000-negative prefix","TLI1000","negative prefix"
"TLI1002-NA","TLI1002","NA"
"TLI1002-?","TLI1002","?"
"TLI1002-TRUE","TLI1002","TRUE"
"TLI1002-FALSE","TLI1002","FALSE"
"TLI1003-?","TLI1003","?"
"TLI1003-immediately postverbal","TLI1003","immediately postverbal"
"TLI1003-NA","TLI1003","NA"
"TLI1003-end","TLI1003","end"
"TLI1004-?","TLI1004","?"
"TLI1004-NA","TLI1004","NA"
"TLI1004-immediately preverbal","TLI1004","immediately preverbal"
"TLI1004-not beginning or immediate preverbal","TLI1004","not beginning or immediate preverbal"
"TLI1004-beginning","TLI1004","beginning"
"TLI1005-suffixing","TLI1005","suffixing"
"TLI1005-?","TLI1005","?"
"TLI1005-NA","TLI1005","NA"
"TLI1005-prefixing","TLI1005","prefixing"
"TLI1006-NA","TLI1006","NA"
"TLI1006-?","TLI1006","?"
"TLI1006-nominal plurality obligatory","TLI1006","nominal plurality obligatory"
"TLI1006-nominal plurality optional","TLI1006","nominal plurality optional"
"TLI1007-NA","TLI1007","NA"
"TLI1007-?","TLI1007","?"
"TLI1007-all-nouns","TLI1007","all-nouns"
"TLI1007-humans-only","TLI1007","humans-only"
"TLI1008-?","TLI1008","?"
"TLI1008-pronouns sensitive to number","TLI1008","pronouns sensitive to number"
"TLI1008-pronouns number-indifferent","TLI1008","pronouns number-indifferent"
"TLI1008-NA","TLI1008","NA"
"TLI1009-NA","TLI1009","NA"
"TLI1009-?","TLI1009","?"
"TLI1009-unique associative plural","TLI1009","unique associative plural"
"TLI1009-same as additive","TLI1009","same as additive"
"TLI1010-TRUE","TLI1010","TRUE"
"TLI1010-?","TLI1010","?"
"TLI1010-NA","TLI1010","NA"
"TLI1010-FALSE","TLI1010","FALSE"
"TLI1011-FALSE","TLI1011","FALSE"
"TLI1011-?","TLI1011","?"
"TLI1011-TRUE","TLI1011","TRUE"
"TLI1011-NA","TLI1011","NA"
"TLI1012-?","TLI1012","?"
"TLI1012-NA","TLI1012","NA"
"TLI1012-TRUE","TLI1012","TRUE"
"TLI1012-FALSE","TLI1012","FALSE"
"TLI1013-?","TLI1013","?"
"TLI1013-FALSE","TLI1013","FALSE"
"TLI1013-TRUE","TLI1013","TRUE"
"TLI1013-NA","TLI1013","NA"
"TLI1014-?","TLI1014","?"
"TLI1014-FALSE","TLI1014","FALSE"
"TLI1014-TRUE","TLI1014","TRUE"
"TLI1014-NA","TLI1014","NA"
"TLI1015-affix","TLI1015","affix"
"TLI1015-?","TLI1015","?"
"TLI1015-NA","TLI1015","NA"
"TLI1015-clitic","TLI1015","clitic"
"TLI1015-tone","TLI1015","tone"
"TLI1015-stem change","TLI1015","stem change"
"TLI1016-post","TLI1016","post"
"TLI1016-?","TLI1016","?"
"TLI1016-NA","TLI1016","NA"
"TLI1016-pre","TLI1016","pre"
"TLI1016-in","TLI1016","in"
"TLI1017-?","TLI1017","?"
"TLI1017-NA","TLI1017","NA"
"TLI1017-word","TLI1017","word"
"TLI1017-reduplication","TLI1017","reduplication"
"TLI1017-affix","TLI1017","affix"
"TLI1018-?","TLI1018","?"
"TLI1018-NA","TLI1018","NA"
"TLI1018-obligatory","TLI1018","obligatory"
"TLI1018-optional","TLI1018","optional"
"TLI1019-?","TLI1019","?"
"TLI1019-NA","TLI1019","NA"
"TLI1019-TRUE","TLI1019","TRUE"
"TLI1019-FALSE","TLI1019","FALSE"
"TLI1020-?","TLI1020","?"
"TLI1020-2p with number distinctions","TLI1020","2p with number distinctions"
"TLI1020-NA","TLI1020","NA"
"TLI1020-2p number-neutral","TLI1020","2p number-neutral"
"TLI1021-?","TLI1021","?"
"TLI1021-NA","TLI1021","NA"
"TLI1021-TRUE","TLI1021","TRUE"
"TLI1021-FALSE","TLI1021","FALSE"
"TLI1022-NA","TLI1022","NA"
"TLI1022-?","TLI1022","?"
"TLI1022-postverbal word","TLI1022","postverbal word"
"TLI1022-preverbal word","TLI1022","preverbal word"
"TLI1023-?","TLI1023","?"
"TLI1023-TRUE","TLI1023","TRUE"
"TLI1023-NA","TLI1023","NA"
"TLI1023-FALSE","TLI1023","FALSE"
"TLI1024-?","TLI1024","?"
"TLI1024-Possessive","TLI1024","Possessive"
"TLI1024-Sentential","TLI1024","Sentential"
"TLI1024-NA","TLI1024","NA"
"TLI1024-Restricted","TLI1024","Restricted"
"TLI1025-?","TLI1025","?"
"TLI1025-NA","TLI1025","NA"
"TLI1025-Initial","TLI1025","Initial"
"TLI1025-Second","TLI1025","Second"
"TLI1025-Third","TLI1025","Third"
"TLI1026-?","TLI1026","?"
"TLI1026-NA","TLI1026","NA"
"TLI1026-Penultimate","TLI1026","Penultimate"
"TLI1026-Ultimate","TLI1026","Ultimate"
"TLI1026-Antepenultimate","TLI1026","Antepenultimate"
"TLI1027-?","TLI1027","?"
"TLI1027-NA","TLI1027","NA"
"TLI1027-TRUE","TLI1027","TRUE"
"TLI1027-FALSE","TLI1027","FALSE"
"TLI1028-?","TLI1028","?"
"TLI1028-Second singular and second plural","TLI1028","Second singular and second plural"
"TLI1028-NA","TLI1028","NA"
"TLI1028-Second singular","TLI1028","Second singular"
"TLI1028-Second plural","TLI1028","Second plural"
"TLI1029-?","TLI1029","?"
"TLI1029-NA","TLI1029","NA"
"TLI1029-indirect only","TLI1029","indirect only"
"TLI1029-direct and indirect","TLI1029","direct and indirect"
"TLI1030-?","TLI1030","?"
"TLI1030-zero in at least some 3sg forms","TLI1030","zero in at least some 3sg forms"
"TLI1030-NA","TLI1030","NA"
"TLI1030-zero in all 3rd person forms","TLI1030","zero in all 3rd person forms"
"TLI1031-?","TLI1031","?"
"TLI1031-TRUE","TLI1031","TRUE"
"TLI1031-FALSE","TLI1031","FALSE"
"TLI1031-NA","TLI1031","NA"
"TLI1032-?","TLI1032","?"
"TLI1032-FALSE","TLI1032","FALSE"
"TLI1032-TRUE","TLI1032","TRUE"
"TLI1032-NA","TLI1032","NA"
"TLI1033-definite distinct from demonstrative","TLI1033","definite distinct from demonstrative"
"TLI1033-?","TLI1033","?"
"TLI1033-definite same as demonstrative","TLI1033","definite same as demonstrative"
"TLI1033-NA","TLI1033","NA"
"TLI1035-NA","TLI1035","NA"
"TLI1035-?","TLI1035","?"
"TLI1035-indefinite same as one","TLI1035","indefinite same as one"
"TLI1035-indefinite distinct from one","TLI1035","indefinite distinct from one"
"TLI1036-NA","TLI1036","NA"
"TLI1036-?","TLI1036","?"
"TLI1036-indefinite word","TLI1036","indefinite word"
"TLI1036-indefinite affix","TLI1036","indefinite affix"
"TLI1037-?","TLI1037","?"
"TLI1037-NA","TLI1037","NA"
"TLI1037-singular only","TLI1037","singular only"
"TLI1037-also non-singular","TLI1037","also non-singular"
"TLI1038-?","TLI1038","?"
"TLI1038-NA","TLI1038","NA"
"TLI1038-FALSE","TLI1038","FALSE"
"TLI1038-TRUE","TLI1038","TRUE"
"TLI1039-definite affix","TLI1039","definite affix"
"TLI1039-?","TLI1039","?"
"TLI1039-definite word","TLI1039","definite word"
"TLI1039-NA","TLI1039","NA"
"TLI1040-?","TLI1040","?"
"TLI1040-NA","TLI1040","NA"
"TLI1040-TRUE","TLI1040","TRUE"
"TLI1040-FALSE","TLI1040","FALSE"
"TLI1041-?","TLI1041","?"
"TLI1041-NA","TLI1041","NA"
"TLI1041-FALSE","TLI1041","FALSE"
"TLI1041-TRUE","TLI1041","TRUE"
"TLI1042-NA","TLI1042","NA"
"TLI1042-?","TLI1042","?"
"TLI1042-nominal plural affixes","TLI1042","nominal plural affixes"
"TLI1042-pronominal plural affixes","TLI1042","pronominal plural affixes"
"TLI1043-?","TLI1043","?"
"TLI1043-Predicate negation also present","TLI1043","Predicate negation also present"
"TLI1043-NA","TLI1043","NA"
"TLI1043-No predicate negation","TLI1043","No predicate negation"
"TLI1044-?","TLI1044","?"
"TLI1044-first/one-th, two-th, three-th","TLI1044","first/one-th, two-th, three-th"
"TLI1044-first, two-th, three-th","TLI1044","first, two-th, three-th"
"TLI1044-NA","TLI1044","NA"
"TLI1044-first, two, three","TLI1044","first, two, three"
"TLI1044-one-th, two-th, three-th","TLI1044","one-th, two-th, three-th"
"TLI1044-first, second, three-th","TLI1044","first, second, three-th"
"TLI1044-one, two, three","TLI1044","one, two, three"
"TLI1045-NA","TLI1045","NA"
"TLI1045-?","TLI1045","?"
"TLI1045-prefixes","TLI1045","prefixes"
"TLI1045-suffixes","TLI1045","suffixes"
"TLI1046-?","TLI1046","?"
"TLI1046-FALSE","TLI1046","FALSE"
"TLI1046-TRUE","TLI1046","TRUE"
"TLI1047-?","TLI1047","?"
"TLI1047-TRUE","TLI1047","TRUE"
"TLI1047-FALSE","TLI1047","FALSE"
"TLI1049-FALSE","TLI1049","FALSE"
"TLI1049-?","TLI1049","?"
"TLI1049-TRUE","TLI1049","TRUE"
"TLI1050-no double negation","TLI1050","no double negation"
"TLI1050-?","TLI1050","?"
"TLI1050-double negation","TLI1050","double negation"
"TLI1051-TRUE","TLI1051","TRUE"
"TLI1051-?","TLI1051","?"
"TLI1051-FALSE","TLI1051","FALSE"
"TLI1052-TRUE","TLI1052","TRUE"
"TLI1052-?","TLI1052","?"
"TLI1052-FALSE","TLI1052","FALSE"
"TLI1053-TRUE","TLI1053","TRUE"
"TLI1053-?","TLI1053","?"
"TLI1053-FALSE","TLI1053","FALSE"
"TLI1055-FALSE","TLI1055","FALSE"
"TLI1055-?","TLI1055","?"
"TLI1055-TRUE","TLI1055","TRUE"
"TLI1056-?","TLI1056","?"
"TLI1056-TRUE","TLI1056","TRUE"
"TLI1056-FALSE","TLI1056","FALSE"
"TLI1057-?","TLI1057","?"
"TLI1057-FALSE","TLI1057","FALSE"
"TLI1057-TRUE","TLI1057","TRUE"
"TLI1058-TRUE","TLI1058","TRUE"
"TLI1058-?","TLI1058","?"
"TLI1058-FALSE","TLI1058","FALSE"
"TLI1059-TRUE","TLI1059","TRUE"
"TLI1059-?","TLI1059","?"
"TLI1059-FALSE","TLI1059","FALSE"
"TLI1060-TRUE","TLI1060","TRUE"
"TLI1060-?","TLI1060","?"
"TLI1060-FALSE","TLI1060","FALSE"
"TLI1061-TRUE","TLI1061","TRUE"
"TLI1061-?","TLI1061","?"
"TLI1061-FALSE","TLI1061","FALSE"
"TLI1062-negative affix","TLI1062","negative affix"
"TLI1062-?","TLI1062","?"
"TLI1062-negative word","TLI1062","negative word"
"TLI1062-NA","TLI1062","NA"
"TLI1062-negative tone","TLI1062","negative tone"
"TLI1063-?","TLI1063","?"
"TLI1063-NA","TLI1063","NA"
"TLI1063-FALSE","TLI1063","FALSE"
"TLI1063-TRUE","TLI1063","TRUE"
"TLI1064-?","TLI1064","?"
"TLI1064-TRUE","TLI1064","TRUE"
"TLI1064-NA","TLI1064","NA"
"TLI1064-FALSE","TLI1064","FALSE"
"TLI1065-FALSE","TLI1065","FALSE"
"TLI1065-?","TLI1065","?"
"TLI1065-NA","TLI1065","NA"
"TLI1065-TRUE","TLI1065","TRUE"
"TLI1066-FALSE","TLI1066","FALSE"
"TLI1066-?","TLI1066","?"
"TLI1066-TRUE","TLI1066","TRUE"
"TLI1066-NA","TLI1066","NA"
"TLI1067-?","TLI1067","?"
"TLI1067-NA","TLI1067","NA"
"TLI1067-more","TLI1067","more"
"TLI1067-three","TLI1067","three"
"TLI1067-two","TLI1067","two"
"TLI1067-four","TLI1067","four"
"TLI1068-NA","TLI1068","NA"
"TLI1068-?","TLI1068","?"
"TLI1068-concatenative","TLI1068","concatenative"
"TLI1068-isolating","TLI1068","isolating"
"TLI1068-reduplicative","TLI1068","reduplicative"
"TLI1068-stem change","TLI1068","stem change"
"TLI1068-tonal","TLI1068","tonal"
"TLI1069-suffixes","TLI1069","suffixes"
"TLI1069-?","TLI1069","?"
"TLI1069-NA","TLI1069","NA"
"TLI1069-prefixes","TLI1069","prefixes"
"TLI1069-tonal","TLI1069","tonal"
"TLI1070-FALSE","TLI1070","FALSE"
"TLI1070-?","TLI1070","?"
"TLI1070-NA","TLI1070","NA"
"TLI1070-TRUE","TLI1070","TRUE"
"TLI1071-TRUE","TLI1071","TRUE"
"TLI1071-?","TLI1071","?"
"TLI1071-NA","TLI1071","NA"
"TLI1071-FALSE","TLI1071","FALSE"
"TLI1072-TRUE","TLI1072","TRUE"
"TLI1072-?","TLI1072","?"
"TLI1072-NA","TLI1072","NA"
"TLI1072-FALSE","TLI1072","FALSE"
"TLI1073-TRUE","TLI1073","TRUE"
"TLI1073-?","TLI1073","?"
"TLI1073-NA","TLI1073","NA"
"TLI1073-FALSE","TLI1073","FALSE"
"TLI1074-FALSE","TLI1074","FALSE"
"TLI1074-?","TLI1074","?"
"TLI1074-NA","TLI1074","NA"
"TLI1074-TRUE","TLI1074","TRUE"
"TLI1075-FALSE","TLI1075","FALSE"
"TLI1075-?","TLI1075","?"
"TLI1075-TRUE","TLI1075","TRUE"
"TLI1075-NA","TLI1075","NA"
"TLI1076-NA","TLI1076","NA"
"TLI1076-?","TLI1076","?"
"TLI1076-suffix","TLI1076","suffix"
"TLI1076-prefix","TLI1076","prefix"
"TLI1077-?","TLI1077","?"
"TLI1077-S=Atr≠P","TLI1077","S=Atr≠P"
"TLI1077-S=Atr=P","TLI1077","S=Atr=P"
"TLI1077-S=P≠Atr","TLI1077","S=P≠Atr"
"TLI1077-S≠Atr≠P","TLI1077","S≠Atr≠P"
"TLI1078-?","TLI1078","?"
"TLI1078-P=T=G","TLI1078","P=T=G"
"TLI1078-P=T≠G","TLI1078","P=T≠G"
"TLI1078-T≠P=G","TLI1078","T≠P=G"
"TLI1078-T≠P≠G","TLI1078","T≠P≠G"
"TLI1079-?","TLI1079","?"
"TLI1079-none","TLI1079","none"
"TLI1079-lex-based","TLI1079","lex-based"
"TLI1079-cat-based","TLI1079","cat-based"
"TLI1080-?","TLI1080","?"
"TLI1080-none","TLI1080","none"
"TLI1080-cat-based","TLI1080","cat-based"
"TLI1080-lex-based","TLI1080","lex-based"
"TLI1081-?","TLI1081","?"
"TLI1081-Indirect-object construction","TLI1081","Indirect-object construction"
"TLI1081-Secondary-object construction","TLI1081","Secondary-object construction"
"TLI1081-Double-object construction","TLI1081","Double-object construction"
"TLI1082-?","TLI1082","?"
"TLI1082-5","TLI1082","5"
"TLI1082-6","TLI1082","6"
"TLI1082-4","TLI1082","4"
"TLI1082-3","TLI1082","3"
"TLI1083-?","TLI1083","?"
"TLI1083-affective meanings","TLI1083","affective meanings"
"TLI1083-logical meanings","TLI1083","logical meanings"
"TLI1084-?","TLI1084","?"
"TLI1084-Dedicated","TLI1084","Dedicated"
"TLI1084-Generic-noun-based","TLI1084","Generic-noun-based"
"TLI1084-Interrogative-based","TLI1084","Interrogative-based"
"TLI1084-Existential construction","TLI1084","Existential construction"
"TLI1085-genitive-noun","TLI1085","genitive-noun"
"TLI1085-?","TLI1085","?"
"TLI1085-noun-genitive","TLI1085","noun-genitive"
"TLI1087-?","TLI1087","?"
"TLI1087-Degree word-Adjective","TLI1087","Degree word-Adjective"
"TLI1087-Adjective-Degree word","TLI1087","Adjective-Degree word"
"TLI1088-?","TLI1088","?"
"TLI1088-initial","TLI1088","initial"
"TLI1088-not initial","TLI1088","not initial"
"TLI1089-?","TLI1089","?"
"TLI1089-NA","TLI1089","NA"
"TLI1089-verbal affix or clitic","TLI1089","verbal affix or clitic"
"TLI1089-separate particle","TLI1089","separate particle"
"TLI1089-part of the tense system","TLI1089","part of the tense system"
"TLI1089-modal morpheme","TLI1089","modal morpheme"
"TLI1090-FALSE","TLI1090","FALSE"
"TLI1090-?","TLI1090","?"
"TLI1090-TRUE","TLI1090","TRUE"
"TLI1091-?","TLI1091","?"
"TLI1091-sov","TLI1091","sov"
"TLI1091-svo","TLI1091","svo"
"TLI1091-vso","TLI1091","vso"
"TLI1091-word order free","TLI1091","word order free"
"TLI1091-vos","TLI1091","vos"
"TLI1091-ovs","TLI1091","ovs"
"TLI1091-osv","TLI1091","osv"
"TLI1092-?","TLI1092","?"
"TLI1092-FALSE","TLI1092","FALSE"
"TLI1092-TRUE","TLI1092","TRUE"
"TLI1093-?","TLI1093","?"
"TLI1093-FALSE","TLI1093","FALSE"
"TLI1093-TRUE","TLI1093","TRUE"
"TLI1094-?","TLI1094","?"
"TLI1094-TRUE","TLI1094","TRUE"
"TLI1094-FALSE","TLI1094","FALSE"
"TLI1096-?","TLI1096","?"
"TLI1096-FALSE","TLI1096","FALSE"
"TLI1096-TRUE","TLI1096","TRUE"
"TLI1097-?","TLI1097","?"
"TLI1097-FALSE","TLI1097","FALSE"
"TLI1097-TRUE","TLI1097","TRUE"
"TLI1098-TRUE","TLI1098","TRUE"
"TLI1098-?","TLI1098","?"
"TLI1098-FALSE","TLI1098","FALSE"
"TLI1099-?","TLI1099","?"
"TLI1099-FALSE","TLI1099","FALSE"
"TLI1099-TRUE","TLI1099","TRUE"
"TLI1100-?","TLI1100","?"
"TLI1100-FALSE","TLI1100","FALSE"
"TLI1100-TRUE","TLI1100","TRUE"
"TLI1101-?","TLI1101","?"
"TLI1101-TRUE","TLI1101","TRUE"
"TLI1101-FALSE","TLI1101","FALSE"
"TLI1101-NA","TLI1101","NA"
"TLI1102-?","TLI1102","?"
"TLI1102-TRUE","TLI1102","TRUE"
"TLI1102-FALSE","TLI1102","FALSE"
"TLI1102-NA","TLI1102","NA"
"TLI1103-FALSE","TLI1103","FALSE"
"TLI1103-?","TLI1103","?"
"TLI1103-TRUE","TLI1103","TRUE"
"TLI1104-TRUE","TLI1104","TRUE"
"TLI1104-?","TLI1104","?"
"TLI1104-FALSE","TLI1104","FALSE"
"TLI1105-?","TLI1105","?"
"TLI1105-TRUE","TLI1105","TRUE"
"TLI1105-FALSE","TLI1105","FALSE"
"TLI1106-?","TLI1106","?"
"TLI1106-not predictable","TLI1106","not predictable"
"TLI1106-left-leaning","TLI1106","left-leaning"
"TLI1106-unbounded","TLI1106","unbounded"
"TLI1106-right-leaning","TLI1106","right-leaning"
"TLI1107-FALSE","TLI1107","FALSE"
"TLI1107-?","TLI1107","?"
"TLI1107-TRUE","TLI1107","TRUE"
"TLI1109-?","TLI1109","?"
"TLI1109-NA","TLI1109","NA"
"TLI1109-TRUE","TLI1109","TRUE"
"TLI1109-FALSE","TLI1109","FALSE"
"TLI1110-?","TLI1110","?"
"TLI1110-NA","TLI1110","NA"
"TLI1110-FALSE","TLI1110","FALSE"
"TLI1110-TRUE","TLI1110","TRUE"
"TLI1111-?","TLI1111","?"
"TLI1111-null","TLI1111","null"
"TLI1111-dependent","TLI1111","dependent"
"TLI1111-head","TLI1111","head"
"TLI1112-?","TLI1112","?"
"TLI1112-BarkAndSkin","TLI1112","BarkAndSkin"
"TLI1112-TreeInBark","TLI1112","TreeInBark"
"TLI1112-Neither","TLI1112","Neither"
"TLI1113-neither","TLI1113","neither"
"TLI1113-?","TLI1113","?"
"TLI1113-alveolar approximants","TLI1113","alveolar approximants"
"TLI1113-uvular trills","TLI1113","uvular trills"
"TLI1115-?","TLI1115","?"
"TLI1115-N","TLI1115","N"
"TLI1115-NA","TLI1115","NA"
"TLI1115-M","TLI1115","M"
"TLI1116-?","TLI1116","?"
"TLI1116-NA","TLI1116","NA"
"TLI1116-M","TLI1116","M"
"TLI1116-N","TLI1116","N"
"TLI1116-T","TLI1116","T"
"TLI1117-?","TLI1117","?"
"TLI1117-NA","TLI1117","NA"
"TLI1117-TRUE","TLI1117","TRUE"
"TLI1117-FALSE","TLI1117","FALSE"
"TLI1118-?","TLI1118","?"
"TLI1118-NA","TLI1118","NA"
"TLI1118-TRUE","TLI1118","TRUE"
"TLI1118-FALSE","TLI1118","FALSE"
