"","glottocode","TLI0608","TLI0612","TLI0613","TLI0615","TLI0616","TLI0617","TLI0621","TLI0624","TLI0629","TLI0630","TLI0631","TLI0635","TLI0636","TLI0640","TLI0642","TLI0682","TLI0738","TLI0751","TLI0894","TLI0895","TLI0896","TLI0913","TLI0914","TLI0955","TLI0973","TLI0974","TLI0976","TLI0977","TLI0984","TLI1014","TLI1049","TLI1051","TLI1052","TLI1053","TLI1055","TLI1060","TLI1061","TLI1065","TLI1066","TLI1070","TLI1071","TLI1072","TLI1073","TLI1074","TLI1075","TLI1090","TLI1103","TLI1104","TLI1106","TLI1113"
"2051","mann1248","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","?","?","?","FALSE","TRUE","TRUE",NA,"FALSE","?",NA,NA,"?","?","?","?","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","?","neither"
"2054","many1261","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","?","?","?","TRUE","TRUE","TRUE",NA,"FALSE","?",NA,NA,"?","?","?","?","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",NA,NA,NA,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","?","neither"
"2055","maon1238","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","?","?","?","TRUE","TRUE","TRUE",NA,NA,"?",NA,NA,"?","?","?","?","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE",NA,NA,NA,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","?","neither"
"2057","maor1246","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","Simple","Small","Average (5-6)","FALSE","TRUE","FALSE",NA,NA,"FALSE","FALSE","?","?","?",NA,"FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,NA,NA,NA,"TRUE","FALSE","FALSE","FALSE","unbounded","neither"
"2060","mapu1245","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","Moderately complex","Average","Average (5-6)","TRUE","TRUE","TRUE",NA,"TRUE","FALSE","TRUE","TRUE","?","?",NA,"FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE",NA,NA,NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","left-leaning","neither"
"2068","marg1265","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","?","Moderately large","Small (2-4)","TRUE","TRUE","TRUE",NA,"FALSE","TRUE",NA,NA,"FALSE","FALSE","simple","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","?","neither"
"2073","mari1419","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","?","?","?","FALSE","FALSE","TRUE",NA,"FALSE","?","?","?","?","?",NA,"?","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE",NA,NA,NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","?","neither"
"2074","mari1424","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","?","?","?","FALSE","FALSE","FALSE",NA,"FALSE","?","?","?","?","?",NA,"?","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE",NA,NA,NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","?","neither"
"2082","mart1254","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","?","?","?","FALSE","FALSE","TRUE",NA,"FALSE","?","?","?","?","?",NA,"?","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE",NA,NA,NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","?","neither"
"2085","marw1260","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","?","?","?","TRUE","TRUE","TRUE","FALSE","FALSE","?","?","?","?","?",NA,"?","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE",NA,NA,NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","?","neither"
"2086","masa1299","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","?","?","?","TRUE","TRUE","TRUE",NA,"FALSE","?","?","?","?","?",NA,"?","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE",NA,NA,NA,"TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","?","neither"
"2090","matb1237","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","?","?","?","FALSE","TRUE","TRUE",NA,NA,"?","?","?","?","?",NA,"?","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE",NA,NA,NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","?","neither"
"2095","mato1253","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","?","?","?","TRUE","TRUE","TRUE",NA,NA,"?","?","?","?","?",NA,"?","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,NA,NA,NA,"TRUE","TRUE","FALSE","FALSE","?","neither"
"2098","matu1259","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","?","?","?","TRUE","FALSE","TRUE",NA,"FALSE","?",NA,NA,"?","?","?","?","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE",NA,NA,NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","?","neither"
"2100","maun1240","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","Complex","Moderately small","Average (5-6)","FALSE","FALSE","FALSE",NA,NA,"FALSE","TRUE","TRUE","?","?",NA,"FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE",NA,NA,NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","right-leaning","neither"
"2104","mawa1270","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","?","?","?","FALSE","TRUE","TRUE",NA,"FALSE","?",NA,NA,"?","?","?","?","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","?","neither"
"2106","maxa1247","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","Moderately complex","Small","Average (5-6)","TRUE","FALSE","TRUE",NA,NA,"FALSE","?","?","?","?",NA,"FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,NA,NA,NA,"TRUE","TRUE","FALSE","FALSE","?","neither"
"2115","mayo1261","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","?","?","?","TRUE","TRUE","TRUE",NA,"FALSE","?",NA,NA,"?","?","?","?","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","?","neither"
"2118","maza1291","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","?","?","?","TRUE","TRUE","TRUE",NA,NA,"?","?","?","?","?",NA,"?","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE",NA,NA,NA,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","?","neither"
"2121","mbal1255","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","?","?","?","FALSE","TRUE","TRUE",NA,"TRUE","?",NA,NA,"?","?","?","?","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE",NA,NA,NA,"TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","?","neither"
"2123","mbar1253","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","?","?","?","FALSE","FALSE","FALSE",NA,"FALSE","?","?","?","?","?",NA,"?","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE",NA,NA,NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","?","alveolar approximants"
"2124","mbar1254","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","?","?","?","FALSE","FALSE","TRUE",NA,"FALSE","?","?","?","?","?",NA,"?","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE",NA,NA,NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","?","alveolar approximants"
"2126","mbay1241","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","?","?","?","TRUE","FALSE","TRUE",NA,NA,"?",NA,NA,"?","?","?","?","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","?","neither"
"2127","mbee1249","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","?","?","?","TRUE","TRUE","TRUE",NA,"TRUE","?",NA,NA,"?","?","?","?","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",NA,NA,NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","?","neither"
"2130","mbiy1238","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","?","?","?","FALSE","FALSE","FALSE",NA,"FALSE","?","?","?","?","?",NA,"?","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE",NA,NA,NA,"TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","?","alveolar approximants"
"2131","mboc1235","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","?","?","?","FALSE","TRUE","TRUE",NA,"FALSE","?",NA,NA,"?","?","?","?","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE",NA,NA,NA,"TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","?","neither"
"2136","mbuk1243","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","?","?","?","TRUE","TRUE","TRUE",NA,NA,"?",NA,NA,"?","?","?","?","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","?","neither"
"2138","mbuu1238","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","?","?","?","TRUE","TRUE","TRUE",NA,"FALSE","?",NA,NA,"?","?","?","?","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",NA,NA,NA,"TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","?","neither"
"2143","mehi1240","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","?","?","?","TRUE","FALSE","TRUE",NA,NA,"?","?","?","?","?",NA,"?","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE",NA,NA,NA,"TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","?","neither"
"2144","mehr1241","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","?","?","?","FALSE","TRUE","TRUE","FALSE",NA,"?","?","?","?","?",NA,"?","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","?","neither"
"2148","mend1266","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","?","?","?","TRUE","TRUE","TRUE",NA,"FALSE","?",NA,NA,"?","?","?","?","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",NA,NA,NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","?","neither"
"2157","mere1246","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","?","?","?","TRUE","TRUE","TRUE",NA,NA,"?",NA,NA,"?","?","?","?","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","?","neither"
"2158","merg1238","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","?","?","?","TRUE","FALSE","TRUE","TRUE","FALSE","?","?","?","?","?",NA,"?","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE",NA,NA,NA,"TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","?","neither"
"2162","meru1245","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","?","?","?","FALSE","TRUE","TRUE",NA,"FALSE","?","?","?","?","?",NA,"?","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE",NA,NA,NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","?","neither"
"2163","mesc1238","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","?","?","?","TRUE","FALSE","TRUE","FALSE",NA,"?",NA,NA,"?","?","?","?","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","?","neither"
"2168","mesq1240","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","?","?","?","TRUE","TRUE","TRUE",NA,"FALSE","?","?","?","?","?",NA,"?","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","?","neither"
"2170","mewa1250","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","?","?","?","TRUE","FALSE","TRUE","FALSE",NA,"?","?","?","?","?",NA,"?","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE",NA,NA,NA,"TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","?","neither"
"2173","mezq1235","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Complex","Average","Large (7-14)","TRUE","FALSE","TRUE","FALSE",NA,"TRUE",NA,NA,"FALSE","FALSE","simple","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","?","neither"
"2174","mfum1238","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","?","?","?","TRUE","TRUE","TRUE",NA,"FALSE","?",NA,NA,"?","?","?","?","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",NA,NA,NA,"TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","?","neither"
"2179","mich1243","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","?","?","?","TRUE","TRUE","TRUE",NA,NA,"?","?","?","?","?",NA,"?","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE",NA,NA,NA,"TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","?","neither"
"2180","mich1245","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","?","?","?","TRUE","FALSE","TRUE",NA,"FALSE","?","?","?","?","?",NA,"?","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE",NA,NA,NA,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","?","neither"
"2186","miju1243","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","?","?","?","TRUE","FALSE","TRUE","FALSE","TRUE","?",NA,NA,"?","?","?","?","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE",NA,NA,NA,"TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","?","neither"
"2191","mind1253","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Moderately complex","Small","Large (7-14)","TRUE","FALSE","TRUE","FALSE",NA,"FALSE",NA,NA,"?","?","complex","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE",NA,NA,NA,"TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","?","neither"
"2193","ming1252","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","?","?","?","TRUE","TRUE","TRUE","FALSE","TRUE","?","?","?","?","?",NA,"?","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","?","neither"
"2198","minn1241","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Moderately complex","Average","Average (5-6)","TRUE","FALSE","TRUE","FALSE",NA,"FALSE",NA,NA,"FALSE","FALSE","complex","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",NA,NA,NA,NA,NA,"TRUE","FALSE","FALSE","FALSE","?","neither"
"2200","miny1240","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","?","?","?","TRUE","FALSE","TRUE","FALSE","FALSE","?",NA,NA,"?","?","?","?","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE",NA,NA,NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","?","neither"
"2201","mira1251","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","?","?","?","TRUE","TRUE","TRUE",NA,"TRUE","?","?","?","?","?",NA,"?","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE",NA,NA,NA,"TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","?","neither"
"2217","mmaa1238","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","?","?","?","TRUE","TRUE","TRUE",NA,"FALSE","?",NA,NA,"?","?","?","?","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE",NA,NA,NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","?","neither"
"2219","mmen1238","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","?","?","?","TRUE","TRUE","TRUE",NA,"FALSE","?",NA,NA,"?","?","?","?","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE",NA,NA,NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","?","neither"
"2220","moch1256","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","?","?","?","TRUE","TRUE","TRUE",NA,"FALSE","?","?","?","?","?",NA,"?","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE",NA,NA,NA,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","?","neither"
"2221","moch1259","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","?","?","?","TRUE","FALSE","TRUE",NA,"TRUE","?","?","?","?","?",NA,"?","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE",NA,NA,NA,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","?","neither"
"2222","moco1246","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","?","?","?","TRUE","FALSE","TRUE",NA,"TRUE","?","?","?","?","?",NA,"?","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE",NA,NA,NA,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","?","neither"
"2223","mode1248","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","Complex","Average","Average (5-6)","TRUE","TRUE","TRUE","FALSE",NA,"TRUE","TRUE","TRUE","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE",NA,NA,NA,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","right-leaning","neither"
"2225","mofu1248","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","?","?","?","TRUE","TRUE","TRUE",NA,NA,"?",NA,NA,"?","?","?","?","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","?","neither"
"2226","mogh1245","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","Complex","Average","Average (5-6)","TRUE","TRUE","TRUE",NA,NA,"TRUE","?","?","FALSE","FALSE",NA,"TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE",NA,NA,NA,"TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","?","uvular trills"
"2234","mokp1239","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","?","?","?","TRUE","FALSE","TRUE",NA,"FALSE","?",NA,NA,"?","?","?","?","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",NA,NA,NA,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","?","neither"
"2235","moks1248","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","?","?","?","TRUE","TRUE","TRUE",NA,"TRUE","?","FALSE","FALSE","?","?",NA,"?","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE",NA,NA,NA,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","unbounded","neither"
"2236","mola1238","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","?","?","?","TRUE","FALSE","TRUE",NA,NA,"?","?","?","?","?",NA,"?","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","?","neither"
"2239","molo1266","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","?","?","?","TRUE","TRUE","TRUE",NA,NA,"?",NA,NA,"?","?","?","?","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","?","neither"
"2244","mong1331","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","?","?","?","TRUE","FALSE","TRUE","FALSE","FALSE","?","?","?","?","?",NA,"?","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE",NA,NA,NA,"FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","?","neither"
