"","GB024ri","GB026","GB027","GB028","GB030","GB031","GB035","GB036","GB037","GB039c","GB041c","GB046C","GB047","GB048","GB059","GB065ri","GB068","GB069","GB074c","GB075c","GB081","GB083c","GB084c","GB095C","GB096C","GB098C","GB099","GB103","GB104","GB105","GB107C","GB108","GB109C","GB110cC","GB111C","GB113","GB116","GB117","GB118","GB122","GB123","GB124","GB126","GB127","GB129","GB130ri","GB131","GB132","GB134","GB135","GB136","GB137","GB138","GB139","GB140","GB146","GB149C","GB150","GB151","GB152","GB156","GB158","GB159","GB167","GB177","GB203ri","GB204","GB250","GB251m","GB256","GB257","GB260","GB265","GB273","GB297","GB298","GB299","GB300","GB301","GB309c","GB313","GB324","GB325","GB326","GB327","GB332nom","GB334","GB335","GB402","GB403","GB408","GB409","GB410","GB415","GB480m","GB500drm","GB501drm","GB510m","GB549drmc","GB550m","GB551mC","GB552m","GB553drmcC","GB555m","GB556m","GB557drm","GB558drm","GB559drm","GB561drmc","GB563m","GB567drm","GB568drm","GB590mC","GB591mC","GB595m","GB606m","GB620drmc","GB621drmc","GB622drmc","GB623drmc","GB624drmc","GB625mC","GB701drm","GB702drm","GB704drm","GB777drm","GB800m","GB850drm","GB852drmC","GB853drm","GB887drmc","GB888drmcC","GB900OM","GB945m","GB949m","GB950m","GB951drmcC","GB952drmcC","GB954drmcC","GB955drmc","GB990drmcC","GB991drmcC","GB995S"
"aime1238","2","0","0","1","1","1","1","1","0","0","0","1","1","1","0","1","0","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0",NA,"0","0","1","1","0","0","1","1","0","1","0","0","1","1","1","1","0","1","1",NA,"0","1","1","1","0","1","0","0","0","2",NA,NA,"1","0","1","0",NA,NA,NA,"0","1","0","0","0",NA,"0","0","1","0","body-part tallying system","0","0","0","0","0","1","1","0","1","1","1","0","1","1","0","0","1","0","0","1","1","1","1","1","1","0","1","0","1",NA,"1","1","0","0","1","1",NA,NA,NA,"1",NA,NA,NA,"0","1","1",NA,"1","0","0",NA,NA,"0","0",NA,NA,"noun-adj and noun-dem"
"ainu1240","1","0","1","1","0","0","1","0","0","0","0",NA,"0","0","0","1","1","1","0","1","0",NA,NA,NA,"1","1",NA,NA,"0","1","1","1","1",NA,NA,"1",NA,"1",NA,"1","1","1","1","0","0","1","0","0","1","1","1","1","1","1","0",NA,"0","0","0","0","0","1","1","0","0","2","0","1","0","0","1","0","0","1","0","0","1",NA,NA,NA,"0","0",NA,"1","0",NA,"0","1",NA,"1","0","0","1","1","0","1","1","1",NA,"0","0","1",NA,"1","1","0","1","1","1","1","1","1",NA,"1","0",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","0",NA,NA,"neither","1","0","1",NA,NA,"0",NA,NA,NA,"adj-noun and dem-noun"
"ajas1235","1","0",NA,"0","0","0","1","0","0","0","0","0","0",NA,"1","2","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1",NA,"1",NA,"0","1","0","0",NA,"0","1",NA,"0","1","0","1",NA,"1","1","1","0",NA,"0",NA,"0","0",NA,NA,NA,"0",NA,"1","0",NA,NA,"0","1","0",NA,NA,"0","0",NA,"0","1",NA,NA,"0",NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,"0","0","0",NA,NA,"1",NA,NA,"1","1","1","1",NA,NA,"0",NA,"1","1","1","1","1","1","0","0","0","1",NA,"1","0","1",NA,NA,"marker of standard with elsewhere locational meaning","1",NA,"0",NA,NA,"0","0",NA,NA,"noun-adj and dem-noun"
"akab1249","2","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","1","1","1","0","1","1","1","1","0","0",NA,"0","0","0","0","1","0","0",NA,"1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","1","2","0","0","1","0","0","0","0","1","0","1","1","1",NA,"0","0","1","0","1","1","neither","0","0","0","0","1","0","0","0","1","1","0","0","1","1","0","0","1","0","0","1","1","1","0","1","0","0","0","1","0","0","1","1","1","1","0","1","0","0","0","1","1","1","1","0","1","1","neither","1","0","1","0","0","0","1","0","1","adj-noun and noun-dem"
"akka1240","1","0","1","0","1","0","0","0","0","0",NA,"0","1","1",NA,"2","0","0","1","0","1","1",NA,"0","0","0","0","0","0","1","0","1","0","0","1",NA,"0","0",NA,"0",NA,NA,"0","0",NA,NA,"0","0","1",NA,"0","0","1","1","1",NA,"0",NA,NA,"1","0","1",NA,NA,"0","2","0","0","1","0","1","0","0","0","1","0","1","0",NA,"0","0","0","0",NA,"1","decimal system","0","0",NA,NA,"1","0","1","0","1","0","0",NA,"1","0","1","0","1","1","0","1","1","1","1","1","1","1","0","1","0",NA,"1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","1","marker of standard with elsewhere locational meaning","1","0","0","0","1",NA,"1",NA,"1","noun-adj and noun-dem"
"akoo1248","2","0","1","1","1","1","1","0","0","0","0","0","1","1",NA,NA,"0","0","1","0","0","1","1","0","0","0","0","1","1","1","1","0","0","0","1","1","0","1","1","0","0","0","0","0","0","1","0","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","1","1","0","2","1","1","0","0",NA,"0","1","0","0","0","0","0","1","1","1","0",NA,"0","1","decimal system","0","0","0",NA,"0","0","1","0","0","1","0","1",NA,"0","1","0",NA,"0","0","1","1","1","1","1","1","1",NA,"0","0","0","1","1","0","1","0","1",NA,NA,NA,"1","0","1","1","1",NA,NA,"neither","1","0","0","1","0","0","1","0","1",NA
"alab1237","2","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1",NA,"0","1","1","1","1","0","1","1","1","1","1","0","1","1","1","0","1","1","0","0","1",NA,NA,NA,"0","1","0","1","0","0","1","1","0","0","0","1",NA,"1","0","1","1",NA,"0","0","0","0","0","2",NA,"0","1","0","1","0","0","1","0","0","0","0",NA,"0","0","0",NA,"0","0",NA,NA,NA,"0","0","1","0","0","0","1","0","0","0","1","0","0",NA,"1","1","0","1","1","1","1","1","0","1","0","1",NA,"0","1","1","1","1","1","1","1","0","1","1","1","1","1","0","0",NA,"neither","1","0","0",NA,NA,"0","0",NA,NA,"adj-noun and noun-dem"
"alab1254","1","0","1","0","1","0","0","0","1","1","0","0","1","1","0","1","0","1","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0",NA,"0","0","1","0","0","1","0","0","1","1","0","1","0","1","1","1","0","1","1","1","0","1","0","0","0",NA,"1","0","1","0","1","0","1","1","0","0","0","0","0","1","1","0","0","1","0","decimal system","0","0","0","0","1","0",NA,"1","1","1","0","1","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","0","0","0","1","1","0","0","1","1","0","0","0","1","0","1","1","1","1","1","neither","1","1","0","0","0","0","1","0","1","adj-noun and dem-noun"
"alac1244","1",NA,"0","1","1","0","0","0","1","0",NA,"0",NA,NA,"0","2","1","0","1","0","0",NA,NA,"0",NA,"1",NA,"0","0","1","1",NA,"1","1","1","1","0","1",NA,"0","1","0","1",NA,"0","2","1","0","1","1","1","0","1","1","0",NA,"0","0","0","0","0","1","0","0","0","1","1","1","1","0","0","0",NA,"0","0","0","1",NA,"0",NA,"0","0","0","0","1","neither","0","1","1","1","1","0","1","0","1","1","1","1","1","1","1","0","0","1",NA,NA,"1","1","1","1","1",NA,"0","1",NA,NA,"1","1","1","0","1","1",NA,NA,NA,"1","1","1","0","1","0",NA,"marker of standard with elsewhere locational meaning","1","0","1","1","0","0","1",NA,"1","adj-noun and noun-dem"
"alag1248","2","0","0","0","0","0","1","0","1","1","1","1","1","1","0","2","0","0","1","0","0","1","0","0","0","0","0","1","1","0","1","1","0","0","1","1","0","1","0","0","0",NA,"1","0","0","1","0","0","1","1","1","1","0","1","1","0","0",NA,"0","1","0","1","1","0","0","2",NA,"1","1",NA,"1","0","0","1",NA,"0","0","0","0","0","0","0",NA,"1","1","decimal system","0","0","0","0","0","0","1","0","1","1","0","0","1","0","1","0","1",NA,"0","1","1","1","1","1","1","1","0","1","0",NA,"1","1","1","1","1","1","0","0","0","1","0","0","0","0","1","0","neither","1","0","0","1","0","0","1","0","1","noun-adj and noun-dem"
"aleu1260","1","0","1","0","0","1","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","1","0","0","1","0","1","0","0","0","1","1","0","1","1","0","0","1","0",NA,"0","1","0","0","1","1","1","1","0","1","1","0","0","1","1","1","0","0","0","0","0","2","1","1","1","0","0","0","0","1","0","0","0","0","0","1","0","1","0","1","1","decimal system","0","0","0","0","0","1","1","0","1","1","0","0","1","0","0","0","1","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1",NA,"1","1","1","1","1","0","1","0","1","adj-noun and noun-dem"
"alse1251","1","0","1","1","0","1","0","0","0","1",NA,NA,"1","1","0","1","0","0","1","1","0","0","1","0","0","0","0",NA,"1",NA,"0","1","1","1","0","1","0","1",NA,NA,"1","0",NA,NA,"0","1","0","0",NA,NA,"0","0","1","1","0",NA,NA,NA,NA,NA,"0","1","1","0",NA,"1","1","1",NA,NA,NA,NA,"1","0","0",NA,"1","0","1","0","1","0","1","0",NA,"decimal system","1","0","0","0","1","0","1","0","1","0","0",NA,"1","1","0","0","1","1",NA,"1","1",NA,NA,"1",NA,NA,"0","1",NA,NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","neither","1","1",NA,"0","0","0","1","0","1","adj-noun and dem-noun"
"aluk1238","1","0","1","0","1","0","0","0","0","1","0",NA,"1","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0",NA,"1","0","0","0","0",NA,"0","1",NA,"0","1","0","1","1","1",NA,"1","0","1",NA,"1","0","1","0","1","0","0","1","0","0","2","1","0","1",NA,"0","0","0",NA,"1","0","1","0","0","0","0","0","0",NA,"0","decimal system","0","0","0","0","1","0","1","0","1","1","1","1","1",NA,"1",NA,"1","1",NA,"1","1","1","1","1","0","1","1","0","1",NA,"1","1","0","0","1","1",NA,NA,NA,"1","1","1","0","1","1","1","marker of standard with elsewhere locational meaning","1","0","0","0","0","0","1","0","1","adj-noun and dem-noun"
"amah1246","2",NA,"0","0","0","0","0","0","0","0",NA,NA,NA,NA,"1","1",NA,"0","0","1","0","1","1","1","0","0","0","1",NA,"1","1","1","1",NA,"0","1",NA,"0",NA,"0",NA,"0",NA,NA,"0","1","0","0","1","1","1","0","0","0","0",NA,"0","1","1","1","0","1",NA,"0","0","2",NA,NA,"0","1","0","0",NA,NA,"0","0","0",NA,NA,"1","0","0","0","1","1",NA,NA,NA,NA,NA,NA,"1","0","0","1","0","0",NA,"1","0","0","0","1","1","0","1","1","1",NA,"1",NA,NA,"0","1","1","1","1","1","0","0","1","1","0","0","0","1",NA,"1","1",NA,"1","1",NA,"1","0","0","0","0","0","1","0","1","adj-noun and noun-dem"
"amam1246","2","0",NA,"1","0","1","0","1","0","0","0","0",NA,NA,"0","1","0","0","0","1","0","1","1","1","0",NA,"0","0","0","1","1","1","0","0","0","0","0","0","1","1","1",NA,"1","0","0","1","0","0","1","1","1","1","0","1","1","0","0","1","1","1",NA,"0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","neither","0","0","0","0","0","1","0","0","1","1","0",NA,"0","0","1","0",NA,NA,NA,"1","0","1","1","1","1","1","0","0","0",NA,"1","1","1","1","1","1","0","0","0","1","1","1","0","1","1","0",NA,"1","0","1","0","1","0","1","0","1","noun-adj and noun-dem"
"amap1240","2","0","0","1","0","0","0",NA,NA,"0","1","0","1","0","1","1","0","0","0","1","0","1","1","0","1","1",NA,"1","0","0","1","1","1","0","1",NA,"0","0",NA,"1","1",NA,"0","0","0","1","0","0","1","1","0","1","0","1",NA,"1","0",NA,NA,NA,NA,"1","1","0","0","2",NA,"0","0","0",NA,NA,NA,NA,NA,"0","1","1","0","1","0","1","0",NA,"1","body-part tallying system","0","0","0","1","0","0","1","0","1","0","1","0","1","0","1","0","1","0","0","1","1",NA,"0","1","0","0","1","0","0","1","1","1","1","0","1","1","1","0","1","1",NA,"1","1","1","1","0",NA,"1",NA,NA,NA,NA,"0","0",NA,NA,NA
"amas1236","2","0","1",NA,"0","0","0","0","0","0","1","0","1","1","0","1","0","0","0","1","0",NA,NA,NA,NA,NA,"0","0","0","0",NA,"0",NA,NA,NA,"1","0","1",NA,"0","1",NA,NA,NA,"0","1","0","1",NA,NA,NA,"0","0","1","1","0",NA,NA,"0",NA,"0","0","1","0","0","2",NA,"1",NA,NA,"1","0","0","0","0","0","1","0",NA,"0","1","0","0","1",NA,NA,"0","1",NA,NA,"1","0","0","0","1","0","1",NA,"1","0","0","0","1","1","0","1","1","1","0","1","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","0","0","1",NA,"1","1","1","marker of standard with elsewhere locational meaning","1","0","0",NA,NA,"0","0",NA,NA,"noun-adj and noun-dem"
"amii1238","2","0","0","1","1","1","0","0","0","0","0","0",NA,NA,"1",NA,"1","0","1","1","0","1","0","1","0","1","1","0","0","0","0","1","0","0","0","1","1","0","1","0","1","0","0","1","0",NA,"0","1","1",NA,"0","0","1","1","0","1","0","0","0","1","0","0","1","0","0","2",NA,"1","0","1",NA,NA,NA,NA,"0","0","0","0","0","1","1","0","0","0","0","neither","0","0","0","0","0","0","1","0","1","1","0",NA,"1","1","1","0","1",NA,NA,"1","1","1","1","1","0","1","0","1",NA,"1","1","1","1","1","1","1","0","0","0","1",NA,"1","1","0","1","0","conjoined clauses","1","0",NA,NA,NA,"0","0",NA,NA,"noun-adj and noun-dem"
"anci1242",NA,"1","1","0","1","1","1","0","0","0","0","0","1","1","0",NA,"0","0","1","1","0","1","1","0","0","0","0","0","0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","0",NA,"0","1","1","0","0","0","1","1","1","0","0",NA,"0","0","0","1","0","1","0",NA,"1","1","1","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","1","decimal system","0","0","1","1","1","0","0","0","1","0","0","1","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","0","0","1","1","1","0","0","1","1","1","0","1","1","1","1","1","1","1","1","neither","1","0","1","1","1","0","1","0","1",NA
"anci1244",NA,"0","0","0","1","0","0","0","0",NA,"0","0","1","1","1","2","0","0","1","0","0",NA,NA,"1","0","0","0","0","0","0","0","0","0","0","1","0","0","1",NA,"0","0","0","1","0","0","2","1","0","1","1",NA,"1","1","1","1","0","0","0","0","0","0",NA,"1","0","0","1","0","0","1","0","0","0","0","1","0","0","1",NA,NA,"0","0","0","0","0","1","decimal system","0","0",NA,NA,"1","0",NA,"0","0","1","0","0",NA,"1","1","0",NA,"1","0","1","1","1","1","1","1","1",NA,"1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","0",NA,NA,"neither","1","0","1","0","1","0","1","0","1","noun-adj and noun-dem"
"anei1239","2","0","1","1","0","1","1","0","0","0","0",NA,"1",NA,"1","2","1","0","1","0","0",NA,NA,NA,NA,NA,"0","0","0","1",NA,"1",NA,NA,"0","0","0","0","1","1","0","0","1","0","0","2","1","1","1","0","1","0","0","1","0","1",NA,"0","0","0","0","1","0","0","0","2",NA,NA,NA,NA,"1","0","0","0","0","0","1","0",NA,"0","1","1","0","1","1","neither","0","0",NA,NA,"1","0","1","0","1","1","1","1","1","1","1","0","1","0","0","1","1","1","1","1","0","1","1",NA,"0","0","0","0","1","0","1",NA,"0","0","0","0",NA,"0",NA,"0","1","1","marker of standard with elsewhere locational meaning","1","0","1",NA,NA,"0","0",NA,NA,"noun-adj and noun-dem"
"anga1288","2","0","1","1","0","1","0","0","1","0","0","0","1","1","0","1",NA,"1","0","1","0","1","1","0",NA,NA,"0",NA,"0","1","0","0",NA,"0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1",NA,"1","1","0","1",NA,"0",NA,NA,"0","0","0","1","0","0","0","2",NA,"0",NA,"0","0","0",NA,NA,"0","1","1","0","0","0","1","0",NA,"0","1","decimal system","0","1","0","0","1","0","1","0","1","1","1",NA,"1","1","0","0","1","1","0","1","1","1","1","1","0","1","0",NA,"1","1",NA,NA,NA,NA,NA,"0","1","0","1","1","1","1",NA,"1","1","1",NA,"1","0","1","1","1","0","1","0","1",NA
"ango1257","2",NA,"1","0","0","0","1","0","0","0","0",NA,NA,"1","0","1","1","0","0","1","0",NA,NA,"0","0","0","0","0","0","0","1",NA,NA,NA,"1","0","0","1",NA,"0",NA,"0","1",NA,"0","1","0","0","1","1","1","0","0",NA,"0",NA,"0","0",NA,NA,"0",NA,NA,NA,"0","2",NA,NA,"1",NA,"0","0",NA,NA,"0","0","0",NA,NA,NA,"0","0",NA,"1","1",NA,NA,NA,NA,NA,"0","1","0","0","1","1","1",NA,"1",NA,"0","0","1","1","0","1","1","1","1","1",NA,"1","0","0","1",NA,"1","1","0","0","1","1",NA,NA,NA,"1",NA,NA,NA,NA,"0",NA,NA,"1","1","0","0","0","0","1","0","1","noun-adj and noun-dem"
"anuu1241","2","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1","1","0","1","0",NA,NA,NA,NA,NA,"0","0","0","1",NA,"0",NA,NA,NA,"0","0","0","1","0","0","0","1","0","0","1","0","1","1","0","1","0","0","1","1","0",NA,"1","0","0","0","1","0","0","0","2","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0",NA,NA,NA,"0","0","1","0","1","0","0","1","0","0",NA,"1","0","0",NA,"1","0","1","1","1","0","1","0","0",NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0","0","0","1","1",NA,"1",NA,NA,"marker of standard with elsewhere locational meaning","1","0","1","0","1","0","1","1","0","adj-noun and noun-dem"
"apin1244",NA,"0","1","1","0","0","1","0","0","0","0",NA,"0","1","1","1","1","1","0","1","0",NA,NA,NA,NA,NA,"0","0","0","0",NA,"0",NA,NA,"1","1","0","1","1","0","0","0","0","1","0","1","0","0","1","1","1","1","0","0","0","0",NA,"0","1","0","0",NA,"0","0","0","2",NA,"0","0","0","1","0","1","0","0","0","1","0","0","0","0","0",NA,"0","1",NA,NA,NA,"0","1","1","1","1","0","0","0","1","0",NA,"1","0",NA,NA,"0",NA,"1","1","1","1","1","0","0",NA,NA,"1","1","1","1","1","1","0",NA,"1","1","1","0","0","1",NA,"1",NA,NA,"neither","1","0","1","0","1","0","1","1","0","noun-adj and noun-dem"
"apma1240","2","0","1","1","0","0","0","0","0","0","0","0","1","0","1","2","1","0","1","0","0",NA,NA,"0","0","0","0","0","0","0","1","0","0","0","1","1","0","1","1","1","0",NA,"1","0","0","1","0","1","1","1","1","1","1","1","1","0","0","1","0","0","0","1","1","0","0","2","0","0","0","0","1","0","1","1","0","0","0","0","0",NA,"1","1","0","1","1","neither","0","0","0","0","0","0","0","0","0","0","0","1",NA,"1","0","0",NA,"1","0","0","0","1","0","1","0","0",NA,"1","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0",NA,NA,"neither","1","0","0","0","0","0","1","1","0","noun-adj and dem-noun"
"apur1254","1","0",NA,"0","1","0","0","0","0","1","0",NA,"1","1","1","1",NA,"1","0","1","0","0","1","0","1","0","0","0","0","1","1","0",NA,"0","1","1","1","1",NA,"0",NA,"1","1","0","0","1","0","0","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0",NA,NA,"1",NA,NA,"1","0",NA,NA,"0","0","1",NA,"0","0","0","0",NA,"0","1","neither","0","0",NA,NA,NA,NA,NA,"0","1",NA,NA,NA,"1","0","1","0","1","1","1","1",NA,"1","0","1",NA,"1","0","1","0","0","1","1","1","1","1","1","1","1","0","1",NA,"1","1","0","1","0",NA,"1","0","0","0","0","0","1","0","1",NA
"arak1252","2","0","1","1","0","0","1","1","0","0","0","0","0","0","1","2","1","1","1","0","0",NA,NA,NA,NA,NA,"0","0","0","0",NA,"0",NA,NA,"0","1","0","0","1","0","0","1","1","0","0","1","0","1","1","1","1","0","0","1","1","0",NA,"1","0","0","0","1","1","0","0","2","1","0","0","0","1","0","1","0","0","0","1","0","0",NA,"1","0",NA,"1","1","decimal system","0","0","0","0","0","0","0","0","0","0","1","0",NA,"0","0","1",NA,"0","0","0","1","1","0","1","0","0",NA,NA,"0","1","0","0","1","0","1",NA,"0","0","0","0","0","0",NA,"0",NA,NA,"conjoined clauses","1","0","1","0","0","0","1","1","0","noun-adj and noun-dem"
"arao1248","2","0","1","1","0","1","0","0","1","0","0","1","0","0","1","1","0","1","0","1","0","1","0","0","0","0","0","1","0","1","1","0","0","0","1","1","0","1","1","0","0","1","0","1","0","1","0","0","1","1","0","0","0","1","0","1","1","0","1","1","0","0","0","0","0","1","1","0","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","1","neither","1","0","0","0","0","1","0","0","1","1","0","0","1","1","0","0","1","0","0","1","1","1","1","1","1","0","1","0","1","0","0","1","1","0","1","1","1","0","1","1","1","1","1",NA,"1","1","neither","1","1","0","0","1","0","1","0","1","adj-noun and noun-dem"
"arap1274","1","0","0","1","0","0","1","0","0","0","0","0","1","1","0","1","1","1","1","1",NA,"1","1","0","0","1","0","1","1","1","1","1","0","0","1","1","0","1","0",NA,"0","0","0","0","0","2","1","1","1","1","0","0","1","1",NA,"0","1","0","0","0","0","1","0","0","1",NA,"1","1","0","0",NA,"0","1","0","0","0","0",NA,"0","0","0","0","1","1","1","decimal system","1","0","0",NA,"0","0","1","0","1","0","0","1","0","0","1","0",NA,"1","0","1","1","1","1","1","1","0","0","1","0","0","1","1","1","0","1","1","1","0","1","1","1","1","1","0","1","0","neither","1","0","0","0","0","0","1","0","1","adj-noun and dem-noun"
"araw1273",NA,"0",NA,"1","0","0",NA,"0","0",NA,NA,NA,"0","1","1","1","0","1","0","1","0",NA,NA,"0","0","1","0","0","0","1","0","0",NA,"0","0","1","0","0",NA,"0","0","1","0",NA,"0",NA,"0","0",NA,NA,"0","0","0","1","0","0","1","0","1","0","0","1",NA,NA,"0",NA,NA,"0","0","0","0","0",NA,NA,"0","0","1","0",NA,NA,"0","0",NA,"0",NA,"neither","0","0","0","0","0","0","1","0","1","0","1",NA,NA,"0",NA,"0",NA,"0","0","0","1","1",NA,"1",NA,"0","0","1","1",NA,"1","1","0","1","0","1","1","1","1","1",NA,"1","1","0","1","0",NA,NA,"0","1",NA,NA,NA,NA,NA,NA,NA
"araw1276","1",NA,"1","0","1","0","1","0","0","1",NA,NA,NA,"1","1","1","1","1","0","1","0","0","1","0","1","0","0","0","0","0","1","1","0",NA,"0",NA,"0","1",NA,"0",NA,NA,"1",NA,"0","1","1","1",NA,NA,"0","0","1",NA,NA,"1","0",NA,"0","0","0",NA,NA,"0","0",NA,NA,"1",NA,NA,"1","0",NA,NA,"0","0","1","0","0","1","0","0","0","0","1","neither","0","0",NA,NA,NA,NA,NA,NA,"0","1",NA,NA,NA,"1","1","0",NA,"1","1","1","1","1","1","1","0","1",NA,NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1",NA,"1","1","1",NA,NA,NA,"1","0","0","0","0","0","1","0","1","adj-noun and dem-noun"
"arbo1245","2","0","0","0","1","0","1","0","0","1","1","0",NA,NA,"0","2","0","0","0","1","0",NA,NA,"0","0","1","1","0","0","1","1","0","1","0","1","1","0","1","0",NA,NA,NA,"1","0","0","1","0","1","1","1","1","1","0","1","1","0","0","0","0","0","0","1","1","0","0","2","0",NA,NA,NA,"1","0",NA,NA,"0","0","1","0",NA,NA,"1","0","0","0","1","decimal system","0","0","1","1","1","0","1","0","1","1","0",NA,"1","1","1","0","1","1","0","0","1","1","0","1","1",NA,"0","1",NA,"0","1","1","0","1","1","1","0","0","0","1",NA,"1","1","0",NA,NA,NA,"1","0","0","1","0","0","1","0","1","noun-adj and noun-dem"
"arch1244","1","0","1","1",NA,"0","1","1","0","1","1",NA,NA,NA,"0","1","0","0","0","1","1",NA,NA,"1","0",NA,NA,"0","0","0","1",NA,NA,"1","1",NA,"0",NA,"0","1","1","0",NA,"0","0","1","0","0","1",NA,"1","1","0","1","0",NA,"0",NA,"0","1","0","1","0","1","0",NA,"1","0","1","0","1","1","0","0","0","0","0",NA,"0",NA,"1","0",NA,NA,"0","decimal system","0","0",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","0","1",NA,"1","0","0",NA,"1","1","1","1","1","1",NA,NA,"1","0","1","1","1","1","0","1",NA,NA,NA,"1","1","1","0","1","1","1","neither","1","1","0","0","0","0","1","0","1","adj-noun and dem-noun"
"area1240","1","0","1","1","0","0","1","1","0","0","0","1","1","0","1",NA,"1","1","1","0","0",NA,NA,NA,NA,NA,"0","0","0","0",NA,"1",NA,NA,"0","1","0","1","1","1","0","1","0","0","0","1","0","1","1","1","0","0","0","1","1","1",NA,"0","0","1","0","1","1","0","0","1","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","1","1","decimal system","0","0","0","0","1","0","0","0","1","1","1","0","0","1","0","1",NA,"0","0","1","1","1","0","1","0","0","0",NA,"0","0","0","0","1","0","1",NA,"0","0","0","0","1","0",NA,"0","0",NA,"neither","1","0","1","0","0","0","1","1","0","noun-adj and noun-dem"
"argo1244","1","0","0","0","1","0","0","0","1","0",NA,"0","1","1","0","1","0","0","1","1","0","0","0","0","0","0","0","1","1","0","1","1","0","0","1","1","0","1","0",NA,NA,"0","1","0","0","1","0","0","1","1","1","0","0","1","0","0","0",NA,"0","0","0",NA,"0","0","0","1","1","0","1","0","0","0","0","1","0","0","0",NA,"1","0","1","0","0","0","0","decimal system","0","0",NA,NA,"1","0","0","0","1","1","0","1","1","1","1","0","1",NA,"0","1","0","1","1","1","1","1","1","0","0","0","1","1","1","0","1","1","1","1","1","1","0","0","0","0","1","1","neither","1","1","0","0","0","0","1","0","1","adj-noun and dem-noun"
"arhu1242",NA,"0","0","1","0","0","1","0","0","0",NA,"0",NA,"1","1",NA,"0","1","0","1","0","1","1","1","0","1","0","1","0","1","1","1","0",NA,"0","1",NA,"1","0","0",NA,"0","1","1","0","1","0","0","1","1","1","0","0","1","1",NA,"0","1","1","1",NA,NA,"0",NA,"1","2",NA,NA,NA,NA,"0","0","0","1","0","0","0",NA,"0","1","0","0","0","1","1","decimal system","0","0",NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,"1","0","0",NA,"1","0","1","1","1","0","1","0","0",NA,NA,"1","1","1","1","1","1","1","1",NA,NA,NA,"1","0","1","1","0","1","1","neither","1","1","1","0","0","0","1","1","0","adj-noun and noun-dem"
"arom1237","1","0","1","0","1","0","0","0","0","0",NA,"0","1","1",NA,"2","0","0","1",NA,"0","1","1","0","0","0","1","0","0","0","0","0","1","1","1",NA,"0","1","0","0",NA,"0",NA,NA,"0","1","0","1","1","1","1","0","1","0","1","0","0","1","0","0","0",NA,"1","0","0","1","1","1","1","0",NA,NA,"0","1",NA,"0","1","1","0","1","1","0","1",NA,NA,"decimal system","0","0",NA,NA,"1","0","0",NA,"1","1","1","1","1","1","1","0","1",NA,"0","1","1","1","1","1","1","1","1","0",NA,NA,"1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","neither","1",NA,NA,"1","0","0","1","0","1",NA
