"","glottocode","TLI0035","TLI0044","TLI0081","TLI0096","TLI0102","TLI0107","TLI0120","TLI0140","TLI0155","TLI0164","TLI0179","TLI0180","TLI0360","TLI0364","TLI0370","TLI0371","TLI0373","TLI0376","TLI0378","TLI0381","TLI0383","TLI0388","TLI0392","TLI0398","TLI0400","TLI0401","TLI0430","TLI0431","TLI0440","TLI0453","TLI0654","TLI0668","TLI0670","TLI0672","TLI0673","TLI0674","TLI0766","TLI0771","TLI0790","TLI0792","TLI0801","TLI0804","TLI0839","TLI0840","TLI0841","TLI0842","TLI0843","TLI0844","TLI0845","TLI0847","TLI0848","TLI0849","TLI0850","TLI0852","TLI0853","TLI0855","TLI0856","TLI0857","TLI0859","TLI0861","TLI0865","TLI0866","TLI0867","TLI0871","TLI0872","TLI0873","TLI0874","TLI0875","TLI0877","TLI0878","TLI0879","TLI0880","TLI0881","TLI0882","TLI0884","TLI0885","TLI0886","TLI0887","TLI0888","TLI0889","TLI0890","TLI0898","TLI0899","TLI0902","TLI0905","TLI0906","TLI0907","TLI0908","TLI0910","TLI0911","TLI0912","TLI0915","TLI0916","TLI0918","TLI0919","TLI0920","TLI0921","TLI0923","TLI0924","TLI0925","TLI0928","TLI0929","TLI0930","TLI0931","TLI0932","TLI0933","TLI0934","TLI0935","TLI0938","TLI0939","TLI0940","TLI0943","TLI0945","TLI0947","TLI0951","TLI0952","TLI0953","TLI0954","TLI0956","TLI0957","TLI0960","TLI0961","TLI0962","TLI0963","TLI0964","TLI0965","TLI0966","TLI0967","TLI0968","TLI0970","TLI0971","TLI0972","TLI0975","TLI0978","TLI0979","TLI0980","TLI0981","TLI0982","TLI0983","TLI0987","TLI0988","TLI0989","TLI0991","TLI0992","TLI0993","TLI0994","TLI0995","TLI0996","TLI0998","TLI0999","TLI1000","TLI1002","TLI1003","TLI1004","TLI1005","TLI1008","TLI1009","TLI1010","TLI1011","TLI1012","TLI1013","TLI1015","TLI1016","TLI1017","TLI1018","TLI1019","TLI1020","TLI1021","TLI1022","TLI1024","TLI1027","TLI1028","TLI1029","TLI1030","TLI1031","TLI1032","TLI1033","TLI1035","TLI1036","TLI1037","TLI1038","TLI1039","TLI1042","TLI1043","TLI1045","TLI1046","TLI1047","TLI1050","TLI1056","TLI1059","TLI1062","TLI1064","TLI1068","TLI1069","TLI1076","TLI1077","TLI1078","TLI1079","TLI1080","TLI1081","TLI1084","TLI1085","TLI1087","TLI1088","TLI1089","TLI1091","TLI1092","TLI1093","TLI1094","TLI1096","TLI1097","TLI1098","TLI1105","TLI1107","TLI1109","TLI1110","TLI1111","TLI1115","TLI1116","TLI1117","TLI1118"
"1","aari1239","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","false","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","true","?","?","?","?","?","?","false","?","?","?","?","?","?","?","?","S=Atr≠P (accusative)","?","?","interrogative verb morphology","noun-num",NA,"clitics or affixes","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","?","?","?","?","FALSE","?","?","?","?","?","?","?","?","?","?","?","?","noun-dem","demonstrative word","clitics",NA,NA,"?","?","?","?","?","?","?","?","?","?","?","?","negative suffix",NA,"?","?","suffixing","?",NA,"TRUE","FALSE","?","?","affix","post","?","?","?","?","?",NA,"?","?","?","?","?","?","?","definite distinct from demonstrative",NA,NA,"?","?","definite affix",NA,"?",NA,"?","?","no double negation","?","TRUE","negative affix","?",NA,"suffixes",NA,"?","?","?","?","?","?","genitive-noun","?","?","?","?","?","?","?","?","?","TRUE","?","FALSE","?","?","?","?","?","?","?"
"5","abau1245","false","true","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","true","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","TRUE","FALSE","FALSE","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","?","?","true","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","true","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","S=Atr≠P (accusative)","P=T=G","?","?","noun-num","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","noun-dem","demonstrative word","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,NA,"immediately postverbal",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","postverbal word","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","no double negation","?","?","?","?","?","?","?","S=Atr≠P","?","?","?","?","?","genitive-noun","?","?","?","sov","?","?","?","?","?","TRUE","?","?","?",NA,"?","?","?","?","?"
"6","abaz1241","false","false","?","restricted","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","false","?","?","Different","Impossible","?","?","?","?","?","?","Inflectional optative present","?","FALSE","?","FALSE","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","false","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","S=Atr=P","?","?","?","?","?","?","?","?","?","sov","?","?","?","?","?","TRUE","TRUE","?","?",NA,"?","?","?","?","?"
"8","abip1241","?","?","?","restricted","?","false","unrestricted","false","false","false","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","false","Absent","?","?","?","Conjoined","?","?","?","?","No grammatical marking","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,NA,NA,"initial","?",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","false","Both the A and P arguments","syncretic",NA,NA,NA,NA,"?","?","?",NA,NA,"?",NA,NA,NA,"?","?","A precedes P","?","?","?","?","?","?","TRUE","TRUE","?","?","?","?","?","?","?","?","?","?","FALSE","?","?","TRUE","?","?","?","?","?","?","?","FALSE","?","?","?","?","dem-noun","demonstrative word","?","?","negative particle","TRUE","?","?","?","TRUE","?","?","FALSE","FALSE","FALSE","?","?",NA,NA,NA,"?","suffixing","pronouns sensitive to number","?","?","?",NA,"FALSE",NA,NA,"?","?",NA,"?",NA,"preverbal word","?",NA,"?",NA,"zero in at least some 3sg forms","TRUE","FALSE","?","?","?",NA,NA,"?",NA,"?","?","?","?","no double negation","?","TRUE","negative word","TRUE","concatenative","suffixes","suffix","?","?","?","none","?","?","?","Degree word-Adjective","initial",NA,"svo","FALSE","?","?","?","FALSE","TRUE","?","TRUE",NA,"FALSE","?","?","?",NA,NA
"10","abkh1244","false","false","?","restricted","?","false","restricted","false","false","?","false","false","0","true","false","false","true","false","true","false","false","false","true","false","true","true","?","False","True","false","Absent","'Have'","Different","Impossible","?","Gap","Identical","Differentiated","'And' different from 'with'","Grammatical marking","Inflectional optative present","Overlap for either possibility or necessity","FALSE","?","FALSE","?","no infixes in verb inflection and agreement","split markers in verb inflection and agreement","9+","FALSE","2","?","?","Highly differentiated","yes, without marking","verbal constructions possible","FALSE","FALSE","affixes on verbs not possible",NA,"XV","postnominal","final","?",NA,NA,"true","true","prae","?","true","false","false","false","false","false","false","false","False","separative","false","Both the A and P arguments","not syncretic","Inflectional future exists",NA,"symmetrical","TRUE","false","false","true","true","Other perfect","false","false","false","true","S=Atr=P (neutral)","P=T≠G","P precedes A","interrogative verb morphology","?",NA,"clitics or affixes","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","?","TRUE","FALSE","TRUE","TRUE","TRUE","identity","TRUE","special imperative","normal negative","FALSE","FALSE","TRUE",NA,"TRUE","TRUE","FALSE","dem-noun","demonstrative word","clitics",NA,NA,"TRUE","productive full and partial","?","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","?",NA,"?","?","?","pronouns sensitive to number","unique associative plural","TRUE","TRUE","TRUE","TRUE",NA,NA,"?",NA,"TRUE","2p with number distinctions","TRUE",NA,"Possessive","TRUE","Second singular and second plural","indirect only",NA,"TRUE","FALSE","definite distinct from demonstrative","indefinite same as one","indefinite word",NA,"FALSE","definite word",NA,"Predicate negation also present","prefixes","FALSE","TRUE","no double negation","TRUE","TRUE","negative affix","TRUE","concatenative","suffixes","suffix","S=Atr=P","P=T=G","?","none","Indirect-object construction","Dedicated","genitive-noun","Degree word-Adjective","not initial","verbal affix or clitic","sov","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE",NA,"null",NA,"M","TRUE","TRUE"
"13","abui1241","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","prenominal","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","noun-num","?","pronouns in different position","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","?","?","?","?","?","?","?","?","?","?","?","?","dem-noun","demonstrative word",NA,NA,"negative auxiliary verb","?","?","?","?","?","?","?","?","?","?","?","?",NA,NA,"immediately postverbal",NA,"?","?","?","?","?","?",NA,NA,NA,"?","?","?","?","?","postverbal word","?",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","prefixes","?","?","no double negation","?","TRUE","negative word","?","isolating","suffixes",NA,"?","?","?","?","?","?","genitive-noun","?","not initial","?","sov","?","?","?","?","?","?","?","TRUE","?",NA,"?","?","?","?","?"
"15","abun1252","false","false","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","false","Absent","?","?","?","?","?","?","?","?","?","?","?","FALSE",NA,"FALSE",NA,"?","?","?","?","?","no distinction","formally similar","Highly differentiated","?","?","?","?",NA,"circumverbal",NA,NA,"?",NA,"?","?",NA,NA,NA,NA,"?","?",NA,NA,NA,"?","?","?",NA,"?",NA,NA,NA,"?",NA,"?","?",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,"question particle","noun-num","Final","pronouns in subject position","?","?","?","?","FALSE","?","FALSE","TRUE","TRUE","TRUE","TRUE","?","TRUE","?","TRUE","?","?","?","?","identity","FALSE","?","?","?","?","?","FALSE","FALSE","FALSE",NA,"noun-dem","demonstrative word",NA,"obligatory",NA,"?","?","?","FALSE",NA,"?","?","?","?","?","FALSE","TRUE",NA,"TRUE","?","?",NA,"?",NA,"TRUE","TRUE","FALSE","FALSE",NA,NA,"?","obligatory","?",NA,"?",NA,"?",NA,NA,"?",NA,"?","?","definite same as demonstrative","indefinite distinct from one","indefinite word","singular only","?","definite word",NA,"Predicate negation also present","?","TRUE","?","double negation","?","FALSE",NA,"?",NA,NA,NA,"S=Atr=P","P=T≠G","?","?","Indirect-object construction","Generic-noun-based","genitive-noun","Adjective-Degree word","not initial",NA,"svo","?","?","?","?","?","FALSE","?","FALSE","?","FALSE","?",NA,"N",NA,NA
"17","acat1239","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,NA,NA,NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","question particle","num-noun","Initial","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","FALSE","TRUE","?","?","?","?","?","?","?","FALSE","?","?","?","?","noun-dem","demonstrative word","?","?",NA,"?","productive full and partial","?","?","?","?","?","?","?","?","?","?","negative prefix",NA,"?","?","?","?",NA,"?","?","?","?","affix","post","?","?","?","?","?",NA,"?","?","?",NA,"?","?","?","?","?","?","?","?","?",NA,"?","suffixes","?","?","no double negation","TRUE","TRUE","negative affix","?",NA,"prefixes",NA,"?","?","?","?","?","?","noun-genitive","Degree word-Adjective","initial",NA,"vso","?","?","?","?","?","?","?","FALSE","?","TRUE","?","?","?","?","?"
"19","acha1250","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,NA,NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","clitics or affixes","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","TRUE","TRUE","?","?","?","?","?","?","?","?","?","?","?","?","?","?","clitics",NA,"?","?","?","?","?","?","FALSE","TRUE","?","?","?","?","?",NA,NA,NA,"immediately preverbal","?","?","?","?","?","?","?",NA,NA,"?","?","?","?","?","preverbal word","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","prefixes","?","TRUE","no double negation","?","TRUE","negative word","?","concatenative","suffixes","suffix","?","?","?","?","?","?","genitive-noun","?","initial","?","svo","?","?","?","?","?","TRUE","?","TRUE","?","FALSE","?","N",NA,"?","?"
"23","achu1247","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","Absent","?","Different","Impossible","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,NA,NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","Both the A and P arguments","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","A and P are fused","?","?","?","?","?","?","?","TRUE","?","?","?","?","?","?","?","?","?","?","FALSE","?","?","?","?","?","?","?","?","?","?","TRUE","?","?","?","?","?","?","?","?","negative auxiliary verb","FALSE","?","?","?","FALSE","?","?","?","TRUE","FALSE","?","?",NA,NA,NA,"?","?","?","?","?","?",NA,NA,"affix","post","?","?","?","?","?","preverbal word","?",NA,"?","indirect only",NA,"?","?","?","?","?",NA,"?","?","?","?","?","?","?","no double negation","?","TRUE","negative word","?","?","suffixes","?","?","?","?","?","?","?","?","?","?","verbal affix or clitic","svo","?","?","?","?","?","TRUE","?","?","?","TRUE","?",NA,"M","?","?"
"24","achu1248","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","interrogative verb morphology","?",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","?","?","TRUE","special imperative","special negative","FALSE","TRUE","?","?","?","?","?","?","?","?","?",NA,"?","?","?","?","?","?","?","?","?","?","?","?","negative suffix",NA,"?","?","suffixing","?","?","?","?","?","?","affix","post","?","?","?","2p with number distinctions","?",NA,"?","?","Second singular and second plural","?","?","?","?","?","?","?","?","?","?","?","?","suffixes","?","?","no double negation","?","TRUE","negative affix","?","?","suffixes","?","?","?","?","?","?","?","genitive-noun","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?"
"25","acol1236","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","Conjunctional","Different","Possible","?","?","?","?","'And' identical to 'with'","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,NA,NA,"initial","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","noun-num","?","clitics or affixes","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","?","?","TRUE","FALSE","TRUE","?","?","TRUE","special imperative","special negative","?","?","?","?","?","?","?","?","?","clitics",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?",NA,NA,"?","?","?","?","?","TRUE","?","?","?",NA,NA,"?","?","?","2p with number distinctions","?","?","?","?","Second singular and second plural","?","?","?","?","definite distinct from demonstrative","?","?","?","?","definite affix","?","?","suffixes","?","?","no double negation","?","TRUE","negative word","?","?","prefixes","?","?","?","?","?","?","?","noun-genitive","?","not initial","?","svo","?","?","?","?","?","TRUE","?","TRUE","?","FALSE","?","?","?","?","?"
"26","adam1253","?","?","?","restricted","?","?","?","false","?","?","false","false","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","false","Present","?","?","?","?","?","?","?","?","?","?","Overlap for either possibility or necessity","?",NA,"?",NA,"?","?","?","?","?","?","?","?","?","verbal constructions not possible","?","?","affixes on verbs possible",NA,NA,NA,"initial",NA,"excl-as-person",NA,NA,NA,NA,NA,"?","?",NA,NA,NA,"?","?","?","?","?",NA,NA,NA,"?",NA,NA,"?",NA,"?",NA,"?","?","?","?","?","?",NA,NA,NA,"question particle","noun-num","Final","clitics or affixes","?","?","?","?","?","?","?","TRUE","TRUE","TRUE","?","TRUE","TRUE","?","TRUE","?","?","TRUE","?","?","TRUE","normal imperative","special negative","FALSE","TRUE","?","FALSE","TRUE","FALSE","?","noun-dem","demonstrative word",NA,NA,NA,"?","productive full and partial","?","?",NA,"?","?","?","?","?","?","?","negative suffix",NA,"?","?","suffixing","?","same as additive","TRUE","?","FALSE","FALSE","clitic","pre","?",NA,"?","2p with number distinctions","?",NA,"?",NA,"Second singular and second plural","?",NA,"?","?","definite distinct from demonstrative","?","?","also non-singular","?","definite word","?","?","suffixes","FALSE","?","no double negation","TRUE","TRUE","negative affix","?","concatenative","suffixes","suffix","?","?","?","?","?","?","noun-genitive","Adjective-Degree word","initial","?","svo","TRUE","?","?","?","?","FALSE","?","TRUE","?","TRUE","null","M","M","?","?"
"28","adan1251","false","true","?","restricted","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","false","?","?","?","?","?","?","?","?","?","?","?","?","TRUE",NA,"FALSE",NA,"?","?","?","?","?","?","?","?","?","?","?","?",NA,NA,"?","?","?",NA,"?","?",NA,NA,NA,NA,"?","?",NA,NA,NA,"?","?","?",NA,"?",NA,NA,NA,"?",NA,"?","?",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,"?","noun-num","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","?","?","?","?","TRUE","?","?","?","?","?","?","?","?","?","?","?",NA,"noun-dem","demonstrative word",NA,"?","negative particle","?","?","?","?",NA,"?","?","?","?","?","?","?",NA,"FALSE","immediately postverbal",NA,NA,"?",NA,"TRUE","?","?","?",NA,NA,"?","?","?","?","?","?","?","?","?","?",NA,"?","?","definite same as demonstrative","?","?","?","?","definite word",NA,"?","prefixes","?","?","double negation","?","FALSE",NA,"?",NA,NA,NA,"?","?","?","?","?","?","genitive-noun","?","not initial",NA,"sov","?","?","?","?","?","FALSE","?","FALSE","?",NA,"?","?","?",NA,NA
"34","aeky1238","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","noun-num","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","?","?","?","?","?","?","?","?","?","?","?","?","noun-dem","demonstrative word","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","prefixes","?","?","?","?","TRUE","?","?","?","suffixes","?","?","?","?","?","?","?","genitive-noun","?","not initial","?","sov","?","?","?","?","?","?","?","?","?",NA,"?","?","?","?","?"
"44","agua1253","?","?","false","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","false","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","?","TRUE","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","true","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","true","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","S=Atr=P (neutral)","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"?","?","?","?","?","?","TRUE","?","?","?","?","?",NA,NA,"?","?"
"52","ainu1240","false","false","?","restricted","?","false","restricted","?","?","?","false","false","0","false","false","false","false","false","false","false","false","false","false","false","false","false","?","True","True","false","Present","'Have'","Different","Impossible","?","?","Different stem","?","'And' different from 'with'","No grammatical marking","Inflectional optative absent","Overlap for either possibility or necessity","FALSE","TRUE","FALSE","TRUE","no infixes in verb inflection and agreement","no split markers in verb inflection and agreement","3-8","FALSE","2","distinction","formally similar","Moderately differentiated","?","verbal constructions not possible","FALSE","TRUE","affixes on verbs not possible",NA,"?","postnominal","final","true","plain-i/e",NA,"true","true","prae","prae","false",NA,"true","false","false","false","false","false","False","cumulative","true","Both the A and P arguments","not syncretic",NA,NA,"symmetrical",NA,"false",NA,"false",NA,NA,NA,NA,NA,NA,"S=Atr=P (neutral)","P=G≠T","A precedes P","question particle","num-noun","Final","clitics or affixes","?","?","TRUE","FALSE","FALSE","?","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","?","unrelated","FALSE","FALSE","TRUE","TRUE","?","differentiation","TRUE","normal imperative","special negative","FALSE","FALSE","TRUE","TRUE",NA,NA,"FALSE","dem-noun","demonstrative word","clitics",NA,"negative particle",NA,"only full reduplication",NA,NA,"TRUE","FALSE","TRUE","FALSE",NA,NA,"TRUE","FALSE",NA,NA,NA,"immediately preverbal","?","pronouns sensitive to number","same as additive","?","?",NA,"TRUE",NA,NA,"word","optional",NA,"2p number-neutral",NA,"preverbal word","?","FALSE",NA,"direct and indirect","zero in all 3rd person forms","TRUE","FALSE","?","?","?",NA,NA,"?",NA,"Predicate negation also present","prefixes","TRUE","TRUE","no double negation","TRUE","TRUE","negative word","TRUE","concatenative","suffixes","suffix","S=Atr=P","P=T=G","?","none","Secondary-object construction","Interrogative-based","genitive-noun","?","not initial","verbal affix or clitic","sov","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE",NA,NA,"null",NA,NA,NA,NA
"55","ajas1235","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,NA,NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","clitics or affixes","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","clitics",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?",NA,NA,"end",NA,"?","?","?","?","?","?","?","?","?","?","?","?","?","?","postverbal word","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","no double negation","?","TRUE","negative word","?","?","prefixes","?","?","?","?","?","?","?","noun-genitive","?","?","?","svo","?","?","?","?","?","TRUE","?","?","?","?","?","?","?","?","?"
"61","akan1250","false","true","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","false","?","Topic","Different","Impossible","?","?","?","?","'And' identical to 'with'","Grammatical marking","?","No overlap","TRUE",NA,"FALSE",NA,"?","?","?","?","?","?","?","?","?","verbal constructions not possible","?","?","affixes on verbs not possible",NA,NA,NA,"?",NA,"?","?",NA,NA,NA,NA,"?","?",NA,NA,NA,"?","?","?","?","?",NA,NA,NA,"Inflectional future exists",NA,"?","TRUE",NA,"?",NA,"?","Other perfect","?","?","?","?",NA,NA,NA,"question particle","noun-num","?","?","?","?","?","?","?","?","?","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","?","?","?","?","TRUE","?","?","TRUE","normal imperative","normal negative","?","?","?","TRUE","TRUE","TRUE","?","noun-dem","demonstrative word",NA,"?",NA,"?","productive full and partial","?","?",NA,"?","?","?","?","?","?","?","negative prefix",NA,"?","?","prefixing","?","same as additive","TRUE","?","?","?",NA,NA,"reduplication","?","FALSE","2p with number distinctions","?",NA,"?","?","Second singular","?",NA,"?","?","definite same as demonstrative","?","?","?",NA,"definite word","?","?","prefixes","?","?","no double negation","TRUE","TRUE","negative affix","?","?","prefixes","?","S=Atr≠P","P=T=G","?","?","Double-object construction","?","genitive-noun","Adjective-Degree word","not initial","?","svo","?","?","?","?","TRUE","FALSE","?","TRUE","?","FALSE","?","?","?","?","?"
"76","alab1237","false","false","?","?","none","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","false","?","Locational","Different","Possible","?","?","?","?","'And' different from 'with'","?","?","?","TRUE","?","FALSE","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","false","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","?","?","?","?","?","?","?","?","?","?","productive full and partial","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","indirect only","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","?","?","?","?","?","?","S=Atr≠P","P=T=G","none","?","?","Interrogative-based","?","?","?","?","sov","?","?","?","?","?","TRUE","?","?","?",NA,"?",NA,NA,"?","?"
