"","ID","Name","Macroarea","Latitude","Longitude","Glottocode","ISO639P3code","Family","Subfamily","Genus","GenusIcon","ISO_codes","Samples_100","Samples_200","Country_ID","Source","Parent_ID"
"1933","prd","Parji (Dravidian)","Eurasia",19.5,82.5,"duru1236","pci","Dravidian","","Dravidian","","pci","false","false","IN","Burrow-and-Bhattacharya-1953","genus-dravidian"
"1934","pre","Pare","Africa",-4,36.5,"asut1235","asa","Niger-Congo","Benue-Congo","Bantu","","asa","false","false","TZ","Kagaya-1989 Kotz-1964","genus-bantu"
"1935","prh","Pirahã","South America",-7,-62,"pira1253","myp","Mura","","Mura","","myp","true","true","BR","Derbyshire-and-Payne-1990 Everett-1986 Everett-1988 Everett-1991 Everett-and-Everett-1984 Nichols-1992","genus-mura"
"1936","pri","Príncipense","Africa",1.61666666667,7.36666666667,"prin1242","pre","other","","Creoles and Pidgins","","pre","false","false","ST","Gunther-1973","genus-creolesandpidgins"
"1937","prk","Purki","Eurasia",34.6666666667,76,"puri1258","prx","Sino-Tibetan","Tibeto-Burman","Bodic","","prx","false","false","IN","Rangan-1979","genus-bodic"
"1938","pro","Provençal","Eurasia",44,6,"occi1239","oci","Indo-European","","Romance","","oci","false","false","FR","Malherbe-and-Rosenberg-1996","genus-romance"
"1939","prs","Persian","Eurasia",32,54,"west2369","pes","Indo-European","","Iranian","","pes","true","true","IR","Alavi-and-Lorenz-1988 Boyle-1966 Comrie-1981b Dahl-1985 Elwell-Sutton-1941 Elwell-Sutton-1963 Haspelmath-1997 Jones-1809 Lambton-1953 Lambton-1967 Lambton-1974 Lazard-1957a Lazard-1957b Lazard-1992 Mahootian-1997 Majidi-1986 Majidi-1990 Majidi-and-Ternes-1999 Malherbe-and-Rosenberg-1996 Netzer-1971 Obolensky-et-al-1963 Rastorgueva-1964 Rubinchik-1960 Windfuhr-1979 Windfuhr-1982 Windfuhr-1987","genus-iranian"
"1940","prt","Piratapuyo","South America",0.333333333333,-69.5,"pira1254","pir","Tucanoan","","Tucanoan","","pir","false","false","CO BR","Huber-and-Reed-1992","genus-tucanoan"
"1941","psh","Pashto","Eurasia",33,67,"cent1973","pst","Indo-European","","Iranian","","pst","false","false","PK AF","Becka-1969 Elfenbein-1997a Grjunberg-1987 Grjunberg-and-Edelman-1987 Lorenz-1979 Lorenz-1982 Lorimer-1915 Malherbe-and-Rosenberg-1996 Penzl-1955 Shafeev-1964 Tegey-and-Robson-1996","genus-iranian"
"1942","psj","Popoloca (San Juan Atzingo)","North America",18.1666666667,-96.4166666667,"sanj1285","poe","Oto-Manguean","","Popolocan","","poe","false","false","MX","Kalstrom-Dolson-et-al-1995 Krumholz-et-al-1995","genus-popolocan"
"1943","psl","Plains-Indians Sign Language","North America",40,-100,"plai1235","psd","other","","Sign Languages","","psd","false","false","US","Taylor-1996","genus-signlanguages"
"1944","psm","Passamaquoddy-Maliseet","North America",45,-67,"male1292","pqm","Algic","","Algonquian","","pqm","false","true","CA US","Francis-and-Leavitt-1998 LeSourd-1993 Leavitt-1996 Leavitt-and-Francis-1986 Ng-1999 Ng-2002 Sherwood-1986 Teeter-1971 Teeter-and-LeSourd-1983","genus-algonquian"
"1945","pso","Pomo (Southeastern)","North America",39,-122.5,"sout2982","pom","Hokan","","Pomoan","","pom","false","true","US","Moshinsky-1974","genus-pomoan"
"1946","psv","Popoloca (San Vicente Coyotepec)","North America",18.25,-97.8333333333,"coyo1236","pbf","Oto-Manguean","","Popolocan","","pbf","false","false","MX","Barrera-and-Dakin-1978","genus-popolocan"
"1947","psw","Port Sandwich","Papunesia",-16.5,167.75,"port1285","psw","Austronesian","Eastern Malayo-Polynesian","Oceanic","","psw","false","false","VU","Crowley-2002e","genus-oceanic"
"1948","pta","Paita","Papunesia",-22.0833333333,166.5,"dumb1241","duf","Austronesian","Eastern Malayo-Polynesian","Oceanic","","duf","false","false","NC","Paita-and-Shintani-1990 Shintani-and-Paita-1990","genus-oceanic"
"1949","pte","Paite","Eurasia",24,93.1666666667,"pait1244","pck","Sino-Tibetan","Tibeto-Burman","Kuki-Chin","","pck","false","false","IN","Abbi-1992","genus-kukichin"
"1950","ptp","Patpatar","Papunesia",-3.76666666667,152.5,"patp1243","gfk","Austronesian","Eastern Malayo-Polynesian","Oceanic","","gfk","false","false","PG","Peekel-1909","genus-oceanic"
"1951","ptt","Pattani","Eurasia",32.75,76.75,"patt1248","lae","Sino-Tibetan","Tibeto-Burman","Bodic","","lae","false","false","IN","Sharma-1982a Sharma-1989b Sharma-1989c Sharma-2000","genus-bodic"
"1952","ptw","Patwin","North America",39,-122.333333333,"patw1250","pwi","Penutian","","Wintuan","","pwi","false","false","US","Whistler-1977 Whistler-1986b","genus-wintuan"
"1953","pui","Puinave","South America",4,-68,"puin1248","pui","Puinave","","Puinave","","pui","false","false","CO VR","Huber-and-Reed-1992","genus-puinave"
"1954","puk","Parauk","Eurasia",23.25,99.5,"para1301","prk","Austro-Asiatic","Mon-Khmer","Palaungic","","prk","false","false","CN MM","Diffloth-1980 Maddieson-and-Ladefoged-1985 Qiu-et-al-1980","genus-palaungic"
"1955","pul","Puluwat","Papunesia",7.33333333333,149.333333333,"pulu1242","puw","Austronesian","Eastern Malayo-Polynesian","Oceanic","","puw","false","false","FM","Elbert-1972 Elbert-1974 Lynch-2002e","genus-oceanic"
"1956","pum","Pumi","Eurasia",28,101,"pumi1242","pmi","Sino-Tibetan","Tibeto-Burman","Na-Qiangic","","pmi","false","false","CN","Ding-1998 Lu-1983 Sun-1993","genus-naqiangic"
"1957","pun","Pungupungu","Australia",-13.5,130.416666667,"wadj1254","wdj","Wandjiginy","","Wandjiginy","","wdj","false","false","AU","Tryon-1974","genus-wandjiginy"
"1958","puq","Puquina","South America",-16.5,-68.5,"puqu1242","puq","Puquina","","Puquina","","puq","false","false","BO PE","Adelaar-2004","genus-puquina"
"1959","pur","Purépecha","North America",19.5,-101.666666667,"pure1242","tsz","Tarascan","","Tarascan","","tsz","false","false","MX","Chamereau-2000 Chamoreau-1998 Chamoreau-2000 Foster-1969 Friedrich-1984 Gilberti-1901 Nichols-1992 Stolz-1996 Suarez-1983b de-Paul-1989","genus-tarascan"
"1960","put","Paiute (Southern)","North America",37.8333333333,-113.333333333,"sout2969","ute","Uto-Aztecan","","Northern Uto-Aztecan","","ute","false","false","US","Davis-1966 Harms-1966 Langacker-1976 Nichols-1992 Sapir-1930","genus-northernutoaztecan"
"1961","pwn","Pawnee","North America",41,-98.6666666667,"pawn1254","paw","Caddoan","","Northern Caddoan","","paw","false","false","US","Nichols-1992 Parks-1976 Weltfish-1936 Weltfish-1937","genus-northerncaddoan"
"1962","qaf","Qafar","Africa",12,42,"afar1241","aar","Afro-Asiatic","Cushitic","Lowland East Cushitic","","aar","false","false","ET ER DJ","Bliese-1981 Corbett-1991 Hayward-1998 Malherbe-and-Rosenberg-1996 Parker-and-Hayward-1985","genus-lowlandeastcushitic"
"1963","qan","Quechua (Ancash)","South America",-8.5,-77.5,"chiq1249","qxa","Quechuan","","Quechuan","","qxa","false","false","PE","Parker-and-Chavez-1976","genus-quechuan"
"1964","qaw","Qawasqar","South America",-49,-75,"qawa1238","alc","Alacalufan","","Alacalufan","","alc","false","true","CL","Aguilera-1980 Beauvoir-1915 Clairis-1977 Clairis-1985 Perez-1988","genus-alacalufan"
"1965","qay","Quechua (Ayacucho)","South America",-14,-74,"ayac1239","quy","Quechuan","","Quechuan","","quy","false","false","PE","Adelaar-1984 Hartmann-1987 Parker-1969","genus-quechuan"
"1966","qbo","Quechua (Bolivian)","South America",-20,-66,"boli1262","","Quechuan","","Quechuan","","quh qul","false","false","BO","van-de-Kerke-2007","genus-quechuan"
"1967","qca","Quechua (Cajamarca)","South America",-7,-78.5,"caja1238","qvc","Quechuan","","Quechuan","","qvc","false","false","PE","Quesada-1976","genus-quechuan"
"1968","qch","Quiché","North America",15,-91.4166666667,"kich1262","quc","Mayan","","Mayan","","quc","false","false","GT","Mayers-1966 Pontious-1980 Stolz-1996","genus-mayan"
"1969","qco","Quechua (Cochabamba)","South America",-17.5,-66,"sout2991","quh","Quechuan","","Quechuan","","quh","false","false","BO","Dahl-1985 Lastra-1968","genus-quechuan"
"1970","qcu","Quechua (Cuzco)","South America",-14.5,-71,"cusc1236","quz","Quechuan","","Quechuan","","quz","false","false","PE","Faller-2001 van-de-Kerke-2007 von-Tschudi-1884","genus-quechuan"
"1971","qec","Quechua (Ecuadorean)","South America",-1,-79,"chim1302","qug","Quechuan","","Quechuan","","qug","false","false","EC","Catta-1987 Cordero-1967 Reyburn-1954b","genus-quechuan"
"1972","qhu","Quechua (Huallaga)","South America",-9.5,-75.5,"hual1241","qub","Quechuan","","Quechuan","","qub","false","false","PE","Weber-1989","genus-quechuan"
"1973","qia","Qiang","Eurasia",32,102.666666667,"qian1264","","Sino-Tibetan","Tibeto-Burman","Na-Qiangic","","cng qxs","false","false","CN","LaPolla-2003b Sun-1981","genus-naqiangic"
"1974","qim","Quechua (Imbabura)","South America",0.333333333333,-78,"imba1240","qvi","Quechuan","","Quechuan","","qvi","true","true","EC","Cole-1982 Cole-1985 Derbyshire-and-Payne-1990 Jake-1985","genus-quechuan"
"1975","qta","Quechua (Tarma)","South America",-11.4166666667,-75.75,"nort2980","qvn","Quechuan","","Quechuan","","qvn","false","false","PE","Adelaar-1977","genus-quechuan"
"1976","que","Quechan","North America",32.8333333333,-114.333333333,"quec1382","yum","Hokan","","Yuman","","yum","false","false","US","Halpern-1946a Halpern-1946b Halpern-1947","genus-yuman"
"1977","qui","Quileute","North America",47.9166666667,-124.25,"quil1240","qui","Chimakuan","","Chimakuan","","qui","false","false","US","Andrade-1931 Andrade-1933 Hoard-1993 Nichols-1992 Powell-1975 Powell-and-Woodruff-1976 Swadesh-1955","genus-chimakuan"
"1978","qum","Sipakapense","North America",15.25,-91.75,"sipa1247","qum","Mayan","","Mayan","","qum","false","false","GT","Barrett-1999","genus-mayan"
"1979","rad","Rade","Eurasia",13,108.5,"rade1240","rad","Austronesian","","Malayo-Sumbawan","","rad","false","false","VN","Y-Chang-1979","genus-malayosumbawan"
"1980","rag","Raga","Papunesia",-15.5,168.166666667,"hano1246","lml","Austronesian","Eastern Malayo-Polynesian","Oceanic","","lml","false","false","VU","Crowley-2002c","genus-oceanic"
"1981","ral","Ralte","Eurasia",23.75,92.75,"ralt1242","ral","Sino-Tibetan","Tibeto-Burman","Kuki-Chin","","ral","false","false","MM IN","Grierson-1904","genus-kukichin"
"1982","ram","Rama","North America",11.75,-83.75,"rama1270","rma","Chibchan","","Rama","","rma","true","true","NI","Craig-and-Hale-1988 Grinevald-1988 Grinevald-1990 Grinevald-nd Lehmann-1920 Rigby-and-Schneider-1989","genus-rama"
"1983","rao","Rao","Papunesia",-4.75,144.5,"raoo1244","rao","Ramu-Lower Sepik","Ramu","Rao","","rao","false","false","PG","Stanhope-1980","genus-rao"
"1984","rap","Rapanui","Papunesia",-27.1166666667,-109.366666667,"rapa1244","rap","Austronesian","Eastern Malayo-Polynesian","Oceanic","","rap","true","true","CL","Chapin-1978 Du-Feu-1996 Fuentes-1960","genus-oceanic"
"1985","ras","Rashad","Africa",11.8333333333,31.05,"tega1236","ras","Kordofanian","","Rashad","","ras","false","false","SD","Tucker-and-Bryan-1966","genus-rashad"
"1986","rav","Romani (Ajia Varvara)","Eurasia",38,23.5833333333,"balk1252","rmn","Indo-European","","Indic","","rmn","false","false","GR","Igla-1989","genus-indic"
"1987","raw","Rawang","Eurasia",27.5,97.5,"rawa1265","raw","Sino-Tibetan","Tibeto-Burman","Nungish","","raw","false","false","MM","Barnard-1934 Bybee-et-al-1994 LaPolla-2000 LaPolla-2003a","genus-nungish"
"1988","rbg","Romani (Burgenland)","Eurasia",47.5,16.5,"sint1235","rmo","Indo-European","","Indic","","rmo","false","false","AT","Matras-et-al-2002","genus-indic"
"1989","rbu","Romani (Bugurdzi)","Eurasia",42.6666666667,21.1666666667,"balk1252","rmn","Indo-European","","Indic","","rmn","false","false","RS","Boretzky-1993","genus-indic"
"1990","rcp","Russian-Chinese Pidgin (Birobidjan)","Eurasia",48.8,132.95,"kjac1234","","other","","Creoles and Pidgins","","","false","false","RU","","genus-creolesandpidgins"
"1991","rej","Rejang","Papunesia",-3.41666666667,102.5,"reja1240","rej","Austronesian","","Rejang","","rej","false","false","ID","McGinn-1982","genus-rejang"
"1992","rem","Remo","Eurasia",18,82,"bond1245","bfw","Austro-Asiatic","","Munda","","bfw","false","false","IN","Fernandez-1967","genus-munda"
"1993","ren","Rendille","Africa",2,37.5,"rend1243","rel","Afro-Asiatic","Cushitic","Lowland East Cushitic","","rel","false","false","KE","Oomen-1981 Pillinger-1989 Pillinger-and-Galboran-1999","genus-lowlandeastcushitic"
"1994","res","Resígaro","South America",-2.41666666667,-71.5,"resi1247","rgr","Arawakan","","Japura-Colombia","","rgr","false","false","CO PE","Allin-1976 Allin-1979","genus-japuracolombia"
"1995","ret","Retuarã","South America",-0.5,-70.6666666667,"tani1257","tnc","Tucanoan","","Tucanoan","","tnc","false","false","CO","Huber-and-Reed-1992 Strom-1992","genus-tucanoan"
"1996","rga","Ronga","Africa",-26,32.5,"rong1268","rng","Niger-Congo","Benue-Congo","Bantu","","rng","false","false","MZ","Junod-1896","genus-bantu"
"1997","rgc","rGyalrong (Caodeng)","Eurasia",31.6666666667,101.75,"zbua1234","jya","Sino-Tibetan","Tibeto-Burman","Na-Qiangic","","jya","false","false","CN","Sun-2003","genus-naqiangic"
"1998","rgn","Roglai (Northern)","Eurasia",12.1666666667,108.833333333,"nort2994","rog","Austronesian","","Malayo-Sumbawan","","rog","false","false","VN","Cobbey-and-Cobbey-1977","genus-malayosumbawan"
"1999","ria","Riantana","Papunesia",-7.5,138.5,"rian1263","ran","Kolopom","","Kolopom","","ran","false","false","ID","Voorhoeve-1975","genus-kolopom"
"2000","rik","Rikbaktsa","South America",-11.8333333333,-57.5,"rikb1245","rkb","Macro-Ge","","Rikbaktsa","","rkb","false","false","BR","Boswood-1978a","genus-rikbaktsa"
"2001","rim","Rimi","Africa",-5,34.6666666667,"nyat1246","rim","Niger-Congo","Benue-Congo","Bantu","","rim","false","false","TZ","Olson-1964","genus-bantu"
"2002","rit","Ritharngu","Australia",-12.8333333333,135.5,"rita1239","rit","Pama-Nyungan","","Western Pama-Nyungan","","rit","false","false","AU","Fabricius-1998 Heath-1980a","genus-westernpamanyungan"
"2003","rji","Raji","Eurasia",28,82.75,"raji1240","rji","Sino-Tibetan","Tibeto-Burman","Raji-Raute","","rji","false","false","IN NP","Sharma-1990","genus-rajiraute"
"2004","rka","Romani (Kalderash)","Eurasia",45,21,"vlax1238","rmy","Indo-European","","Indic","","rmy","false","false","RS","Boretzky-1994 Matras-et-al-2002","genus-indic"
"2005","rlo","Romani (Lovari)","Eurasia",47,21.5,"vlax1238","rmy","Indo-European","","Indic","","rmy","false","false","HU RO","Matras-et-al-2002","genus-indic"
"2006","rmb","Rembarnga","Australia",-12.8333333333,134.583333333,"remb1249","rmb","Gunwinyguan","","Eastern Gunwinyguan","","rmb","false","false","AU","Fabricius-1998 McKay-1975","genus-easterngunwinyguan"
"2007","rmc","Romansch","Eurasia",46.6666666667,9.16666666667,"roma1326","roh","Indo-European","","Romance","","roh","false","false","CH","Lausberg-1972 Malherbe-and-Rosenberg-1996","genus-romance"
"2008","rnd","Rundi","Africa",-3.5,30,"rund1242","run","Niger-Congo","Benue-Congo","Bantu","","run","false","false","BI","Meeussen-1959","genus-bantu"
"2009","rng","Rengao","Eurasia",14.5833333333,107.833333333,"reng1252","ren","Austro-Asiatic","Mon-Khmer","Bahnaric","","ren","false","false","VN","Gregerson-and-Gregerson-1977","genus-bahnaric"
"2010","rnn","Rennellese","Papunesia",-11.6166666667,160.25,"renn1242","mnv","Austronesian","Eastern Malayo-Polynesian","Oceanic","","mnv","false","false","SB","Elbert-1975 Elbert-1981","genus-oceanic"
"2011","rnr","Romani (North Russian)","Eurasia",60,38,"balt1257","rml","Indo-European","","Indic","","rml","false","false","RU","Ventzel-1983","genus-indic"
"2012","rny","Runyankore","Africa",-0.5,30.5,"nyan1307","nyn","Niger-Congo","Benue-Congo","Bantu","","nyn","false","false","UG","Morris-and-Kirwan-1957 Morris-and-Kirwan-1972","genus-bantu"
"2013","rom","Romanian","Eurasia",46,25,"roma1327","ron","Indo-European","","Romance","","ron","false","false","RO","Agard-1958 Augerot-1974 Avram-1978 Bergman-1968 Beyrer-et-al-1987 Braun-1984 Cazacu-et-al-1967 Coteanu-et-al-1998 Dahl-1985 Graur-and-Rosetti-1938 Haspelmath-1997 Lausberg-1972 Lombard-1935 Mallinson-1986 Mallinson-1988 Roca-1999 Ruhlen-1973 Steriade-1984 Tataru-1978 Ulivi-1977 Ulivi-1985","genus-romance"
"2014","ron","Ron","Africa",9,8.75,"ronn1241","cla","Afro-Asiatic","Chadic","West Chadic","","cla","false","false","NG","Seibert-1998","genus-westchadic"
"2015","ror","Roro","Papunesia",-8.75,146.583333333,"waim1251","rro","Austronesian","Eastern Malayo-Polynesian","Oceanic","","rro","false","false","PG","Bluhme-1970 Davis-1974 Strong-1913","genus-oceanic"
"2016","rot","Rotuman","Papunesia",-12.5,177.066666667,"rotu1241","rtm","Austronesian","Eastern Malayo-Polynesian","Oceanic","","rtm","false","false","FJ","Churchward-1940 Moravcsik-1978 Schmidt-2002","genus-oceanic"
"2017","rov","Roviana","Papunesia",-8.25,157.333333333,"rovi1238","rug","Austronesian","Eastern Malayo-Polynesian","Oceanic","","rug","false","false","SB","Corston-Oliver-2002","genus-oceanic"
"2018","rpa","Rang Pas","Eurasia",30.3333333333,79.3333333333,"tibe1272","bod","Sino-Tibetan","Tibeto-Burman","Bodic","","bod","false","false","NP","Zoller-1983","genus-bodic"
"2019","rru","Runyoro-Rutooro","Africa",1.5,31.3333333333,"nyor1246","nyo","Niger-Congo","Benue-Congo","Bantu","","nyo","false","false","UG","Rubongoya-1999","genus-bantu"
"2020","rsc","Romansch (Scharans)","Eurasia",46.75,9.5,"roma1326","roh","Indo-European","","Romance","","roh","false","false","CH","Soler-and-Ebneter-1988","genus-romance"
"2021","rse","Romani (Sepecides)","Eurasia",38.25,27,"balk1252","rmn","Indo-European","","Indic","","rmn","false","false","TR","Cech-and-Heinschink-1996 Matras-et-al-2002","genus-indic"
"2022","rsh","Shughni","Eurasia",38.1666666667,71.5,"shug1248","sgh","Indo-European","","Iranian","","sgh","false","false","AF TJ","","genus-iranian"
"2023","rsl","Russian Sign Language","Eurasia",56,44,"russ1255","rsl","other","","Sign Languages","","rsl","false","false","RU","Grenoble-1992","genus-signlanguages"
"2024","rsm","Romansch (Surmeiran)","Eurasia",46.5833333333,9.75,"roma1326","roh","Indo-European","","Romance","","roh","false","false","CH","Kamprath-1987 Roca-1999","genus-romance"
"2025","rsu","Romansch (Sursilvan)","Eurasia",46.6666666667,8.83333333333,"roma1326","roh","Indo-European","","Romance","","roh","false","false","CH","Candinas-1982 Haiman-1988","genus-romance"
"2026","rti","Roti","Papunesia",-10.6666666667,123.25,"term1237","twu","Austronesian","","Central Malayo-Polynesian","","twu","false","false","ID","Fox-and-Grimes-1995 Jonker-1915","genus-centralmalayopolynesian"
"2027","rtk","Rotokas","Papunesia",-6,155.166666667,"roto1249","roo","North Bougainville","","North Bougainville","","roo","false","false","PG","Firchow-and-Firchow-1969 Firchow-et-al-1973","genus-northbougainville"
"2028","ruk","Rukai (Tanan)","Papunesia",22.8333333333,120.833333333,"ruka1240","dru","Austronesian","","Rukai","","dru","false","false","TW","Bybee-et-al-1994 Li-1973 Li-1977b Zeitoun-2007","genus-rukai"
"2029","rum","Rumu","Papunesia",-7.16666666667,144.25,"rumu1243","klq","Trans-New Guinea","","Turama-Kikorian","","klq","false","false","PG","Petterson-1999","genus-turamakikorian"
"2030","run","Runga","Africa",10.3333333333,21,"rung1258","rou","Maban","","Maban","","rou","false","false","CF TD","Nougayrol-1989","genus-maban"
"2031","rus","Russian","Eurasia",56,38,"russ1263","rus","Indo-European","","Slavic","","rus","true","true","RU","Berneker-and-Vasmer-1971 Beyer-2001 Bivon-1971 Borras-and-Christian-1959 Boyanus-1955 Comrie-1989 Corbett-1991 Dahl-1985 Fraser-and-Corbett-1995 Halle-1959 Hamilton-1980 Haspelmath-1997 Jones-and-Ward-1969 Kodzasov-1999b Krylova-and-Khavronina-1976 Launer-1974 Pulkina-1978 Pulkina-and-Zakhava-Nekrasova-1974 Stilman-and-Harkins-1964 Tauscher-and-Kirschbaum-1963 Unbegaun-1957 Wade-1992 Wedel-and-Romanov-1964","genus-slavic"
"2032","rut","Rutul","Eurasia",41.5,47.4166666667,"rutu1240","rut","Nakh-Daghestanian","Daghestanian","Lezgic","","rut","false","false","AZ RU","Alekseev-1994b Dzhejranishvili-1967 Ibragimov-1978 Kodzasov-1990b Maxmudova-2001","genus-lezgic"
"2033","rwa","Rawa","Papunesia",-5.83333333333,146,"rawa1267","rwo","Trans-New Guinea","Finisterre-Huon","Finisterre","","rwo","false","false","PG","Toland-and-Toland-1991","genus-finisterre"
"2034","rwe","Romani (Welsh)","Eurasia",52,-4,"wels1246","rmw","Indo-European","","Indic","","rmw","false","false","GB","Sampson-1926","genus-indic"
"2035","ryu","Shuri","Eurasia",26.5,127.5,"cent2126","ryu","Japanese","","Japanese","","ryu","false","false","JP","Kuwae-1983","genus-japanese"
"2036","saa","Sa'a","Papunesia",-9.61666666667,161.45,"saaa1240","apb","Austronesian","Eastern Malayo-Polynesian","Oceanic","","apb","false","false","SB","Ivens-1918","genus-oceanic"
"2037","sab","Sa'ban","Papunesia",3.66666666667,115.666666667,"saba1265","snv","Austronesian","","North Borneo","","snv","false","false","ID","Clayre-1973","genus-northborneo"
