"glottocode","name","isocodes","level","glottolog.macroarea","latitude","longitude","autotyp.continent","autotyp.area","comment","level1","level2","level3","level4","level5","level6","level7","level8","level9","level10","level11","level12","level13","level14","level15","level16","level17","level18","level19","level20","level21","level22","level23","level24","level25","level26","level27"
"east2440","East Makian","mky","language","Papunesia",0.07337,127.423,"NG and Oceania","Oceania",NA,"aust1307","mala1545","east2712","sout3229","raja1255","sout3231","east2439","east2440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east2443","East Ambae","omb","language","Papunesia",-15.3523,167.89,"NG and Oceania","Oceania",NA,"aust1307","mala1545","east2712","ocea1241","nort3195","nort3205","amba1270","east2443",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east2447","East Futuna","fud","language","Papunesia",-14.278717,-178.137222,"NG and Oceania","Oceania",NA,"aust1307","mala1545","east2712","ocea1241","cent2060","east2445","poly1242","nucl1485","east2447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east2449",NA,NA,NA,"Papunesia",NA,NA,"NG and Oceania","Oceania","Spread of clade too large to assign meaningful coordinates for this node","aust1307","mala1545","east2712","ocea1241","cent2060","east2445","poly1242","nucl1485","nort3246","solo1260","cent2298","east2449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east2516","East Kewa","kjs","language","Papunesia",-6.32989,143.931,"NG and Oceania","Interior New Guinea",NA,"nucl1709","enga1254","kewa1249","anga1291","anga1313","kewa1250","sout3252","east2516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east2545","Eastern Pomo","peb","language","North America",38.5647,-122.586,"W N America","California",NA,"pomo1273","russ1265","east2545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east2555","Eastern Bolivian Guaraní","gui","language","South America",-20.42,-63.37,"S America","SE South America",NA,"tupi1275","mawe1252","awet1245","tupi1276","sout3271","tupi1277","tupi1283","chir1295","east2555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east2556","Eastern Highland Otomi","otm","language","North America",20.5991,-98.0978,"C America","Mesoamerica",NA,"otom1299","west2783","otop1241","otop1242","otom1297","otom1300","east2737","east2556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east2563","Eastern Cham","cjm","language","Eurasia",11.2853,108.49,"S/SE Asia","Southeast Asia",NA,"aust1307","mala1545","mala1536","nort3170","cham1327","cham1330","coas1305","cham1328","east2563",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east2690","Eastern Egyptian Bedawi Arabic","avl","language","Eurasia",29.6742,33.6113,"W and SW Eurasia","Greater Mesopotamia",NA,"afro1255","semi1276","west2786","cent2236","arab1394","arab1395","egyp1251","east2690",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east2694","Eastern Subanen","sfe","language","Papunesia",8.2475,123.5234,"S/SE Asia","Oceania",NA,"aust1307","mala1545","grea1284","suba1253","nucl1726","east2769","east2694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east2773","Eastern Newari",NA,"language","Eurasia",27.576985,86.033964,"S/SE Asia","Indic",NA,"sino1245","hima1249","maha1306","newa1245","newa1247","east2773",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"east2782","Eastern Kikongo",NA,"language","Africa",-5.25,15.5,"Africa","S Africa",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","narr1281","cent2260","west2968","nzad1235","lwer1234","ding1244","loan1238","klce1234","kiko1235","nucl1804","kiko1234","kamb1321","kila1239","sout3249","sout3353","east2782",NA,NA,NA,NA,NA,NA
"egaa1242","Ega","ega","language","Africa",5.56081,-5.41732,"Africa","African Savannah",NA,"atla1278","volt1241","egaa1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"egyp1253","Egyptian Arabic","arz","language","Africa",31,31,"Africa","N Africa",NA,"afro1255","semi1276","west2786","cent2236","arab1394","arab1395","egyp1251","egyp1254","egyp1253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eipo1242","Eipomek","eip","language","Papunesia",-4.33691,140.045,"NG and Oceania","Interior New Guinea",NA,"nucl1709","mekk1240","east2504","eipo1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ekar1243","Ekari","ekg","language","Papunesia",-3.88974,136.018,"NG and Oceania","Interior New Guinea",NA,"nucl1709","pani1259","meew1234","ekar1243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"elem1253","Eleme","elm","language","Africa",4.72964,7.267,"Africa","African Savannah",NA,"atla1278","volt1241","benu1247","delt1251","ogon1240","west2469","elem1253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"elip1238","Elip","ekm","language","Africa",4.45694,11.193,"Africa","African Savannah",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","narr1281","mbam1254","mbam1252","nucl1802","bati1255","mbur1240","nucl1746","mmal1234","elip1240","elip1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"elmo1238","El Molo","elo","language","Africa",2.79312,36.7619,"Africa","S Africa",NA,"afro1255","cush1243","east2699","lowl1267","sout3055","main1283","omot1245","west2723","elmo1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"elna1235","El Nayar Cora","crn","language","North America",22.4099,-104.467,"C America","Mesoamerica",NA,"utoa1244","sout3136","cora1261","cora1259","cora1260","elna1235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"emae1237","Emae","mmw","language","Papunesia",-17.052,168.399,"NG and Oceania","Oceania",NA,"aust1307","mala1545","east2712","ocea1241","cent2060","east2445","poly1242","nucl1485","vanu1245","emae1237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"emai1242","Emai",NA,"dialect","Africa",7.09,5.84,"Africa","African Savannah",NA,"atla1278","volt1241","benu1247","akpe1249","edoi1239","nort3182","cent2259","emai1243","emai1241","emai1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"embe1260","Emberá-Catío","cto","language","South America",7.52721,-76.7476,"S America","Andean",NA,"choc1280","embe1258","atra1235","embe1260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"embe1262","Emberá-Chamí","cmi","language","South America",4.8791,-76.0749,"S America","Andean",NA,"choc1280","embe1258","sanj1278","uppe1440","embe1262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"enap1235","Panare","pbh","language","South America",6.95035,-65.8483,"S America","NE South America",NA,"cari1283","vene1261","pemo1246","enap1235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"epen1239","Epena","sja","language","South America",4.25877,-77.3566,"S America","Andean",NA,"choc1280","embe1258","sanj1278","epen1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ersu1241","Ersu","ers","language","Eurasia",29.2867,102.213,"S/SE Asia","Southeast Asia",NA,"sino1245","burm1265","naqi1236","ersu1242","ersu1241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"erzy1239","Erzya","myv","language","Eurasia",52.8548,45.3901,"N-C Asia","Inner Asia",NA,"ural1272","mord1256","erzy1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"esan1238","Esan","ish","language","Africa",6.25685,6.33917,"Africa","African Savannah",NA,"atla1278","volt1241","benu1247","akpe1249","edoi1239","nort3182","cent2259","esan1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"esee1247","Ese","mcq","language","Papunesia",-9.09451,148.376,"NG and Oceania","S New Guinea",NA,"koia1260","bara1376","esee1247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"esee1248","Ese Ejja","ese","language","South America",-11.7268,-67.515,"S America","NE South America",NA,"pano1259","taca1255","taka1267","esee1248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"esim1238","Esimbi","ags","language","Africa",6.50094,9.86936,"Africa","African Savannah",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","tivo1239","esim1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"esse1238","Esselen","esq","language","North America",36.5473,-121.867,"W N America","California",NA,"esse1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"esto1258","Estonian","ekk","language","Eurasia",58.55,25.82,"N-C Asia","Inner Asia",NA,"ural1272","finn1317","coas1319","neva1234","cent2329","esto1258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eton1253","Eton-Mengisa","eto","language","Africa",4.21045,11.3935,"Africa","African Savannah",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","narr1281","bant1295","basa1292","yaun1239","eton1253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"etru1241","Etruscan","ett","language","Eurasia",41.9,12.4833,"W and SW Eurasia","Europe",NA,"etru1241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eude1234","Eudeve","eud","language","North America",28.5,-110,"C America","Mesoamerica",NA,"utoa1244","sout3136","opat1247","eude1234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"even1259","Evenki","evn","language","Eurasia",61.972,94.689,"N-C Asia","Inner Asia",NA,"tung1282","nort3417","nort3147","even1259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"even1260","Even","eve","language","Eurasia",70.6687,130.914,"N-C Asia","Inner Asia",NA,"tung1282","nort3417","nort3147","ewen1234","even1260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ewee1241","Ewe","ewe","language","Africa",6.46061,0.814975,"Africa","African Savannah",NA,"atla1278","volt1241","kwav1236","gbee1241","west2802","ewei1234","ewee1241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eyak1241","Eyak","eya","language","North America",60.4232,-144.762,"W N America","Alaska-Oregon",NA,"atha1245","atha1246","eyak1241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fait1240","Kulsab","faj","language","Papunesia",-5.59947,145.298,"NG and Oceania","N Coast New Guinea",NA,"nucl1709","mada1298","kala1403","sout3148","soge1235","east2767","fait1240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fala1243","Falam Chin","cfm","language","Eurasia",23.78928333,92.32546333,"S/SE Asia","Southeast Asia",NA,"sino1245","kuki1245","kuki1246","cent2330","cent2005","laic1236","fala1242","fala1243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fare1241","Farefare","gur","language","Africa",11.0918,-0.81109,"Africa","African Savannah",NA,"atla1278","volt1241","nort3149","gura1261","cent2243","nort2777","bwam1248","otiv1239","nucl1743","gurm1247","west2461","nucl1748","nort3234","moss1237","fraf1239","fare1241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"faro1244","Faroese","fao","language","Eurasia",62.0732,-6.88497,"W and SW Eurasia","Europe",NA,"indo1319","clas1257","germ1287","nort3152","nort3160","west2805","icel1246","faro1244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fass1245","Momu-Fas","fqs","language","Papunesia",-3.10868,141.64,"NG and Oceania","N Coast New Guinea",NA,"baib1250","fass1245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fasu1242","Fasu","faa","language","Papunesia",-6.62687,143.284,"NG and Oceania","Interior New Guinea",NA,"fasu1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fefe1239","Fe'fe'","fmp","language","Africa",5.18158,10.1442,"Africa","African Savannah",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","wide1239","narr1282","mbam1249","sout3350","bami1239","east2862","fefe1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fili1244","Filipino","fil","language","Papunesia",12.265,123.464,"S/SE Asia","Oceania",NA,"aust1307","mala1545","grea1284","cent2246","taga1280","taga1269","fili1244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"filo1235","Filomeno Mata Totonac","tlp","language","North America",20.1415,-97.5931,"C America","Mesoamerica",NA,"toto1251","toto1252","cent1397","filo1235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fina1242","Eastern-Southern Bontok","bkb","language","Papunesia",17.0319,121.11,"S/SE Asia","Oceania",NA,"aust1307","mala1545","nort3238","meso1254","sout3211","cent2296","nucl1754","bont1246","bont1247","fina1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finn1310","Finnish Sign Language","fse","language","Eurasia",60.661,25.0677,"N-C Asia","Inner Asia",NA,"sign1238","deaf1237","swed1257","finn1319","finn1310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"finn1318","Finnish","fin","language","Eurasia",64.7628,25.5577,"N-C Asia","Inner Asia",NA,"ural1272","finn1317","coas1319","neva1234","nort3282","nucl1717","finn1318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fipa1238","Fipa","fip","language","Africa",-7.88963,31.3442,"Africa","S Africa",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","narr1281","east2731","corr1234","mboz1235","mwik1240","fipa1240","fipa1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"foii1241","Foi","foi","language","Papunesia",-6.47258,143.495,"NG and Oceania","Interior New Guinea",NA,"east2499","foii1241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fonn1241","Fon","fon","language","Africa",7.15484,1.66495,"Africa","African Savannah",NA,"atla1278","volt1241","kwav1236","gbee1241","east2711","fong1244","fonn1241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fore1265","Forest Enets","enf","language","Eurasia",68.6,86.5,"N-C Asia","Inner Asia",NA,"ural1272","samo1298","enet1251","enet1250","fore1265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fore1270","Fore","for","language","Papunesia",-6.64473,145.5065,"NG and Oceania","Interior New Guinea",NA,"nucl1709","kain1273","goro1272","nucl1760","fore1273","fore1270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fran1266","Francisco León Zoque","zos","language","North America",17.3654,-93.3633,"C America","Mesoamerica",NA,"mixe1284","zoqu1261","chia1261","fran1266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fuln1247","Fulniô","fun","language","South America",-9.02591,-37.1402,"S America","NE South America",NA,"fuln1247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"furr1244","Fur","fvr","language","Africa",12.0455,23.6401,"Africa","African Savannah",NA,"fura1235","furr1244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"furu1242","Furu","fuu","language","Africa",4.485,20.6448,"Africa","S Africa",NA,"cent2225","sara1341","sbbo1237","nucl1719","sara1349","sara1318","barh1234","furu1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fuyu1242","Fuyug","fuy","language","Papunesia",-8.6371,147.312,"NG and Oceania","S New Guinea",NA,"fuyu1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gaaa1244","Ga","gaa","language","Africa",5.65488,-0.18598,"Africa","African Savannah",NA,"atla1278","volt1241","kwav1236","gada1257","gaaa1244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gaaa1245","Gaa","ttb","language","Africa",8.4809,11.9603,"Africa","African Savannah",NA,"atla1278","volt1241","benu1247","bant1294","nort3168","dako1256","tiba1234","gaaa1245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gaam1241","Gaam","tbi","language","Africa",11.4674,33.9797,"Africa","African Savannah",NA,"east2386","gaam1241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gaan1243","Ga'anda","gqa","language","Africa",10.2955,12.6479,"Africa","African Savannah",NA,"afro1255","chad1250","bium1280","sout3145","bium1275","east2649","gaan1243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gada1258","Ga'dang","gdg","language","Papunesia",17.2238,121.455,"S/SE Asia","Oceania",NA,"aust1307","mala1545","nort3238","caga1241","iban1268","gadd1245","caga1242","gada1258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gade1242","Gade","ged","language","Africa",8.71139,7.49869,"Africa","African Savannah",NA,"atla1278","volt1241","benu1247","gade1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gaga1249","Gagauz","gag","language","Eurasia",44.59876,28.02769,"W and SW Eurasia","Europe",NA,"turk1311","comm1245","oghu1243","nucl1769","west2406","gaga1249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gahr1239","Bunan","bfu","language","Eurasia",32.2168,77.9596,"S/SE Asia","Indic",NA,"sino1245","bodi1256","tibe1275","east2777","cent2311","gahr1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gala1264","Galambu","glo","language","Africa",10.1258,10.2542,"Africa","African Savannah",NA,"afro1255","chad1250","west2785","west2714","west2799","west2715","bole1261","nucl1735","gala1265","gala1264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gale1259","Galela","gbi","language","Papunesia",2.31461,128.44,"NG and Oceania","Oceania",NA,"nort2923","nort2924","main1282","gale1261","gale1259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gali1258","Galician","glg","language","Eurasia",42.2446,-7.5343,"W and SW Eurasia","Europe",NA,"indo1319","clas1257","ital1284","lati1262","lati1263","impe1234","roma1334","ital1285","west2813","shif1234","sout3183","west2838","gali1263","gali1258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gali1262","Galibi Carib","car","language","South America",5.83772,-56.8323,"S America","NE South America",NA,"cari1283","guia1242","gali1262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"galo1242","Galo","adl","language","Eurasia",27.9805586,94.6884956,"S/SE Asia","Indic",NA,"sino1245","macr1268","tani1259","prew1234","west2797","suba1255","galo1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gamb1251","Gambera","gma","language","Australia",-14.29546,126.27131,"Australia","N Australia",NA,"worr1236","nort2751","forr1234","gamb1251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gamo1243","Gamo","gmv","language","Africa",6.27645,37.23808,"Africa","Greater Abyssinia",NA,"gong1255","omet1238","nort3161","cent2046","dawr1235","gamo1243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gana1278","Ganai","unn","language","Australia",-38.58,146.5,"Australia","S Australia",NA,"pama1250","gana1279","gana1278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gand1255","Ganda","lug","language","Africa",0.66884,32.15153,"Africa","S Africa",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","narr1281","east2731","nort3203","grea1289","west2841","nort3220","gand1255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gang1266","Gangte","gnb","language","Eurasia",24.5113,94.1681,"S/SE Asia","Southeast Asia",NA,"sino1245","kuki1245","kuki1246","peri1260","nort3179","siza1239","gang1271","gang1266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gang1267","Ganggalida","gcd","language","Australia",-17.5446,139.426,"Australia","N Australia",NA,"tang1340","sout2758","gang1267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gapa1238","Gapapaiwa","pwg","language","Papunesia",-9.73317,149.854,"NG and Oceania","S New Guinea",NA,"aust1307","mala1545","east2712","ocea1241","west2818","papu1253","nucl1744","nort2848","aret1241","arei1235","boan1246","gapa1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gara1269","Garrwa","wrk","language","Australia",-17.4504,137.72014,"Australia","N Australia",NA,"garr1260","gara1269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gari1256","Garifuna","cab","language","North America",15.3529,-86.9091,"C America","Mesoamerica",NA,"araw1281","cari1281","anti1247","iner1234","isla1279","gari1256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"garo1247","Garo","grt","language","Eurasia",25.2954,90.462,"S/SE Asia","Southeast Asia",NA,"sino1245","brah1260","bodo1279","garo1247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gata1239","Gata'","gaq","language","Eurasia",18.6076,82.984,"S/SE Asia","Indic",NA,"aust1305","mund1335","gata1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gbay1278","Gbayi","gyg","language","Africa",5.57378,21.9707,"Africa","African Savannah",NA,"atla1278","volt1241","nort3149","came1255","uban1244","ngba1290","ngba1280","gbay1278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gbay1288","Kresh-Woro","krs","language","Africa",8.43391,25,"Africa","African Savannah",NA,"kres1240","kres1241","gbay1288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"geba1237","Geba Karen","kvq","language","Eurasia",19.4991,96.9492,"S/SE Asia","Southeast Asia",NA,"sino1245","kare1337","cent1999","geba1236","geba1237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gebe1237","Gebe","gei","language","Papunesia",-0.07877,129.424,"NG and Oceania","N Coast New Guinea",NA,"aust1307","mala1545","east2712","sout3229","raja1255","sout3231","gebe1237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"geda1237","Gedaged","gdd","language","Papunesia",-5.18175,145.781,"NG and Oceania","N Coast New Guinea",NA,"aust1307","mala1545","east2712","ocea1241","west2818","nort3206","nger1241","viti1243","belr1234","bell1262","nucl1510","geda1237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gela1263","Gela","nlg","language","Papunesia",-9.04587,160.186,"NG and Oceania","Oceania",NA,"aust1307","mala1545","east2712","ocea1241","sout2853","guad1241","nucl1470","ngge1240","gela1263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"geme1244","Geme","geq","language","Africa",8.48359,20.6611,"Africa","African Savannah",NA,"atla1278","volt1241","nort3149","came1255","uban1244","zand1246","zand1247","geme1244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
