"glottocode","name","isocodes","level","glottolog.macroarea","latitude","longitude","autotyp.continent","autotyp.area","comment","level1","level2","level3","level4","level5","level6","level7","level8","level9","level10","level11","level12","level13","level14","level15","level16","level17","level18","level19","level20","level21","level22","level23","level24","level25","level26","level27"
"mido1240","Midob","mei","language","Africa",14.789,27.2236,"Africa","African Savannah",NA,"nubi1251","west2781","mido1240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mids1243","Mid-Southern Banda","bjo","language","Africa",5.87893,22.4666,"Africa","African Savannah",NA,"atla1278","volt1241","nort3149","came1255","uban1244","band1341","nucl1797","cent2021","cent2022","mids1242","mids1243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"miga1249","Migaama","mmy","language","Africa",12.2367,18.9614,"Africa","African Savannah",NA,"afro1255","chad1250","east2632","east2633","east2709","dang1275","dang1276","miga1249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"miju1243","Kman","mxj","language","Eurasia",28.4732,97.0444,"S/SE Asia","Indic",NA,"sino1245","gema1234","miju1243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mika1239","Mikasuki","mik","language","North America",31.5,-84,"E N America","E North America",NA,"musk1252","mika1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mikm1235","Mi'kmaq","mic","language","North America",46,-64,"E N America","E North America",NA,"algi1248","algo1256","algo1257","east2700","mari1452","nort3414","micm1234","mikm1235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mila1245","Milang",NA,"language","Eurasia",28.5539908,95.186127,"S/SE Asia","Indic",NA,"sino1245","macr1268","koro1317","mila1245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mill1237","Millcayac",NA,"language","South America",-31.79729,-67.569581,"S America","Andean",NA,"huar1251","mill1237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mina1276","Mina (Cameroon)","hna","language","Africa",10.38053,13.84054,"Africa","African Savannah",NA,"afro1255","chad1250","bium1280","sout3145","bium1274","mina1276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"minh1238","Mangghuer",NA,"language","Eurasia",36.33736,102.80434,"N-C Asia","Inner Asia",NA,"mong1349","mong1329","sout2705","shir1260","tuuu1240","minh1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mini1256","Minica Huitoto","hto","language","South America",-1.54535,-73.1107,"S America","NE South America",NA,"huit1251","nucl1659","mini1255","mini1256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"miri1266","Miriwung","mep","language","Australia",-16.3596,128.889,"Australia","N Australia",NA,"jarr1235","miri1274","miri1266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"misk1235","Mískito","miq","language","North America",15.1576,-84.2942,"C America","Mesoamerica",NA,"misu1242","misk1235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"miwa1242","Miwa","vmi","language","Australia",-14.3484,126.921,"Australia","N Australia",NA,"worr1236","nort2751","forr1234","miwa1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mixt1426","Mixtepec Zapotec","zpm","language","North America",16.1724,-96.2372,"C America","Mesoamerica",NA,"otom1299","east2557","popo1292","zapo1436","zapo1437","nucl1765","core1259","cent2146","sout3003","mixt1428","mixt1426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"miya1266","Miya","mkf","language","Africa",10.9234,9.71505,"Africa","African Savannah",NA,"afro1255","chad1250","west2785","west2790","west2712","nucl1830","warj1254","miya1266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mlah1239","Mlahsô","lhs","language","Eurasia",37.0311,41.2209,"W and SW Eurasia","Greater Mesopotamia",NA,"afro1255","semi1276","west2786","cent2236","nort3165","aram1259","impe1236","midd1367","east2680","cent2217","turo1240","mlah1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mmen1238","Mmen","bfm","language","Africa",6.43213,10.2541,"Africa","African Savannah",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","wide1239","narr1282","ring1243","cent2385","cent2275","mmen1239","mmen1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"moba1244","Moba","mfq","language","Africa",10.9496,0.159565,"Africa","African Savannah",NA,"atla1278","volt1241","nort3149","gura1261","cent2243","nort2777","bwam1248","otiv1239","nucl1743","gurm1247","gurm1248","gurm1249","gurm1250","gour1248","moba1243","moba1244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"moch1259","Mochica","omc","language","South America",-8.01667,-79,"S America","Andean",NA,"moch1259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"moco1246","Mocoví","moc","language","South America",-28.097,-60.4145,"S America","SE South America",NA,"guai1249","guai1250","qomm1235","moco1246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mode1248","Modern Greek","ell","language","Eurasia",38.36,23.13,"W and SW Eurasia","Europe",NA,"indo1319","clas1257","grae1234","gree1276","east2798","cent2404","koin1234","mode1266","nucl1783","mode1248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"moha1258","Mohawk","moh","language","North America",43.72,-74.66836,"E N America","E North America",NA,"iroq1247","nort2947","moha1257","moha1258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"moii1235","Moi (Indonesia)","mxn","language","Papunesia",-0.96532,131.52,"NG and Oceania","N Coast New Guinea",NA,"west1493","sege1236","moii1235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"moke1242","Moken","mwt","language","Eurasia",10.1474,98.6765,"S/SE Asia","Southeast Asia",NA,"aust1307","mala1545","moke1241","moke1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"moki1238","Mokilese","mkj","language","Papunesia",6.65651,159.776,"NG and Oceania","Oceania",NA,"aust1307","mala1545","east2712","ocea1241","micr1243","cent2276","west2844","pona1247","pona1248","moki1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mokp1239","Mokpwe","bri","language","Africa",4.24178,9.23887,"Africa","African Savannah",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","narr1281","bant1295","lund1274","leko1248","ngoe1239","bafa1251","kpwe1234","mokp1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"moks1248","Moksha","mdf","language","Eurasia",54.1855,42.6728,"N-C Asia","Inner Asia",NA,"ural1272","mord1256","moks1248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mola1238","Molale","mbe","language","North America",44.556,-122.857,"W N America","Alaska-Oregon",NA,"mola1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"molo1266","Moloko","mlw","language","Africa",10.7933,14.2521,"Africa","African Savannah",NA,"afro1255","chad1250","bium1280","nort3156","marg1267","mofu1249","toko1243","molo1266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"moma1245","Moma Even",NA,"dialect","Eurasia",66.4543,143.222,"N-C Asia","Inner Asia",NA,"tung1282","nort3417","nort3147","ewen1234","even1260","midd1358","moma1245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mong1338","Mongo","lol","language","Africa",-1.54228,20.4259,"Africa","S Africa",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","narr1281","cent2260","nort3376","inne1246","vieu1234","mong1351","lomo1242","mong1338",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"moni1237","Mangue","mom","language","North America",13.5343,-85.1746,"C America","Mesoamerica",NA,"otom1299","west2783","tlap1252","mang1426","moni1237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monn1252","Mon","mnw","language","Eurasia",15.49394,98.122465,"S/SE Asia","Southeast Asia",NA,"aust1305","moni1258","monn1252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mono1270","Mono (Democratic Republic of Congo)","mnh","language","Africa",4.57915,19.8264,"Africa","S Africa",NA,"atla1278","volt1241","nort3149","came1255","uban1244","band1341","nucl1797","cent2021","cent2022","mids1242","mono1270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mono1273","Mono-Alu","mte","language","Papunesia",-7.05102,155.76,"NG and Oceania","Oceania",NA,"aust1307","mala1545","east2712","ocea1241","west2818","meso1253","newi1242","stge1234","nort3225","mono1280","mono1273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mono1275","Mono (USA)","mnr","language","North America",37.1935,-119.347,"W N America","California",NA,"utoa1244","nort2953","numi1242","west2621","mono1275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mont1268","Montagnais","moe","language","North America",49.0533,-68.7376,"E N America","E North America",NA,"algi1248","algo1256","algo1257","cree1271","mont1268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"monz1249","Monzombo","moj","language","Africa",3.19008,18.5129,"Africa","S Africa",NA,"atla1278","volt1241","nort3149","came1255","uban1244","ngba1292","west2836","rive1263","monz1253","monz1249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mopa1243","Mopán Maya","mop","language","North America",16.3533,-89.0673,"C America","Mesoamerica",NA,"maya1287","core1254","yuca1252","mopa1242","mopa1243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"more1259","Morelos Nahuatl","nhm","language","North America",18.9161,-99.1322,"C America","Mesoamerica",NA,"utoa1244","sout3136","cora1261","azte1234","west2809","cent2258","more1259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mori1268","Mori Bawah","xmz","language","Papunesia",-2.56016,121.37,"NG and Oceania","Oceania",NA,"aust1307","mala1545","cele1242","grea1299","east2488","sout2928","bung1268","east2489","east2490","mori1268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mori1269","Mori Atas","mzq","language","Papunesia",-2.2555,121.035,"NG and Oceania","Oceania",NA,"aust1307","mala1545","cele1242","grea1299","east2488","sout2928","bung1268","west2566","inte1258","mori1269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"morm1235","Mor (Mor Islands)","mhz","language","Papunesia",-2.87055,135.95,"NG and Oceania","N Coast New Guinea",NA,"aust1307","mala1545","east2712","sout3229","morm1235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"moro1285","Moro","mor","language","Africa",10.9194,30.2138,"Africa","African Savannah",NA,"heib1242","west2502","west2503","moro1285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"moro1287","Moronene","mqn","language","Papunesia",-4.62361,121.824,"NG and Oceania","Oceania",NA,"aust1307","mala1545","cele1242","grea1299","east2488","sout2928","bung1268","east2489","moro1287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"moro1289","Marori","mok","language","Papunesia",-8.5692,140.688,"NG and Oceania","S New Guinea",NA,"moro1289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mort1237","Mortlockese","mrl","language","Papunesia",5.50735,153.710778,"NG and Oceania","Oceania",NA,"aust1307","mala1545","east2712","ocea1241","micr1243","cent2276","west2844","pona1247","truk1243","nucl1749","cent2290","east2764","mort1238","mort1237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mose1249","Mosetén-Chimané","cas","language","South America",-14.64448,-67.83756,"S America","NE South America",NA,"mose1249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mosi1247","Akie","mwy","language","Africa",-5.43471,37.1869,"Africa","S Africa",NA,"nilo1247","sout2830","kale1246","okie1247","mosi1247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mota1237","Mota","mtt","language","Papunesia",-13.835361,167.690924,"NG and Oceania","Oceania",NA,"aust1307","mala1545","east2712","ocea1241","nort3195","nort3205","torr1262","mota1237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"motl1237","Mwotlap","mlv","language","Papunesia",-13.655015,167.706277,"NG and Oceania","Oceania",NA,"aust1307","mala1545","east2712","ocea1241","nort3195","nort3205","torr1262","motl1237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"motu1246","Motu","meu","language","Papunesia",-9.67492,147.424,"NG and Oceania","S New Guinea",NA,"aust1307","mala1545","east2712","ocea1241","west2818","papu1253","peri1258","cent2070","west2850","motu1246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mouk1239","Mouk-Aria","mwh","language","Papunesia",-5.71155,149.158,"NG and Oceania","N Coast New Guinea",NA,"aust1307","mala1545","east2712","ocea1241","west2818","nort3206","nger1241","viti1243","sout2874","bibl1237","mouk1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"moun1252","Mountain Koiali","kpx","language","Papunesia",-9.06973,147.384,"NG and Oceania","S New Guinea",NA,"koia1260","koia1261","biag1235","moun1252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"move1241","Move",NA,"dialect","Papunesia",-6.358,145.42,"NG and Oceania","Interior New Guinea",NA,"nucl1709","kain1273","goro1272","nucl1760","nucl1756","kama1374","yaga1260","move1241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"movi1243","Movima","mzp","language","South America",-13.8115,-65.6348,"S America","NE South America",NA,"movi1243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"moyo1238","Moyon","nmo","language","Eurasia",24.4793,94.3421,"S/SE Asia","Southeast Asia",NA,"sino1245","kuki1245","kuki1246","oldk1252","moyo1240","moyo1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mpad1242","Mpade","mpi","language","Africa",12.561391,14.446893,"Africa","African Savannah",NA,"afro1255","chad1250","bium1280","nort3156","koto1267","koto1265","koto1269","mpad1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mpii1239","Mpi","mpz","language","Eurasia",18.1717,100.21,"S/SE Asia","Southeast Asia",NA,"sino1245","burm1265","lolo1265","lolo1267","hani1249","biso1244","hani1250","bika1252","mpii1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mpot1240","Mpoto","mpa","language","Africa",-11.13767,34.71269,"Africa","S Africa",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","narr1281","east2731","rufi1235","rufi1236","mate1261","mpot1240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mpur1239","Mpur","akc","language","Papunesia",-0.7489,133.166,"NG and Oceania","N Coast New Guinea",NA,"mpur1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mual1241","Mualang","mtd","language","Papunesia",0.31083,111.077,"S/SE Asia","Southeast Asia",NA,"aust1307","mala1545","mala1536","nort3170","mala1538","iban1263","iban1269","mual1241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mudu1239","Muduga","udg","language","Eurasia",11.062,76.5627,"S/SE Asia","Indic",NA,"drav1251","sout3133","sout3138","tami1291","tami1292","tami1293","tami1294","irul1245","mudu1245","mudu1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mudu1242","Muduapa","wiv","language","Papunesia",-4.69751,149.489,"NG and Oceania","N Coast New Guinea",NA,"aust1307","mala1545","east2712","ocea1241","west2818","meso1253","bali1280","mudu1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mull1237","Mullukmulluk","mpb","language","Australia",-13.427,130.664,"Australia","N Australia",NA,"nort1547","mull1237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"muna1247","Muna","mnb","language","Papunesia",-5.40419,122.541,"NG and Oceania","Oceania",NA,"aust1307","mala1545","cele1242","grea1299","east2488","sout2928","muna1246","nucl1573","muni1256","muni1259","west2847","muna1247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"munc1235","Mün Chin","mwq","language","Eurasia",20.289,94.3929,"S/SE Asia","Southeast Asia",NA,"sino1245","kuki1245","kuki1246","peri1260","sout3160","choi1241","daai1235","munc1235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mund1320","Mundari","unr","language","Eurasia",23.03,85.85,"S/SE Asia","Indic",NA,"aust1305","mund1335","nort3151","kher1245","mund1336","homu1234","mund1320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mund1325","Mundang","mua","language","Africa",9.83195,14.4751,"Africa","African Savannah",NA,"atla1278","volt1241","nort3149","came1255","mbum1257","nort2773","tupu1245","mund1324","mund1325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mund1326","Mündü","muh","language","Africa",4.22755,29.9967,"Africa","African Savannah",NA,"atla1278","volt1241","nort3149","came1255","uban1244","ngba1292","east2391","mund1326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mund1328","Mundabli-Mufu","boe","language","Africa",6.59969,10.2704,"Africa","African Savannah",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","yemn1234","jiii1234","mund1328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mund1330","Mundurukú","myu","language","South America",-8.41095,-57.691,"S America","NE South America",NA,"tupi1275","mund1329","mund1330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"munu1238","Munumburru",NA,"dialect","Australia",-14.700834,126.754387,"Australia","N Australia",NA,"worr1236","ngar1284","munu1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"murl1244","Murle","mur","language","Africa",6.69756,33.988,"Africa","African Savannah",NA,"surm1244","sout2836","sout2838","didi1256","murl1244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"murr1258","Murriny Patha","mwf","language","Australia",-14.74852,129.70152,"Australia","N Australia",NA,"sout2772","murr1258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"muru1266","Muruwari","zmu","language","Australia",-28.9618,146.546,"Australia","S Australia",NA,"pama1250","sout3135","news1235","muru1265","muru1266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"muru1274","Murui Huitoto","huu","language","South America",-1.13669,-73.8331,"S America","NE South America",NA,"huit1251","nucl1659","mini1255","muru1274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"musg1254","Musgu","mug","language","Africa",10.8439,15.1065,"Africa","African Savannah",NA,"afro1255","chad1250","bium1280","nort3156","bium1279","musg1256","musg1254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"muso1238","Musom","msu","language","Papunesia",-6.53817,146.93,"NG and Oceania","N Coast New Guinea",NA,"aust1307","mala1545","east2712","ocea1241","west2818","nort3206","huon1245","mark1257","lowe1411","busu1245","muso1239","muso1238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"muss1246","Mussau-Emira","emi","language","Papunesia",-1.44105,149.624,"NG and Oceania","N Coast New Guinea",NA,"aust1307","mala1545","east2712","ocea1241","stma1240","muss1246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"muth1236","Muthuvan","muv","language","Eurasia",10.3524,76.7328,"S/SE Asia","Indic",NA,"drav1251","sout3133","sout3138","tami1291","tami1292","tami1293","tami1294","tami1297","tami1298","tami1299","muth1243","muth1236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"muyu1244","Muyuw","myw","language","Papunesia",-9.195,152.731,"NG and Oceania","S New Guinea",NA,"aust1307","mala1545","east2712","ocea1241","west2818","papu1253","peri1258","kili1270","kili1266","kili1271","muyu1244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mwag1236","Mwaghavul","sur","language","Africa",9.47205,8.96522,"Africa","African Savannah",NA,"afro1255","chad1250","west2785","west2714","west2799","west2717","mwag1236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mwan1247","Mwani","wmw","language","Africa",-12.5821,40.4601,"Africa","S Africa",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","narr1281","east2731","nort3203","nort3209","coas1317","saba1282","mwan1247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mwan1250","Mwan","moa","language","Africa",7.87533,-5.94577,"Africa","African Savannah",NA,"mand1469","east2697","sout3140","nwab1239","wanm1243","mwan1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mwer1248","Mwera (Chimwera)","mwe","language","Africa",-9.75639,38.8762,"Africa","S Africa",NA,"atla1278","volt1241","benu1247","bant1294","sout3152","narr1281","east2731","rufi1235","ruvu1234","yaoi1234","mwer1248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"naas1242","Naasioi","nas","language","Papunesia",-6.46022,155.632,"NG and Oceania","Oceania",NA,"sout2948","nasi1247","nasi1248","sout3363","cent2394","naas1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"naba1256","Nabak","naf","language","Papunesia",-6.42709,146.966,"NG and Oceania","N Coast New Guinea",NA,"nucl1709","fini1244","huon1246","west2795","rawl1234","naba1257","naba1256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nade1244","Nadëb","mbj","language","South America",-1.24449,-66.3068,"S America","NE South America",NA,"nada1235","nade1244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"naka1262","Nakanai","nak","language","Papunesia",-5.59931,150.888,"NG and Oceania","N Coast New Guinea",NA,"aust1307","mala1545","east2712","ocea1241","west2818","meso1253","will1243","naka1266","naka1262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nalc1240","Nalca","nlc","language","Papunesia",-4.26068,139.883,"NG and Oceania","Interior New Guinea",NA,"nucl1709","mekk1240","west2585","nalc1240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nali1244","Nalik","nal","language","Papunesia",-2.94411,151.332,"NG and Oceania","N Coast New Guinea",NA,"aust1307","mala1545","east2712","ocea1241","west2818","meso1253","newi1242","tung1294","nali1244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nalo1235","Nalögo","nlz","language","Papunesia",-10.8,165.8,"NG and Oceania","Oceania",NA,"aust1307","mala1545","east2712","ocea1241","temo1244","reef1242","natu1250","nalo1235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nama1264","Nama (Namibia)","naq","language","Africa",-25.0747,17.9767,"Africa","S Africa",NA,"khoe1240","khoe1241","khoe1242","nort3245","nama1264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
