"","glottocode","TLI0549","TLI0552","TLI0559","TLI0560","TLI0570","TLI0578","TLI0580","TLI0582","TLI0589","TLI0592","TLI0596","TLI0597","TLI0598","TLI0604","TLI0891","TLI0892","TLI0893","TLI1099","TLI1100","TLI1101","TLI1102","TLI1112","TLI1115","TLI1116"
"1821","lanp1241","?","?","?","?","False","?","?","?","False","?","False","?","?","?","False","False","?","?","FALSE","FALSE","FALSE","?",NA,"N"
"1826","larg1235","?","?","?","False","True","False","False","?","False","?","False","True","?","False","True","False","?","?","FALSE","TRUE","FALSE","?",NA,"T"
"1828","lash1243","?","False","False","?","False","False","?","?","False","?","False","?","?","?","False","False","?","?","FALSE","?","FALSE","Neither","?","?"
"1829","lati1261","False","False","False","False","False","False","False","False","False","False","False","?","False","False","True","True","?","FALSE","FALSE","FALSE","FALSE","Neither",NA,"T"
"1831","latv1249","False","False","False","False","False","False","True","False","False","False","False","?","False","False","False","True","True","TRUE","FALSE","FALSE","FALSE","Neither",NA,"T"
"1838","lawu1238","True","False","False","False","True","False","True","True","False","True","False","?","?","?","False","False","?","FALSE","FALSE","TRUE","FALSE","TreeInBark",NA,"N"
"1842","lega1249","?","?","False","False","?","?","?","False","False","False","False","?","?","False","?","?","False","?","?","?","?","Neither","N",NA
"1854","lenc1242","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?",NA,"M"
"1855","lenc1243","?","?","?","?","?","?","?","?","?","?","?","?","?","?","True","True","?","?","?","?","?","?",NA,NA
"1867","lian1251","False","True","False","?","False","False","False","True","False","False","?","?","False","?","False","False","?","FALSE","FALSE","?","FALSE","Neither",NA,"N"
"1880","limi1243","True","?","False","False","True","False","?","False","False","False","False","?","False","False","False","False","?","FALSE","FALSE","FALSE","FALSE","Neither",NA,"?"
"1884","lish1235","?","False","False","?","True","?","?","?","False","?","False","?","?","?","?","?","?","TRUE","FALSE","?","FALSE","BarkAndSkin",NA,"N"
"1889","liuq1235","?","False","False","?","True","False","False","?","?","?","False","?","?","?","?","True","?","?","FALSE","?","FALSE","TreeInBark",NA,"M"
"1890","livv1243","True","True","False","False","False","False","True","False","False","False","False","?","False","False","False","True","?","TRUE","FALSE","FALSE","FALSE","Neither","M","T"
"1891","livv1244","False","False","False","False","False","False","True","False","False","False","False","?","False","False","False","False","False","TRUE","FALSE","FALSE","FALSE","Neither","M","T"
"1892","liwe1234","False","False","?","?","False","?","False","?","?","?","False","?","?","?","False","False","?","FALSE","FALSE","?","?","Neither","?","?"
"1893","lixi1238","True","True","False","False","False","False","True","False","False","False","False","False","?","False","False","False","?","FALSE","FALSE","FALSE","FALSE","Neither",NA,"N"
"1906","loth1237","False","True","False","False","False","False","False","False","False","False","?","?","False","False","True","False","False","FALSE","FALSE","?","FALSE","Neither",NA,"N"
"1911","lowe1385","False","False","False","False","False","False","True","False","False","False","False","?","False","False","True","True","False","TRUE","FALSE","FALSE","FALSE","Neither",NA,"T"
"1926","lule1254","False","False","False","False","False","False","True","True","False","False","False","?","False","False","False","False","?","TRUE","FALSE","FALSE","FALSE","Neither","M","T"
"1932","luop1235","?","?","?","False","True","False","False","?","False","?","False","True","?","False","False","False","?","?","FALSE","FALSE","FALSE","?",NA,"?"
"1933","luqu1238","?","?","?","False","True","?","?","False","False","False","False","?","?","False","False","False","?","?","FALSE","?","FALSE","?",NA,"N"
"1947","maas1239","?","?","False","?","?","?","True","?","?","?","False","?","?","?","False","False","False","?","FALSE","?","FALSE","Neither","?","?"
"1950","maba1277","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","FALSE","?","?","?","?","?"
"1951","maca1259","?","False","False","?","False","False","False","False","False","False","?","?","False","?","False","?","?","FALSE","FALSE","?","FALSE","Neither",NA,NA
"1957","macu1260","?","True","False","?","False","False","False","False","False","True","?","?","False","?","False",NA,"?","FALSE","FALSE","?","FALSE","TreeInBark",NA,NA
"1967","maer1238","?","?","?","?","False","?","False","False","False","?","False","False","?","False","False","False","?","?","FALSE","FALSE","FALSE","Neither",NA,"N"
"1968","mafa1239","False","False","?","?","?","False","?","False","False","False","False","False","?","?","True","True","?","?","?","TRUE","FALSE","Neither","?","?"
"1977","maia1254","True","False","False","False","?","False","?","?","?","?","?","?","?","False","False","?","?","?","?","?","FALSE","?",NA,"N"
"1978","maib1239","False","False","?","?","False","False","?","False","False","False","True","?","False","?","?","?","True","?","FALSE","TRUE","FALSE","TreeInBark",NA,"N"
"1980","mail1248","False","False","?","?","False","False","?","False","False","False","True","?","False","?","?","?","?","?","FALSE","TRUE","FALSE","Neither",NA,NA
"1983","maiw1251","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?","N",NA
"1995","mala1464","True","False","False","False","False","False","False","False","False","False","False","?","False","False","?","?","?","TRUE","FALSE","FALSE","FALSE","Neither",NA,"N"
"2002","mala1494","?","False","False","False","?","False","?","?","?","?","?","?","?","False","False","False","?","?","?","?","FALSE","?",NA,"N"
"2004","mala1522","?","False","False","?","False","False","False","False","False","False","?","?","False","?","False","?","?","TRUE","FALSE","?","FALSE","BarkAndSkin",NA,"M"
"2008","male1291","True","False","True","?","?","False","?","?","?","?","?","?","?","?","False","False","?","?","?","?","FALSE","?",NA,"N"
"2014","mali1284","True","True","?","?","False","False","?","False","False","False","True","?","False","?","?","?","?","?","FALSE","FALSE","FALSE","Neither",NA,NA
"2029","mana1288","False","True","?","?","False","False","?","False","False","False","False","?","False","?","?","?","False","?","FALSE","FALSE","FALSE","Neither",NA,NA
"2031","manc1252","True","False","False","False","False","False","True","False","False","False","False","?","False","False","False","False","False","TRUE","FALSE","FALSE","FALSE","BarkAndSkin",NA,"T"
"2032","mand1415","True","?","False","False","False","False","False","True","False","False","False","?","False","False","?","?","True","FALSE","FALSE","FALSE","FALSE","TreeInBark",NA,"N"
"2034","mand1436","False","False","?","?","?","?","?","?","?","?","False","?","False","?","?","?","?","?","FALSE","?","?","?","?","?"
"2038","mand1476","?","False","?","False","False","?","False","False","False","False","False","True","?","True","False","False","?","FALSE","FALSE","FALSE","FALSE","Neither",NA,"N"
"2040","mang1381","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"FALSE","FALSE","?","?","?","?","?"
"2044","mang1399","?","?","?","?","?","?","?","?","?","?","?","?","?","?","True","False","?","?","?","?","?","?","?","?"
"2049","mani1292","True","False","False","False","False","False","True","False","False","False","?","?","False","False","True","True","False","FALSE","FALSE","?","FALSE","Neither",NA,"N"
"2055","maon1238","False","False","?","False","?","False","True","?","False","?","?","?","?","False","False","False","False","TRUE","FALSE","?","?","?",NA,"N"
"2060","mapu1245","?","False","?","?","False","False","?","?","False","False","False","?","False","?","?","?","False","FALSE","FALSE","FALSE","FALSE","Neither",NA,"M"
"2062","mara1379","True","True","False","?","False","False","False","False","False","False","?","?","False","?","False","False","?","FALSE","FALSE","?","?","Neither",NA,"N"
"2063","mara1386","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"FALSE","TRUE","?","?","?",NA,"N"
"2067","marg1253","?","?","False","?","False","False","False","?","False","?","?","?","?","?","False","False",NA,"FALSE","?","?","?","?",NA,NA
"2068","marg1265","True","False","?","?","?","False","?","True","False","False","False","True","?","?","False","True","False","?","?","?","FALSE","Neither","?","?"
"2069","marg1266","False","False","?","?","?","False","?","?","False","False","False","False","?","?","False","False","?","?","?","?","FALSE","Neither","?","?"
"2071","mari1416","True","True","False","?","False","False","True","?","True","?","?","?","False","?","True","False","?","FALSE","FALSE","?","?","Neither",NA,"N"
"2077","mari1438","?","?","?","?","?","?","?","?","?","?","?","?","?","?","True","False","?","?","?","?","?","?","N",NA
"2084","mart1256","?","False","False","?","False","False","False","?","False","?","?","?","?","?","False","False","?","?","?","FALSE","FALSE","?",NA,"N"
"2087","masa1322","False","False","?","?","?","False","?","?","False","?","False","?","?","?","True","False","?","?","?","FALSE","FALSE","?","?","?"
"2091","mate1260","True","False","False","False","?","False","?","?","?","?","?","?","?","False","False","False","?","?","?","?","FALSE","?",NA,"N"
"2096","mats1244","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","TRUE","FALSE","?","?","?"
"2100","maun1240","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","?","?","?","?","?",NA,"N"
"2101","mauw1238","?","False","False","False","?","False","?","?","?","?","?","?","?","False","False","False","?","?","?","?","FALSE","?",NA,"N"
"2102","mawa1266","False","True","False","False","?","False","?","?","?","?","?","?","?","False","False","False","?","?","?","?","FALSE","?",NA,"N"
"2103","mawa1267","False","True","False","False","?","False","?","?","?","?","?","?","?","False","True","False","?","?","?","?","FALSE","?",NA,"N"
"2110","maya1285","?","?","?","?","?","?","?","?","?","?","?","?","?","?","True","False","?","FALSE","FALSE","?","?","?",NA,"M"
"2117","mayu1240","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?",NA,NA
"2119","maza1293","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","FALSE","FALSE","FALSE","?","?","?"
"2154","meny1245","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","FALSE","?","?","?"
"2160","meri1244","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","FALSE","?","?","?",NA,"M"
"2166","mesm1239","False","False","?","?","?","False","?","True","False","True","False","True","?","?","True","False","?","?","?","FALSE","FALSE","Neither","?","?"
"2173","mezq1235","True","False","False","False","False","False","False","False","False","False","False","?","False","False","False","True","False","TRUE","FALSE","FALSE","FALSE","TreeInBark","M","N"
"2176","mian1254","False","False","False","False","?","False","?","?","?","?","?","?","?","False","False","False","?","?","?","?","FALSE","?",NA,"N"
"2181","mido1240","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","FALSE","?","?","?","?","?"
"2185","miji1239","?","False","False","?","?","?","?","?","False","?","False","?","?","?","False","False","?","?","FALSE","?","FALSE","?","?","N"
"2187","mika1239","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","FALSE","?","?","?"
"2204","mish1244","False","False","?","?","?","False","?","False","False","False","True","True","?","?","False","False","?","?","?","?","FALSE","Neither","?","?"
"2207","misk1235","?","False","?","?","False","False","?","False","False","False","False","?","?","?","?","?","?","FALSE","FALSE","FALSE","FALSE","TreeInBark",NA,"M"
"2212","mixe1288","False","False","?","?","False","False","?","False","False","False","?","?","False","?","?","?","?","?","FALSE","TRUE","FALSE","Neither",NA,NA
"2214","miya1259","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","True","False","?","?","?","?","?",NA,NA
"2215","miya1266","False","False","?","?","?","?","?","?","False","?","False","False","?","?","True","True","?","?","?","?","FALSE","Neither","?","?"
"2222","moco1246","True","False","?","?","True","False","?","False","False","False","False","?","False","?","?","?","False","FALSE","FALSE","FALSE","FALSE","Neither",NA,NA
"2223","mode1248","True","False","False","False","False","False","True","False","False","False","False","?","False","False","?","?","False","FALSE","FALSE","FALSE","FALSE","Neither","M","?"
"2224","moer1240","False","False","False","False","?","False","?","?","?","?","?","?","?","False","False","False","?","?","?","?","FALSE","?",NA,"N"
"2228","moha1256","True","False","?","?","False","True","?","True","False","False","True","?","False","?","?","?","?","TRUE","FALSE","TRUE","FALSE","?",NA,"M"
"2235","moks1248","False","False","False","False","False","False","True","False","False","False","False","?","False","False","False","False","True","TRUE","FALSE","FALSE","FALSE","Neither","M","T"
"2240","momb1254","?","False","False","?","?","?","True","?","?","?","False","?","?","?","True","False","?","?","?","?","FALSE","Neither","?","?"
"2242","mond1267","True","True","False","False","True","?","?","True","False","False","False","?","?","True","True","True","?","FALSE","FALSE","?","FALSE","?",NA,"N"
"2245","mong1332","False","False","?","False","True","False","True","False","False","False","?","?","False","False","False","False","?","FALSE","FALSE","?","FALSE","Neither","N","N"
"2257","more1258","False","False","False","False","?","False","?","?","?","?","?","?","?","False","False","True","?","?","?","?","FALSE","?",NA,"N"
"2268","mose1249","True","False","?","?","False","False","?","False","False","False","False","?","False","?","?","?","False","TRUE","FALSE","FALSE","FALSE","Neither",NA,"M"
"2269","mosi1248","False","False","False","False","?","False","?","?","?","?","?","?","?","False","False","False","?","?","?","?","FALSE","?",NA,"N"
"2274","movi1243","True","False","?","?","False","False","?","False","False","False","?","?","False","?","?","?","False","FALSE","FALSE","FALSE","FALSE","Neither",NA,NA
"2284","mudb1240","?","False","False","?","False","False","False","?","False","?","?","?","?","?","False","False",NA,"?","?","?","FALSE","?",NA,"?"
"2288","muin1242","?","True","?","?","?","False","?","False","False","False","?","?","False","?","?","?","?","FALSE","FALSE","?","FALSE","Neither",NA,NA
"2304","muni1257","False","False","False","False","?","False","?","?","?","?","?","?","?","False","True","False","?","?","?","?","FALSE","?",NA,"N"
"2310","muri1260","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?","M","M"
"2311","murl1244","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","?","TRUE","FALSE","?","?","?"
"2312","murr1258","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"FALSE","TRUE",NA,NA,"?",NA,"?"
"2314","muru1266","?","False","False","?","?","False","False","?","False","?","?","?","?","?","True","False",NA,"?","?","?","FALSE","?",NA,"N"
"2315","muru1273","True","?","False","False","?","False","?","?","?","?","?","?","?","False","False","False","?","?","?","?","FALSE","?",NA,"N"
"2316","muru1274","?","False","?","?","False","False","?","?","False","?","?","?","False","?","?","?","?","FALSE","FALSE","?","FALSE","Neither",NA,NA
"2317","musa1265","False","True","False","False","?","False","?","?","?","?","?","?","?","False","False","False","?","?","?","?","FALSE","?",NA,"N"
"2319","muse1242","False","False","?","?","?","False","?","True","False","False","False","True","?","?","True","False","?","?","?","?","FALSE","TreeInBark","?","?"
"2325","muya1239","False","False","?","False","True","?","True","False","False","False","False","False","?","False","?","?","?","FALSE","FALSE","FALSE","FALSE","?",NA,"N"
"2329","mwag1236","True","True","?","?","?","False","?","True","False","False","False","True","?","?","False","False","False","TRUE","FALSE","?","TRUE","Neither","?","?"
"2335","mzie1235","False","True","?","?","?","?","True","False","False","?","?","?","?","?","True","False","?","FALSE","FALSE","?","?","?",NA,"N"
"2336","naaa1244","True","False","?","False","True","?","False","False","False","False","False","?","?","False","False","False","?","FALSE","FALSE","TRUE","FALSE","?",NA,"N"
"2341","naga1398","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?",NA,NA
"2351","nake1240","False","False","False","False","?","False","?","?","?","?","?","?","?","False","False","False","?","?","?","?","FALSE","?",NA,"N"
"2355","nama1264","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","?","?","?","?","?",NA,"T"
"2360","nana1257","True","False","False","True","False","?","True","False","False","False","False","?","False","False","False","False","False","TRUE","FALSE","FALSE","FALSE","Neither","M","T"
"2366","nang1261","?","False","False","?","?","?","True","?","?","?","False","?","?","?","True","False","?","?","FALSE","?","FALSE","Neither","?","?"
"2379","naro1249","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","?","?","?","?"
"2382","narr1259","?","False","False","?","False","False","False","?","False","?","?","?","?","?","False","False",NA,"?","?","?","?","?",NA,"N"
"2387","natc1249","False","False","?","?","False","False","?","False","False","False","False","?","False","?","?","?","?","FALSE","TRUE","FALSE","FALSE","Neither",NA,"M"
"2394","nava1243","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","True","False","FALSE","TRUE","?","?","?",NA,"N"
"2413","nede1245","?","False","?","False","True","False","?","False","False","False","False","?","?","False","False","False","?","?","?","?","FALSE","TreeInBark","?","?"
"2421","nene1249","True","False","False","False","False","False","True","True","False","False","False","?","False","False","False","False","False","TRUE","FALSE","FALSE","FALSE","Neither","M",NA
"2425","nepa1254","?","True","?","?","False","False","?","?","False","?","False","False","?","False","?","?","?","FALSE","FALSE","FALSE","FALSE","?","M","T"
"2429","nezp1238","False","False","?","?","False","False","?","False","False","False","False","?","False","?","?","?","False","FALSE","TRUE","FALSE","FALSE","Neither",NA,NA
"2430","ngaa1240","?","False","False","?","False","False","False","?","False","?","?","?","?","?","False","False",NA,"FALSE","FALSE","?","FALSE","?","M","N"
"2431","ngab1239","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","True","?","FALSE","FALSE","FALSE","FALSE","?",NA,"M"
"2434","ngal1291","?","False","?","?","False","False","True","?","False","?","False","?","?","?","True","False","?","?","?","?","FALSE","Neither",NA,"N"
"2437","ngam1282","False","False","?","?","?","False","?","False","False","False","False","True","?","?","True","False","?","?","?","?","FALSE","Neither","?","?"
"2439","ngan1291","True","False","False","False","False","False","True","False","False","False","False","?","False","False","False","False","?","TRUE","FALSE","TRUE","FALSE","Neither","M","?"
"2440","ngan1295","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"FALSE","FALSE","?","?","?","?","?"
"2444","ngar1235","?","False","False","?","False","False","False","?","False","?","?","?","?","?","False","False",NA,"?","?","?","FALSE","?",NA,"?"
"2446","ngar1284","False","?","?","?","False","False","?","False","False","False","?","?","?","?","?","?",NA,"?","FALSE","FALSE","FALSE","?",NA,"N"
"2447","ngar1287","?","False","?","?","False","False","?","?","False","?","?","?","?","?","?","?",NA,"FALSE","FALSE","?","FALSE","?",NA,"N"
"2449","ngar1296","?","False","False","?","False","False","False","?","?","?","?","?","?","?","False","False",NA,"?","?","?","?","?",NA,"N"
"2452","ngas1240","False","False","?","?","?","?","?","False","False","False","False","True","?","?","True","False","False","?","?","FALSE","FALSE","Neither","?","?"
"2459","nggw1242","False","False","?","?","?","True","?","?","False","?","False","False","?","?","False","True","?","?","?","?","?","Neither","?","?"
"2463","ngiz1242","False","False","?","?","?","False","?","False","False","False","False","False","?","?","?","?","?","TRUE","TRUE","FALSE","?","TreeInBark","?","?"
"2476","nhan1238","?","False","False","?","False","False","False","?","?","?","?","?","?","?","False","False",NA,"?","?","?","?","?",NA,"N"
"2490","nimo1247","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?","?","?"
"2491","nina1238","True","False","?","?","False","?","?","False","False","False","?","?","False","?","?","?","False","?","FALSE","FALSE","FALSE","BarkAndSkin",NA,NA
"2494","nise1244","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","?","?","N","M"
"2498","niva1238","False","True","?","?","False","False","?","False","False","False","True","?","False","?","?","?","False","FALSE","FALSE","FALSE","FALSE","Neither",NA,NA
"2505","nobo1238","False","False","False","False","?","False","?","?","?","?","?","?","?","False","False","False","?","?","?","?","FALSE","?",NA,"N"
"2506","noct1238","False","?","False","?","False","?","True","?","False","?","?","?","?","?","True","False","?","?","FALSE","?","FALSE","Neither",NA,"N"
"2507","noga1249","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","TRUE","FALSE","?","?","?","M","T"
"2514","nort1550","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","?","?","?","?"
"2517","nort2641","False","False","False","False","False","False","False","False","False","False","False","?","False","False","True","False","False","FALSE","FALSE","TRUE","FALSE","Neither",NA,"T"
"2519","nort2646","False","False","False","False","False","False","True","False","False","False","False","?","False","False","True","True","False","TRUE","FALSE","FALSE","FALSE","Neither",NA,"T"
"2523","nort2690","False","False","False","False","False","False","True","False","False","False","False","?","False","False","False","False","False","FALSE","FALSE","FALSE","FALSE","Neither","M","T"
"2524","nort2697","False","False","False","True","False","False","False","False","False","False","False","?","False","False","False","False","False","FALSE","FALSE","FALSE","FALSE","Neither","M","T"
"2530","nort2725","False","False","?","?","False","?","True","?","False","?","?","?","?","?","False","False","?","FALSE","FALSE","?","?","?",NA,"N"
"2536","nort2747","?","?","?","False","True","False","False","?","False","?","False","True","?","True","True","True","?","?","FALSE","TRUE","FALSE","?",NA,"M"
"2537","nort2749","?","?","?","True","True","False","False","?","False","?","False","True","?","False","True","True","?","?","FALSE","TRUE","FALSE","?",NA,NA
"2539","nort2770","True","False","?","?","?","False","?","False","False","False","False","True","?","?","False","False","?","?","?","FALSE","FALSE","Neither","?","?"
"2558","nort2938","False","False","?","?","False","False","?","False","False","False","False","?","False","?","?","?","?","?","FALSE","FALSE","FALSE","Neither",NA,"T"
"2561","nort2943","True","False","?","?","False","False","?","False","False","?","False","?","False","?","?","?","False","FALSE","TRUE","FALSE","FALSE","?",NA,NA
"2562","nort2952","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","?","?","?","M"
"2566","nort2968","False","False","?","?","False","False","?","False","False","False","False","?","False","?","?","?","?","FALSE","TRUE","FALSE","FALSE","Neither",NA,"M"
"2567","nort2972","?","False","False","?","False","False","False","False","False","False","?","?","False","?","?","?","?","FALSE","FALSE","?","FALSE","TreeInBark","M",NA
"2576","nort3298","True","False","?","False","True","?","False","True","False","False","False","?","?","False","False","False","?","FALSE","FALSE","FALSE","FALSE","?",NA,"N"
"2577","norw1258","False","False","False","False","False","False","False","False","False","False","False","?","False","False","?","?","?","FALSE","FALSE","FALSE","FALSE","Neither",NA,"T"
"2585","nucl1235","False","False","False","False","False","False","True","False","False","False","False","?","False","False","False","True","False","FALSE","FALSE","FALSE","FALSE","Neither",NA,"T"
"2589","nucl1302","False","False","?","?","False","False","?","False","False","False","False","?","False","?","?","?","False","TRUE","FALSE","FALSE","FALSE","Neither","M",NA
"2590","nucl1305","True","False","False","False","False","False","False","False","False","False","False","?","False","False","?","?","?","FALSE","FALSE","FALSE","FALSE","Neither","N","M"
"2593","nucl1347","True","False","False","?","?","?","False","?","?","?","False","False","False","?","True","False","?","FALSE","FALSE","?","?","?","?","?"
"2601","nucl1454","True","True","?","?","False","False","?","True","True","True","True","?","False","?","?","?","False","?","FALSE","FALSE","FALSE","Neither",NA,NA
"2605","nucl1594","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?",NA,"N"
"2606","nucl1595","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","TRUE","FALSE","?","?","?"
"2613","nucl1649","False","False","?","?","False","False","?","False","False","False","False","?","False","?","?","?","False","FALSE","FALSE","FALSE","?","Neither","N","N"
"2615","nucl1683","True","False","?","?","?","False","?","False","False","False","False","True","?","?","True","True","False","?","?","?","FALSE","Neither","?","?"
"2616","nucl1695","True","False","?","?","?","True","?","True","False","False","False","False","?","?","True","False","?","?","?","?","?","Neither","?","?"
"2617","nucl1696","False","False","?","?","?","False","?","False","False","False","False","False","?","?","True","True","False","?","?","?","FALSE","Neither","?","?"
"2623","nuka1242","?","False","False","?","False","False","False","False","False","False","?","?","False","?","False",NA,NA,"FALSE","FALSE","?","FALSE","Neither",NA,"M"
"2628","numa1251","?","?","?","False","True","False","False","?","False","?","False","True","?","False","True","True","?","?","FALSE","TRUE","FALSE","?",NA,NA
"2635","nunu1247","?","?","?","False","True","False","False","?","False","?","False","True","?","True","True","True","?","?","FALSE","TRUE","FALSE","?",NA,NA
"2636","nupo1240","?","False","False","?","False","False","False","True","False","True","?","?","False","?","False","?","?","FALSE","FALSE","?","FALSE","Neither",NA,NA
"2638","nuuc1236","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","?","?","?","?"
"2644","nyam1271","?","?","False","?","False","False","False","?","False","?","?","?","?","?","False","False",NA,"?","?","?","FALSE","?",NA,"N"
"2645","nyam1276","?","?","False","False","False","?","?","True","False","False","False","?","?","False","?","?","False","TRUE","FALSE","?","?","Neither","N",NA
"2648","nyan1301","?","False","False","?","False","False","True","?","False","?","?","?","?","?","False","False","False","?","?","?","FALSE","?",NA,"N"
"2665","nyun1247","?","True","False","?","False","False","False","?","False","?","?","?","?","?","False","False",NA,"FALSE","FALSE","?","FALSE","?",NA,"N"
"2667","nzan1240","True","False","?","?","?","False","?","?","False","?","False","?","?","?","True","False","?","?","?","?","?","Neither","?","?"
"2670","ocai1244","?","False","False","?","False","False","False","False","False","False","?","?","False","?","False","?","?","FALSE","FALSE","TRUE","FALSE","Neither",NA,NA
"2677","ogea1238","True","False","False","?","?","False","?","?","?","?","?","?","?","?","False","False","?","?","?","?","FALSE","?",NA,"N"
"2688","oldh1241","False","False","False","False","False","False","False","False","False","False","False","?","False","False","True","True","?","FALSE","FALSE","FALSE","FALSE","Neither",NA,"T"
"2690","oldj1239","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?",NA,"N"
"2696","olut1240","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","TRUE","FALSE","?","?","?",NA,"M"
"2700","onaa1245","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","?","?","?","?"
"2701","onei1249","False","True","?","?","False","False","?","?","False","?","False","?","False","?",NA,"?","False","FALSE","TRUE","FALSE","FALSE","Neither",NA,"T"
"2702","onob1238","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?","N",NA
"2708","orej1242","?","False","False","?","False","False","False","False","True","False","?","?","?","?","False",NA,"?","TRUE","FALSE","?","?","Neither",NA,NA
"2720","oroq1238","False","False","?","?","False","False","?","False","False","False","False","?","False","?","?","?","?","?","FALSE","FALSE","FALSE","Neither",NA,NA
"2722","orow1243","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","False","?","?","?","?","?",NA,NA
"2723","orya1242","?","?","?","?","?","?","?","?","?","?","?","?","?","?","True","False","?","?","?","?","?","?",NA,NA
"2725","osse1243","False","True","False","False","False","False","False","False","False","False","False","?","False","False","True","True","False","FALSE","FALSE","TRUE","FALSE","Neither","M","T"
"2731","owin1240","?","?","?","?","?","?","?","?","?","?","?","?","?","?","True","False","?","?","?","?","?","?","?","?"
"2734","oyst1235","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","TRUE","?","?","?","?","?"
"2744","pahn1237","?","?","?","False","True","False","False","?","False","?","False","True","?","True","?","?","?","?","FALSE","FALSE","FALSE","?",NA,"M"
"2753","pall1244","?","True","True","False","?","False","?","?","?","?","?","?","?","False","False","False","?","?","?","?","FALSE","?",NA,"N"
"2756","pamo1253","False","True","True","False","?","False","?","?","?","?","?","?","?","False","False","False","?","?","?","?","FALSE","?",NA,"N"
"2760","pana1310","?","?","?","False","True","False","False","?","False","?","False","False","?","True","False","False","?","?","FALSE","FALSE","FALSE","?",NA,NA
"2761","pand1262","?","?","?","?","False","?","False","?","False","?","False","?","?","?","True","False","?","FALSE","?","?","FALSE","TreeInBark",NA,"N"
"2765","pani1258","True","False","False","False","?","False","?","?","?","?","?","?","?","False","False","False","?","?","?","?","FALSE","?",NA,NA
"2766","pano1254","True","False","?","?","False","?","?","False","False","False","?","?","False","?","?","?","False","?","FALSE","TRUE","TRUE","TreeInBark",NA,"M"
"2768","pany1241","?","False","False","?","?","False","False","?","False","?","?","?","?","?","False","False",NA,"FALSE","?","?","FALSE","?",NA,"?"
"2770","papa1238","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","FALSE","FALSE","?","?","?","?","M"
"2776","para1307","?","False","False","False","?","False","?","?","?","?","?","?","?","False","False","False","?","?","?","?","FALSE","?",NA,"N"
"2778","para1311","True","False","?","?","True","False","?","False","False","False","False","?","False","?","?","?","False","FALSE","FALSE","TRUE","FALSE","Neither","?","N"
"2783","pare1271","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","False","?","?","?","?","?","?","N",NA
"2792","pawa1255","?","?","?","?","?","?","?","?","?","?","?","?","?","?","False","?","?","?","?","?","?","?",NA,NA
