"","glottocode","GB020c","GB021c","GB022c","GB023c","GB024e","GB025e","GB026","GB027","GB028","GB030","GB031","GB035","GB036","GB037","GB039c","GB041c","GB046","GB047","GB048","GB049","GB051c","GB052c","GB053c","GB054c","GB058","GB059","GB065e","GB068","GB069","GB074c","GB075c","GB081","GB082c","GB083c","GB084c","GB095","GB096","GB098","GB099","GB103","GB104","GB105","GB107","GB108","GB109","GB110c","GB111","GB113","GB116","GB117","GB118","GB122","GB123","GB124","GB126","GB127","GB129","GB130e","GB131","GB132","GB133","GB134","GB135","GB136","GB137","GB138","GB139","GB140","GB146","GB147c","GB149","GB150","GB151","GB152","GB155","GB156","GB158","GB159","GB167","GB177","GB192c","GB193e","GB196","GB197","GB198c","GB203e","GB204","GB250","GB251m","GB252c","GB253c","GB254c","GB256","GB257","GB260","GB262c","GB263c","GB264c","GB265","GB266","GB270","GB273","GB275c","GB276c","GB296","GB297","GB298","GB299","GB300","GB301","GB302c","GB304c","GB309c","GB313","GB321c","GB323c","GB324","GB325","GB326","GB327","GB328","GB331","GB333","GB334","GB335","GB336","GB401","GB402","GB403","GB408","GB409","GB410","GB415","GB430c","GB431c","GB432c","GB433c","GB480m","GB500drm","GB501drm","GB510m","GB522","GB549drmc","GB550m","GB551m","GB552m","GB553drmc","GB555m","GB556m","GB557drm","GB558drm","GB559drm","GB560drmc","GB561drmc","GB563m","GB567drm","GB568drm","GB569drmc","GB590m","GB591m","GB595m","GB606m","GB620drmc","GB621drmc","GB622drmc","GB623drmc","GB624drmc","GB625m","GB701drm","GB702drm","GB703drmc","GB704drm","GB777drm","GB800m","GB850drm","GB851drm","GB852drm","GB853drm","GB887drmc","GB888drmc","GB945m","GB949m","GB950m","GB951drmc","GB952drmc","GB953drmc","GB954drmc","GB955drmc","GB990drmc","GB991drmc"
"282","brib1243",NA,NA,NA,NA,"2","2","1","1","1","0","0","1","1","1","0","1","0","?","1","?",NA,NA,NA,NA,"0","1","1","?","0","0","1","0","0","1","1","?","1","0","0","0","0","0","0","1","1","1","1","0","0","1","0","0","?","?","1","?","0","1","0","0","1","?","0","1","0","1","1","1","1","1","0","0","0","0","1","1","?","?","1","0",NA,"2","0","0",NA,"2","1","1","1","0","0","1","0","1","1",NA,NA,NA,"0","0","0","1",NA,NA,"0","0","0","1","0","0","0","0","1","0",NA,"0","0","?","1","1","0","1","1","0","0","0","?","?","?","?","?","?","?","?","?","?","?","1","1","?","?","?","1","0","0","1","1","1","0","1","1","1",NA,"1","1","1","0",NA,"?","?","1","1","1","?","1","1","1","1","1","0",NA,"1","1","0","1","1","1","1","0","1","1","?","0","0","0","0","0","0","0","0"
"285","budu1248",NA,NA,NA,NA,"1","1","0","1","0","?","0","?","0","0","1","0","0","1","?","?","1","0","1","0","0","1","1","0","0","0","1","1","1","1","1","0","0","0","0","0","0","0","1","1","0","0","1","1","0","1","0","1","1","0","1","0","?","1","0","0","1","?","1","?","1","0","1","1","0",NA,"0","0","0","1","1","0","0","0","0","0","0","1","0","0","1","?","?","0","1","1","0","0","0","1","0","?","?","?","0","1","0","0",NA,NA,"0","0","?","?","0","0",NA,NA,"1","0","0",NA,"0","?","1","0","1","0","1","0","1","0","?","?","?","?","?","?","?","?","?","?","?","1","?","?","?","?","1","0","1","0","1","0","0","1","1","1","1","0","1","0","0",NA,"?","?","0","0","1","0","1","1","1","1","0","0","0","0","1","0","1","?","0","1","1","1","1","?","?","0","0","0","0","1","0","1"
"290","bugl1243","0","0","0","1","2","2","1","1","1","0","0","1","0","0","0","?","?","1","1","?","0","1","0","0","0","1","1","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","?","0","1","1","0","0","?","0","1","?","0","?","0","0","1","0","0","1","1","0","1","0","1","?","0","1","0","0","0","0","0","0","?","0","0","?","0","0","2","0","0",NA,"2","?","0","1","0","0","1","0","1","0",NA,NA,NA,"0","0","0","1","0","1","?","0","0","1","1","0","1","1","1","0","0","?","0","?","1","1","0","1","0","0","1","0","?","?","?","?","?","?","?","?","?","?","?","1","?","?","?","?","1","1","1","1","0","1","0","1","1","1","0","0","1","0","0","0","?","?","?","1","1","1","0","0","1","1","?","?","0","?","1","1","1","1","0","1","1","0","1","0","0","0","0","0","0","1","0","1"
"293","bujh1238",NA,NA,NA,NA,"1","1","?","1","1","0","1","1","0","0","1","0","?","0","1","0",NA,NA,NA,NA,"0","0","1","0","0","0","1","0","1","1","0","0","0","1","0","0","0","1","1","0","0","0","0","1","0","1","1","0","1","0","1","0","0","1","0","0","1","1","0","1","1","0","1","1","?",NA,"1","0","0","1","1","?","0","0","0","0",NA,"1","0","0",NA,"1","0","?","1","0","0","1","0","1","0","0","1","1","?","?","?","?","?","?","0","?","0","0","0","0",NA,NA,"1","0",NA,"1","0","0","1","0","1","0","?","0","0","?","0","0","0","0","1","0","0",NA,NA,NA,NA,"1","0","1","0","0","1","0","0","1","1","0","?","1","1","1",NA,"0","1","0","0",NA,"0","0","1","1","1","1","1","0","1","1","1","0",NA,"1","1","?","1","1","1","1","1","1","1","0","1","0","1","0","0","1","0","1"
"295","buki1249","?","?","?","?",NA,"1","0","1","0","1","1","0","0","0","1","?","?","?","?","?","1","0","0","0","?","0",NA,"?","0","1","0","0","?","?","?","0","1","0","0","1","0","1","1","1","0","0","1","0","0","0","1","0","?","?","?","0","0","1","0","1","0","1","1","1","1","1","1","0","1","?","0","0","0","0","0","?","0","0","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","0","1","?","?","?",NA,"?","1","?",NA,"?","?","?","?","1","?","?","1","?","?","?","?","?","?","?","1","1","1","1","1","1","?","?","?","?","?","?","1","?","1","?",NA,NA,"1","?","?","1","?","?","?","1","?","1"
"298","bull1247","1","0","0","1","2","2","0","?","0","0","0","0","0","0","1","?","?","?","1","?","0","0","1","0","1","?","2","0","0","1","1","0",NA,NA,NA,"0","0","1","0","1","0","1","1","0","0","0","0","1","?","1","0","0","?","?","?","?","0","1","0","1","1","1","0","0","0","1","1","?","?","?","0","0","0","?","1","0","1","0","?","0","0","2","0","0","1","2","?","1","?","?","?","?","?","1","0",NA,NA,NA,"1","0","1","0",NA,NA,"1","0","0","0","?","?","?","?","0","0","1",NA,"0","?","0","1","0","0","0","0","1","0","?","0","0","1","0","1","?",NA,"1",NA,"0","1","0","1","0","0","1","1","1","1","0","?","0","1","1","1","1","1","1","1","1","1","0","1","0","0","1","1","0","1","1","1","?","1","1","?","1","0","1","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0"
"301","buna1278","1","0","0","1","?","?","0","1","1","1","1","0","0","0","?","?","1","1","0","1","0","0","1","1","0","1","?","1","1","0","1","0","?","?","?","?","?","?","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","?","0","1","1","1","1","1","1","0","1","1","0","?","0","0","0","0","0","0","1","1","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","0","1","?","?","?",NA,"1","1","0",NA,"?","?","?","?","1","?","?","1","?","?","?","?","?","?","?","1","0","1","1","0","1","?","?","?","?","?","?","1","1","1","?",NA,NA,"?","?","?","?","?","?","?","?","?","?"
"302","bund1253",NA,NA,NA,NA,"1","1","0","0","0","1","0","0","0","0","0","?","0","1","1","?","1","0","0","0","0","0","1","0","0","0","1","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","?","1","1","0","0","?","0","1","0","0","1","1","1","0","0","0","0","?","?","0","0","0","0","0","1","0","?","1","0","0","1","1","0","0","1","1","?","?","1","?","?","1","0","1","1","1","0","0","0","1","0","1",NA,NA,"?","?","0","1","0","0","1","1","0","1","1",NA,"0","1","1","1","?","0","1","0","0","0","?","0","0","1","1","0","1","?",NA,"?",NA,"1","1","0","1","1","1","0","1","0","1","1","0","1","1","1","1","1","1","1","1",NA,"?","0","0","1","1","1","1","0","1","1","?","1","1","0","1","0","1","?","0","1","1","1","1","0","1","0","0","0","0","1","0","1"
"305","bura1267","?","?","?","?",NA,"?","?","1","0","1","1","1","0","1","?","?","?","1","1","1","1","0","1","1","0","1",NA,"?","0","0","1","?","?","?","?","0","0","0","0","0","0","1","1","1","0","?","1","0","0","0","1","0","?","0","0","1","0","?","0","0","1","?","?","0","1","1","1","1","?","?","0","0","?","1","0","0","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","1","0","?","?","?","1","?","1","0","1","?","?","?","?","?","?","?","1","?","?","?","?","?","?","?","1","1","1","1","0","1","?","?","?","?","?","?","1","1","1","?","1","0","?","?","?","?","?","?","?","?","?","?"
"308","burj1242","1","0","0","1","1","1","0","1","1","1","0","0","0","0","1","1","0","1","1","1","1","0","0","0","0","1","1","0","0","0","1","0","0","1","0","1","0","1","0","0","1","1","1","0","1","1","0","1","0","1","0","1","0","0","1","1","0","1","0","0","1","1","1","1","1","0","1","1","?","1","0","1","0","1","1","1","1","0","0","0","0","1","0","0","1","1","0","0","1","0","0","1","0","0","0","0","1","1","?","?","?","?","?","?","1","1","0","1","0","0","0","0","0","0","0",NA,"1","0","1","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","0","1","1","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","1","1","?","0","?","0","1","?","1","1","0","1","1","1","1","1","1","0","0","0","0","1","0","1"
"309","burm1264",NA,NA,NA,NA,"?","?","?","?","0","0","0","?","0","0","1","1","?","?","?","?","1","0","1","1","1","1","1","0","0","?","?","?","?","1","?","?","?","?","?","?","?","1","?","?","?","?","1","?","1","?","?","?","?","?","?","?","0","1","0","0","1","?","?","1","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","1","0","2","0","0","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","1","?","1","?","?","?","?","0","0","0","?","1","?","0","?","?","?","?","?","?","?","?","1","?","?","?","?","?","?","?","?","0","1","?","?","?","?","1","?","?","1","1","?","1","?",NA,"?","1","?","1","1","0","1","1","0","1","?","?","?","?","1","?","?","?","?","?","?","?","1","?","?","1","0","0","0","1","0","1"
"310","buru1296","0","0","0","1","1","1","?","1","0","1","0","0","0","0","1","1","?","1","1","?","1","?","1","0","0","1","1","0","0","0","1","0","1","1","1","1","0","1","0","0","0","0","1","0","0","1","1","1","?","1","?","?","1","0","0","?","0","1","0","0","1","1","0","1","0","0","0","0","1","?","0","1","?","1","1","?","1","1","?","0","?","1","0","0","1","1","1","0","1","0","0","1","0","1","0","0","1","0","0","1","0","0","0","1","1","0","0","0","1","?","?","?","0","1","?",NA,"0","0","1","1","1","0","0","0","1","0","?","?","?","?","?","?","?","?","?","?","?","1","?","?","?","?","1","1","1","1","1","?","0","1","1","1","1","1","1","1","1","0","?","?","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","1","0","0","0","0","1","0","1"
"312","buru1320",NA,NA,NA,NA,"2","2","0","?","0","0","0","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","2","0","0","1","1","1",NA,NA,NA,"0","0","0","1","0","0","0","1","0","0","0","1","1","0","1","0","0","0","1","?","?","0","1","0","1","0","1","1","0","1","0","1","?","0",NA,"0","0","0","0","1","1","1","0","0","0","0","2","1","0","0","1","?","1","0",NA,NA,NA,"0","0","0",NA,NA,NA,"?","?","?","?","?","?","1","0","0","0","?","0",NA,NA,"1","1","1",NA,"0","?","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0",NA,NA,NA,NA,"1","1","0","?","1","1","0","1","0","1","0","0","1","1","1","1","1","1","1","1",NA,"0","0","0","0","1","1","0","0","1","1","0","0","0","0","1","?","1","1","1","0","1","0","1","1","0","1","0","0","0","1","0","1"
"313","busa1253","1","0","1","1","2","2","0","0","0","0","0","1","0","0","0","?","?","?","1","?",NA,NA,NA,NA,"0","0","1","0","0","1","1","0",NA,NA,NA,"0","0","0","0","0","0","1","0","0","0","0","0","0","?","1","0","1","1","0","1","?","0","1","0","0","1","1","0","?","1","0","?","?","?",NA,"0","?","0","0","0","0","1","?","?","0",NA,"2","0","0",NA,"2","0","0","?","?","?","?","0","1","0",NA,NA,NA,"1","0","0","?","0","1","1","0","0","1","?","?",NA,NA,NA,"1",NA,"?","0","1","0","1","1","0","0","1","0","0","1","?","?","1","0","1","?",NA,NA,NA,NA,"0","1","0","1","0",NA,"1","0","1",NA,"0","0","0","1","1",NA,"0","1","0","0","0","0","0","?","0",NA,NA,NA,NA,NA,"0","0","0",NA,"0","0","1","1","1","?","1",NA,NA,"1","0","0","0","0","0","0","1","0","1"
"315","buta1242",NA,NA,NA,NA,"?","2","?","?","0","1","1","?","?","?","1","?","?","?","?","?","1","1","0","0","0","1",NA,"?","?","1","0","?","?","?","?","?","?","1","0","?","0","?","?","?","?","0","?","0","?","?","?","?","?","?","?","?","?","1","0","1","0","?","?","1","?","?","?","?","?","?","?","0","?","?","0","0","?","?","?","?","0","2","0","0","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","0","0","1","?","?","?","?","?","?","?","?","1","1","0","?","?","?","1","?","1","?",NA,NA,NA,NA,"1","?","1","?","0","1","0","1","1","0","?","?","1","?","?","1","?","1","0","1",NA,"0","0","?","?",NA,NA,NA,NA,NA,"0","1","0","0","1","?","?","?","?","?","?","?","1","1","?","?","?","1","?","?","?","1","?"
"316","buwa1243","1","0","0","1","2","2","0","1","1","0","0","1","1","0","0","0","1","1","1","1",NA,NA,NA,NA,"0","0",NA,"0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","?","0","1","?","0","1","0","1","0","1","1","1","1","0","0","0","1",NA,"0","0","0","0","1","0","0","1","0","0",NA,"2","0","0",NA,"2","1","?","1","1","?","1","0","0","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0",NA,NA,"0","1",NA,NA,"0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","0","0",NA,NA,NA,NA,"0","0","1","0","1",NA,"1","0","0",NA,"0","0","1","1","1",NA,"1","1","0","0","1","0","0","0","0","1","1","1","1","1","1","0","0",NA,"0","1","1","1","1","0","1",NA,NA,"1","0","1","0","0","0","0","0","0","0"
"319","byan1241","0","1","1","0","1","1","0","1","0","0","1","0","1","1","1","0","0","0","1","0",NA,NA,NA,NA,"0","0","1","?","0","0","1","0","1","1","1","0","?","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","1","0","0","0","0","1","0","0","1","1","1","1","0","0","1","0","0","?","0","0","0","1","1","0","1","0","0","0",NA,"1","0","0",NA,"1","?","0","1","0","1","0","0","1","0","1","0","0","0","1","0","0",NA,NA,"0","0","0","0","0","?","?","?","1","0",NA,"1","0","0","1","1","0","0","1","0","0","0","0","?","0","0","1","?","0","0",NA,"1",NA,"1","1","0","1","1","1","1","0","0","1","?","?","1","1","1",NA,"1","1","0","1","0","1","0","1","0","1","1","0","0","1","1","0","0",NA,"0","1","0","?","1","1","?","1","1","1","0","1","0","1","0","0","1","0","1"
"321","cabe1245",NA,NA,NA,NA,"2",NA,"1","?","1","0","0","1","1","1","0","?","0","?","?","?","?","?","?","?","?","?","2","1","1","0","1","0","0","1","1","?","1","0","0","?","?","0","1","1","?","1","1","?","0","1","?","?","?","?","1","?","0","1","0","0","1","?","?","1","0","1","1","0","?","1","0","?","?","?","1","?","?","?","?","0","?","2","0","0","?","?","?","1","1","0","0","1","0","0","0",NA,NA,NA,"0","0","0","1",NA,NA,"0","0","0","1","0","0","0","0","1","0","?",NA,"?","1","0","?","?","?","0","1","0","0","?","?","?","?","?","?","0","0",NA,"1",NA,"1","1","?","?","?","1","0","?","1","1","1","0","1","1","1","?","1","1","1","0",NA,"1","0","0","?","?","?","?","?","?","?","?","?","?","?","1","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0"
"322","caca1249",NA,NA,NA,NA,NA,NA,"0","1","1","0","1","1","0","0","0","0","0","1","1","1",NA,NA,NA,NA,"0","0","1","1","0","0","1","0","0","1","0","0","0","1","1","1","0","1","1","1","1","0","0","1","0","0","1","0","1","0","0","1","0","1","0","0","1","1","1","0","1","0","1","1","0",NA,"0","1","1","1","1","0","1","1","0","0",NA,NA,"0","0",NA,NA,"0","0","1","0","0","1","0","0","0","0","0","1","1","0","1","0","0","1","1","0","0","0","0","0",NA,NA,"1","1",NA,"1","0","0","0","1","1","1","0","0","0","0","0","0","1","0","1","0","0","0",NA,"1",NA,"1","1","1","0","1","1","0","0","0","1","0","0","1","1","1",NA,"0","1","0","0",NA,"1","0","1","1","1","1","0","0","1","1","1","1",NA,"1","1","1","1","1","1","0","1","1","1","1","1","0","0","0","0","1","1","1"
"323","cacu1241",NA,NA,NA,NA,"1","1","?","?","0","1","0","0","0","0","0","0","1","1","1","0","0","1","0","0","0","1","2","?","0","?","?","0","0","1","1","0","0","0","0","?","?","?","1","1","0","0","0","?","0","1","1","1","?","?","1","?","0","1","0","0","1","1","1","1","0","1","1","1","0","?","0","1","1","?","0","?","0","0","0","0","0","?","0","0",NA,"2","0","1","0",NA,NA,NA,"0","0","0","0","1","0","0","1","0","0",NA,NA,"0","0","0","0","0","?","?","?","1","0","0","1","0","1","0","?","?","?","0","1","0","1","0","0","0","1","0","0","0","0",NA,"1",NA,"1","0","0","0","1","1","0","1","0","1","?","?","1","1","?","0","0","?","0","0",NA,"1","0","1","?","1","1","0","1","0","1","1","1","0","1","1","0","1","1","1","1","1","1","1","0","1","0","0","0","0","1","0","1"
"324","cahu1264",NA,NA,NA,NA,"1","1","0","0","0","0","0","1","0","0","0","0","0","1","1","1",NA,NA,NA,NA,"0","1","1","1","0","0","1","0","1","1","0","1","0","1","1","1","0","1","0","0","1","0","0","1","0","1","1","1","0","1","1","1","0","1","0","0","1","1","0","1","0","0","0","1","0","?","0","0","1","1","1","0","1","0","?","0",NA,"2","0","0",NA,"2","0","1","1","0","0","1","0","1","0",NA,NA,NA,"0","1","0","0",NA,NA,"0","0","0","1","0","0","?","?","0","0",NA,"1","1","1","0","1","0","1","1","0","0","0","0","0","1","1","0","1","0",NA,"1",NA,"?","1","1","0","1","1","1","0","0","1","1","?","1","1","1","1",NA,"1","1","1","1",NA,"0","1","1","0","1","1","1","1","1","1","1","1",NA,"1","1","0","1","1","1","1","1","1","1","0","0","0","0","0","0","1","0","1"
"325","cald1236",NA,NA,NA,NA,"1","1","0","?","?","0","0","0","0","0","0","0","?","1","1","1",NA,NA,NA,NA,"0","0","1","0","0",NA,NA,"0","0","1","1","0","0","1","0","0","0","1","1","1","0","0","0","1","0","?","0","0","0","0","0","0","0","1","0","0","1","?","1","0","1","?","1","?","1","?","0","1","1","1","1","0","0","1","0","0",NA,"1","0","0",NA,"?","?","?","?","?","?","?","?","?","?",NA,NA,NA,"1","?","?","?","?","?","0","1","0","1","0","?","?","?","0","1",NA,"1","0","0","?","?","?","?","1","0","0","0","?","?","0","1","0","0","1","0",NA,"1",NA,"1","?","0","?","1","1","0","0","0","1","?","0","1","1","1",NA,"0","0","0","0",NA,"1","0","1","?","1","1","1","0","1","1","1","0",NA,"1","1","?","?","?","?","?","1","1","1","1","0","0","0","0","0","1","0","1"
"327","camp1261","1","1","1","0","1","1","0","1","0","1","0","1","0","0","0","0","0","?","?","?","1","0","0","0","0","1",NA,"0","0","1","?","0","1","1","0","0","0","0","1","0","0","0","0","0","1","1","1","0","0","1","0","0","?","0","1","?","?","1","0","1","0","1","1","0","0","0","1","1","0","0","0","1","0","0","0","0","?","?","0","0","1",NA,"0","0","0","1","1","1","0",NA,NA,NA,"0","1","1","1","0","0","0","1","0","0","0","1","?","?","0","1","1","0","1","1","1","1","0","?","0","0","0","1","1","0","1","0","0","0","1","0","1","1","0","0","1",NA,NA,NA,NA,"1","1","0","1","1","1","1","1","0","0","1","0","1","1","1","1","1","1","1","1","1","0","0","?","0","1","1","0","0","1","1","1","?","0","1","1","1","1","1","0","1","1","1","1","0","1","1","0","0","0","1","0","1"
"328","cams1241","?","?","?","?","1","1","?","0","0","1","1","1","?","?","0","?","?","?","?","?",NA,NA,NA,NA,"?","?","?","?","0","0","1","0",NA,NA,NA,"0","0","0","0","?","?","?","1","0","0","0","?","0","1","0","0","0","0","1","?","?","0","2","0","1","1","?","?","0","0","1","?","?","?","?","?","?","?","?","0","?","0","0","?","0",NA,NA,"0","0",NA,"?","?","?","?","?","?","?","?","0","0",NA,NA,NA,"?","?","?","?","?","?","?","0","0","0","?","?","?","?",NA,"?",NA,"0","0","1","0","?","?","?","1","0","0","0","?","?","?","0","0","1","0","?","?","?","?","1","0","0","?","1","1","?","0","0","1","?","?","0","0","1",NA,"0","1","0","0","?","?","?","1","?","1","1","1","1","0","1","1","1",NA,"1","1","?","1","1","1","?","1","0","1","1","0","0","1","0","0","1","0","1"
"329","cane1242",NA,NA,NA,NA,"2","2","0","?","1","0","0","0","0","0","0","?","?","1","1","1",NA,NA,NA,NA,"0","1","1","1","0","0","1","0",NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","?","0","0","1","0","0","?","?","0","?","?","1","0","0","1","1","0","1","1","0","0","1","1",NA,"0","0","0","0","0","0","?","?","0","0",NA,"2","0","0",NA,NA,"?","0","1","0","0","1","0","0","0","1","0","0","0","0","0","1","0","1","1","0","0","1","?","?",NA,NA,"1","1",NA,NA,"0","?","0","1","0","0","?","?","?","?","?","1","?","0","0","1","0","0","1","1","0","1","1","1","1","1","1","0","0","?","1","0","0","1","1","1",NA,"0","1","0","0",NA,"1","1","0","1","1","1","1","1","0","1","1","1",NA,"1","0","1","1","1","0","1","1","1","1","0","1","0","0","0","0","1","1","0"
"330","cani1243","?","?","?","?","?","?","?","?","0","0","0","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","0","?","1","?","?","?","?","?","?","?","?","?","?","?","0","?","?","?","?","?","0","?","?","?","?","?","?","?","0",NA,"1","1","0","?","?","?","0","1","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","2","0","0","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","?","0","0","1","?","?","?","?","?","?","?","?","?","?","0","?","?","?","0","0","0","0","?","?","?","?","?","?","?","?","1","?","?","?","?","?","?","1","?","?","?","?","?","?","?","?","?","?","?","?","1","?","?","?","?","1","?","?","1","1","?","1","?","1","?","?","?","?","?","?","?","?","?","?","?","?","1","?","?","0","0","0","0","1","0","1"
"331","caom1238",NA,NA,NA,NA,"1","2","0","0","1","0","0","0","0","0","0","0","0","?","?","?",NA,NA,NA,NA,"1","1","2","1","0","1","0","0",NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","?","1","?","?","0","0","1","0","1","0","1","1","1","0","0","0","1","0","0","0","?","0","0","?","?","1","1","0","0",NA,"2","0","0",NA,"?","0","1","0",NA,NA,NA,"0","1","0","0","1","0","1","0","0","0","0","1","1","1","0","1","0","0","1","1",NA,"0",NA,NA,"0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,"0","0","1","1","1",NA,"0","0","1",NA,"1","0","0","1","1",NA,"0","1","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,"0","?","?",NA,"?","0","1","1","0","0","1",NA,NA,"1","0","1","0","0","0","0","1","0","1"
"332","capa1241",NA,NA,NA,NA,NA,"1","1","1","0","0","0","1","0","0","0","0","?","?","1","?",NA,NA,NA,NA,"0","0","1","0","0","0","1","0","1","1","1","0","0","0","0","1","0","0","1","1","0","0","0","1","0","1","?","?","?","0","?","?","0","1","0","0","1","1","1","0","1","0","0","?","0",NA,"0","1","1","1","1","1","1","0","0","0",NA,NA,"0","0",NA,"?","?","0","1","?","?","1","?","0","0",NA,NA,NA,"0","0","0","1","0","1","0","0","0","0","0","?",NA,NA,"1","1",NA,"1","0","?","1","0","1","0","?","?","?","?","?","0","1","1","1","0","0",NA,NA,NA,NA,"1","0","1","0","1","1","0","0","0","1","0","0","1","1","1",NA,"0","1","0","0",NA,"0","0","1","0","1","?","?","0","1","1","0","1",NA,"1","1","1","1","1","1","0","1","1","1","1","0","0","0","0","0","1","0","1"
"336","cavi1250",NA,NA,NA,NA,"1","1","0","1","0","0","1","1","0","0","1","?","1","0","1","0",NA,NA,NA,NA,"0","1","1","0","0","1","1","?","0","1","1","0","0","0","0","0","0","0","1","1","?","?","1","0","1","1","0","0","?","0","?","1","0",NA,"1","1","1","0","?","0","1","0","1","1","?","1","0","?","1","?","1","0","1","1","0","0",NA,"2","0","0",NA,"1","0","0","1","?","1","?","?","0","0","1","0","0","?","?","?","?","?","?","1","0","1","1","?","?","0","0","1","0",NA,"1","0","0","0","1","1","1","1","0","0","0","?","?","?","?","?","?","?","?","?","?","?","1","?","?","?","?","1","0","0","0","1","1","1","1","1","1",NA,"0","1","0","0",NA,"?","?","1","1",NA,NA,NA,NA,NA,"0","0","0",NA,"0","1","?","1","1","1","0","1","1","1","0","1","0","1","0","0","1","1","0"
"337","cayu1262","1","0","1","0","1","1","?","?","1","0","0","?","?","?","0","0","?","?","?","?",NA,NA,NA,NA,"0","0","2","1","0","1","0","0","0","0","1","0","0","0","?","0","0","?","1","1","0","0","1","1","0","?","0","0","0","1","?","?","0","2","1","0","0","?","1","0","0","1","?","?","?","1","0","?","0","1","1","?","1","1","0","0",NA,"1","0","0",NA,"?","?","?","?","?","?","?","?","1","?","?","?","?","?","?","?","?","?","?","?","?","0","0","?","?","?","?","?","0",NA,"1","1","1","0","?","?","?","1","1","0","0","?","?","?","0","0","1","?",NA,"1",NA,"1","0","0","?","?","1",NA,"1","0","0",NA,"1","?","1","1","1",NA,"0","1","0","0","0","0","1","1","?","1","1","1","1","1","1","?","0",NA,"?","1","?","?","?","0","?",NA,NA,"1","?","?","0","0","0","0","1","0","1"
"341","cent1990","1","1","1","0","1","1","0","1","1","0","1","1","0","1","?","?","0","1","1","1",NA,NA,NA,NA,"0","0","2","0","0","1","0","1",NA,NA,NA,"0","0","0","?","?","1","0","0","1","?","?","0","1","0","1","0","0","0","0","1","?","0","2","1","0","0","1","0","1","0","1","1","1","0","0","0","0","0","0","1","0","1","1","?","0",NA,NA,"0","0",NA,NA,"?","0","1","0","1","0","0","1","0",NA,NA,NA,"?","?","?","?","?","?","0","0","1","1","?","0","0","1","1","0",NA,NA,"0","0","0","1","0","0","1","1","0","?","?","?","?","1","0","0","0",NA,NA,NA,NA,"0","0","1","?","?",NA,"1","0","1",NA,"1","0","1","1","1",NA,"0","1","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0",NA,"0","0","?","?","?","?","?",NA,NA,"1","0","0","0","1","0","0","1","1","0"
